Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
25,ml-agents,17883,4245,17883,45,2017-09-08T21:09:04Z,2025-01-08T14:00:47Z,3023163,The Unity Machine Learning Agents Toolkit (ML-Agents) is an open-source project that enables games and simulations to serve as environments for training intelligent agents using deep reinforcement learning and imitation learning.,C#,https://github.com/Unity-Technologies/ml-agents
26,CleanArchitecture,17825,3810,17825,55,2019-10-07T18:44:32Z,2025-01-22T06:31:05Z,5651,Clean Architecture Solution Template for ASP.NET Core,C#,https://github.com/jasontaylordev/CleanArchitecture
27,Dapper,17805,3678,17805,513,2011-04-14T08:42:59Z,2025-02-06T12:25:46Z,49995,Dapper - a simple object mapper for .Net,C#,https://github.com/DapperLib/Dapper
28,PEASS-ng,17172,3198,17172,26,2019-01-13T19:58:24Z,2025-03-20T04:33:42Z,63977,PEASS - Privilege Escalation Awesome Scripts SUITE (with colors),C#,https://github.com/peass-ng/PEASS-ng
29,CleanArchitecture,16882,2901,16882,47,2016-09-30T14:19:20Z,2025-03-24T21:50:20Z,3345,Clean Architecture Solution Template: A proven Clean Architecture Template for ASP.NET Core 9,C#,https://github.com/ardalis/CleanArchitecture
30,netch,16712,2748,16712,5,2019-06-25T09:55:30Z,2025-03-12T22:27:46Z,11841,A simple proxy client,C#,https://github.com/netchx/netch
31,CMWTAT_Digital_Edition,16568,2030,16568,29,2018-05-27T13:45:02Z,2025-02-08T18:13:37Z,59445,"CloudMoe Windows 10/11 Activation Toolkit get digital license, the best open source Win 10/11 activator in GitHub. GitHub 上最棒的开源 Win10/Win11 数字权利（数字许可证）激活工具！",C#,https://github.com/TGSAN/CMWTAT_Digital_Edition
32,server,16294,1371,16294,197,2015-11-23T23:45:33Z,2025-03-28T14:24:28Z,34988,"Bitwarden infrastructure/backend (API, database, Docker, etc).",C#,https://github.com/bitwarden/server
33,osu,16283,2395,16283,1498,2014-07-31T04:26:30Z,2025-03-28T08:10:57Z,181640,rhythm is just a *click* away!,C#,https://github.com/ppy/osu
34,runtime,16053,4926,16053,8930,2019-09-24T23:36:39Z,2025-03-28T14:08:36Z,906148,".NET is a cross-platform runtime for cloud, mobile, desktop, and IoT apps.",C#,https://github.com/dotnet/runtime
35,lively,16027,1109,16027,326,2019-08-08T05:57:26Z,2025-03-12T03:50:57Z,291054,Free and open-source software that allows users to set animated desktop wallpapers and screensavers powered by WinUI 3.,C#,https://github.com/rocksdanister/lively
36,optimizer,15768,1016,15768,61,2017-09-13T07:49:36Z,2024-08-18T13:38:25Z,47555,The finest Windows Optimizer,C#,https://github.com/hellzerg/optimizer
37,MaterialDesignInXamlToolkit,15495,3463,15495,161,2015-02-07T23:30:48Z,2025-03-21T04:04:50Z,72618,"Google's Material Design in XAML & WPF, for C# & VB.Net. ",C#,https://github.com/MaterialDesignInXAML/MaterialDesignInXamlToolkit
38,OpenRA,15413,2735,15413,1560,2010-10-04T07:38:05Z,2025-03-27T21:38:42Z,339995,"Open Source real-time strategy game engine for early Westwood games such as Command & Conquer: Red Alert written in C# using SDL and OpenGL. Runs on Windows, Linux, *BSD and Mac OS X.",C#,https://github.com/OpenRA/OpenRA
39,UniGetUI,15174,511,15174,187,2021-06-15T12:57:58Z,2025-03-28T06:48:09Z,871632,UniGetUI: The Graphical Interface for your package managers. Could be terribly described as a package manager manager to manage your package managers,C#,https://github.com/marticliment/UniGetUI
40,N_m3u8DL-CLI,14908,2234,14908,252,2019-04-18T13:43:49Z,2023-06-03T09:30:55Z,6399,"[.NET] m3u8 downloader 开源的命令行m3u8/HLS/dash下载器，支持普通AES-128-CBC解密，多线程，自定义请求头等. 支持简体中文,繁体中文和英文. English Supported.",C#,https://github.com/nilaoda/N_m3u8DL-CLI
41,Bulk-Crap-Uninstaller,14102,669,14102,105,2016-08-01T15:17:05Z,2025-02-20T21:28:36Z,10881,Remove large amounts of unwanted applications quickly.,C#,https://github.com/Klocman/Bulk-Crap-Uninstaller
42,efcore,13999,3237,13999,2357,2014-01-23T00:52:01Z,2025-03-27T20:07:51Z,205161,"EF Core is a modern object-database mapper for .NET. It supports LINQ queries, change tracking, updates, and schema migrations.",C#,https://github.com/dotnet/efcore
43,ContextMenuManager,13929,672,13929,133,2020-10-15T06:27:04Z,2024-08-17T03:11:10Z,1843,🖱️ 纯粹的Windows右键菜单管理程序,C#,https://github.com/BluePointLilac/ContextMenuManager
44,AssetStudio,13893,2669,13893,184,2016-08-02T11:59:11Z,2022-12-08T15:37:37Z,40176,"AssetStudio is a tool for exploring, extracting and exporting assets and assetbundles.",C#,https://github.com/Perfare/AssetStudio
45,Polly,13669,1246,13669,13,2013-05-05T04:40:04Z,2025-03-27T18:08:05Z,45320,"Polly is a .NET resilience and transient-fault-handling library that allows developers to express policies such as Retry, Circuit Breaker, Timeout, Bulkhead Isolation, and Fallback in a fluent and thread-safe manner. From version 6.0.1, Polly targets .NET Standard 1.1 and 2.0+.",C#,https://github.com/App-vNext/Polly
46,abp,13329,3523,13329,703,2016-12-03T22:56:24Z,2025-03-28T14:16:38Z,1430509,"Open-source web application framework for ASP.NET Core! Offers an opinionated architecture to build enterprise software solutions with best practices on top of the .NET. Provides the fundamental infrastructure, cross-cutting-concern implementations, startup templates, application modules, UI themes, tooling and documentation.",C#,https://github.com/abpframework/abp
47,Jackett,13146,1356,13146,216,2015-10-29T16:23:19Z,2025-03-28T05:57:28Z,38497,API Support for your favorite torrent trackers,C#,https://github.com/Jackett/Jackett
48,AspNetCore.Docs,12816,25213,12816,589,2014-12-19T17:38:02Z,2025-03-28T05:45:21Z,848538,Documentation for ASP.NET Core,C#,https://github.com/dotnet/AspNetCore.Docs
49,winsw,12733,1621,12733,231,2010-02-03T02:49:39Z,2024-04-25T15:34:47Z,3510,"A wrapper executable that can run any executable as a Windows service, in a permissive license.",C#,https://github.com/winsw/winsw
50,QuestPDF,12626,665,12626,158,2021-01-04T22:47:16Z,2025-03-27T16:25:28Z,507153,"QuestPDF is a modern open-source .NET library for PDF document generation. Offering comprehensive layout engine powered by concise and discoverable C# Fluent API. Easily generate PDF reports, invoices, exports, etc.",C#,https://github.com/QuestPDF/QuestPDF
51,UnityCsReference,12149,2514,12149,15,2018-03-23T13:08:32Z,2025-03-19T18:48:48Z,69301,Unity C# reference source code.,C#,https://github.com/Unity-Technologies/UnityCsReference
52,duplicati,11948,928,11948,786,2014-08-05T08:28:16Z,2025-03-28T14:16:40Z,178426,Store securely encrypted backups in the cloud!,C#,https://github.com/duplicati/duplicati
53,MonoGame,11932,2947,11932,739,2011-04-07T00:23:40Z,2025-03-27T12:18:04Z,96354,One framework for creating powerful cross-platform games.,C#,https://github.com/MonoGame/MonoGame
54,aspnetboilerplate,11900,3808,11900,167,2013-08-18T20:45:08Z,2025-03-20T12:51:40Z,64913,ASP.NET Boilerplate - Web Application Framework,C#,https://github.com/aspnetboilerplate/aspnetboilerplate
55,csharplang,11873,1040,11873,249,2016-12-09T01:45:27Z,2025-03-28T13:35:20Z,13927,The official repo for the design of the C# programming language,C#,https://github.com/dotnet/csharplang
56,ArchiSteamFarm,11835,1070,11835,2,2015-10-25T05:12:33Z,2025-03-27T16:46:34Z,237060,C# application with primary purpose of farming Steam cards from multiple accounts simultaneously.,C#,https://github.com/JustArchiNET/ArchiSteamFarm
57,modular-monolith-with-ddd,11748,1833,11748,63,2019-08-23T00:12:03Z,2024-06-04T17:51:26Z,8423,Full Modular Monolith application with Domain-Driven Design approach.,C#,https://github.com/kgrzybek/modular-monolith-with-ddd
58,Sonarr,11552,1527,11552,106,2011-09-27T05:57:16Z,2025-03-26T04:12:05Z,298274,Smart PVR for newsgroup and bittorrent users.,C#,https://github.com/Sonarr/Sonarr
59,MediatR,11474,1191,11474,9,2014-03-03T15:01:22Z,2025-03-24T14:36:20Z,5982,"Simple, unambitious mediator implementation in .NET",C#,https://github.com/jbogard/MediatR
60,mono,11232,3841,11232,2270,2010-07-22T18:06:36Z,2024-08-27T16:49:28Z,579418,"Mono open source ECMA CLI, C# and .NET implementation.",C#,https://github.com/mono/mono
61,Radarr,11223,1032,11223,440,2016-12-25T11:38:26Z,2025-03-25T13:01:30Z,316761,Movie organizer/manager for usenet and torrent users.,C#,https://github.com/Radarr/Radarr
62,BBDown,11078,1365,11078,189,2020-07-26T11:43:28Z,2025-03-25T14:14:49Z,18889,Bilibili Downloader. 一个命令行式哔哩哔哩下载器.,C#,https://github.com/nilaoda/BBDown
63,Newtonsoft.Json,10981,3289,10981,796,2012-02-18T07:30:28Z,2025-03-07T08:37:00Z,26487,Json.NET is a popular high-performance JSON framework for .NET,C#,https://github.com/JamesNK/Newtonsoft.Json
64,garnet,10934,562,10934,39,2023-08-21T21:54:58Z,2025-03-28T06:34:39Z,247602,"Garnet is a remote cache-store from Microsoft Research that offers strong performance (throughput and latency), scalability, storage, recovery, cluster sharding, key migration, and replication features. Garnet can work with existing Redis clients.",C#,https://github.com/microsoft/garnet
65,basic-computer-games,10922,1344,10922,20,2021-01-30T21:28:22Z,2025-03-04T22:42:20Z,78427,"An updated version of the classic ""Basic Computer Games"" book, with well-written examples in a variety of common MEMORY SAFE, SCRIPTING programming languages. See https://coding-horror.github.io/basic-computer-games/",C#,https://github.com/coding-horror/basic-computer-games
66,Lean,10918,3439,10918,248,2014-11-28T04:20:19Z,2025-03-28T14:10:19Z,540734,"Lean Algorithmic Trading Engine by QuantConnect (Python, C#)",C#,https://github.com/QuantConnect/Lean
67,YoutubeDownloader,10877,1436,10877,11,2018-11-16T11:30:50Z,2025-03-18T18:22:58Z,1284,Downloads videos and playlists from YouTube,C#,https://github.com/Tyrrrz/YoutubeDownloader
68,BenchmarkDotNet,10877,984,10877,241,2013-08-18T06:17:48Z,2025-03-20T20:49:15Z,54445,Powerful .NET library for benchmarking,C#,https://github.com/dotnet/BenchmarkDotNet
69,EverythingToolbar,10858,451,10858,42,2020-09-13T17:20:21Z,2025-03-27T20:31:30Z,4580,Everything integration for the Windows taskbar.,C#,https://github.com/srwi/EverythingToolbar
70,choco,10661,909,10661,735,2014-12-30T22:12:11Z,2025-03-21T19:19:24Z,43437,Chocolatey - the package manager for Windows,C#,https://github.com/chocolatey/choco
71,Locale-Emulator,10469,790,10469,212,2013-03-17T13:51:51Z,2022-04-15T09:55:46Z,1173,Yet Another System Region and Language Simulator,C#,https://github.com/xupefei/Locale-Emulator
72,eShopOnWeb,10360,5654,10360,21,2017-02-28T02:39:37Z,2025-01-13T20:55:37Z,61146,"Sample ASP.NET Core 8.0 reference application, now community supported: https://github.com/NimblePros/eShopOnWeb",C#,https://github.com/dotnet-architecture/eShopOnWeb
73,Playnite,10337,528,10337,667,2017-03-25T19:16:06Z,2025-03-01T07:23:09Z,67103,"Video game library manager with support for wide range of 3rd party libraries and game emulation support, providing one unified interface for your games.",C#,https://github.com/JosefNemec/Playnite
74,orleans,10328,2055,10328,594,2014-12-19T14:32:50Z,2025-03-26T21:02:22Z,68342,Cloud Native application framework for .NET,C#,https://github.com/dotnet/orleans
75,Captura,10097,1900,10097,120,2015-08-29T10:30:45Z,2023-04-09T14:52:52Z,5730,"Capture Screen, Audio, Cursor, Mouse Clicks and Keystrokes",C#,https://github.com/MathewSachin/Captura
76,AutoMapper,10028,1749,10028,0,2010-02-06T15:17:58Z,2025-02-24T20:37:30Z,127185,A convention-based object-object mapper in .NET. ,C#,https://github.com/AutoMapper/AutoMapper
77,CefSharp,9995,2930,9995,64,2010-12-03T15:23:23Z,2025-03-23T00:07:47Z,289944,.NET (WPF and Windows Forms) bindings for the Chromium Embedded Framework,C#,https://github.com/cefsharp/CefSharp
78,Terminal.Gui,9966,705,9966,179,2017-12-11T03:23:45Z,2025-03-21T08:24:31Z,95841,Cross Platform Terminal UI toolkit for .NET,C#,https://github.com/gui-cs/Terminal.Gui
79,spectre.console,9936,540,9936,269,2020-07-21T09:59:20Z,2025-03-23T23:06:15Z,10958,A .NET library that makes it easier to create beautiful console applications.,C#,https://github.com/spectreconsole/spectre.console
80,practical-aspnetcore,9879,1352,9879,173,2016-07-27T08:23:40Z,2025-03-24T12:29:07Z,45092,"Practical samples of ASP.NET Core 10 Preview 2, 9, 8.0, 7.0, 6.0, 5.0, 3.1, 2.2, and 2.1,projects you can use. Readme contains explanations on all projects.",C#,https://github.com/dodyg/practical-aspnetcore
81,PDFPatcher,9822,1299,9822,79,2021-12-24T12:30:42Z,2025-03-25T02:51:15Z,48969,PDF补丁丁——PDF工具箱，可以编辑书签、剪裁旋转页面、解除限制、提取或合并文档，探查文档结构，提取图片、转成图片等等,C#,https://github.com/wmjordan/PDFPatcher
82,subtitleedit,9805,975,9805,81,2014-02-03T08:17:41Z,2025-03-27T16:48:37Z,462521,the subtitle editor :),C#,https://github.com/SubtitleEdit/subtitleedit
83,RestSharp,9710,2334,9710,46,2009-11-16T02:01:45Z,2025-03-03T22:27:16Z,41566,Simple REST and HTTP API Client for .NET,C#,https://github.com/restsharp/RestSharp
84,Dependencies,9673,791,9673,131,2017-06-25T15:00:10Z,2024-05-15T00:55:24Z,15341,"A rewrite of the old legacy software ""depends.exe"" in C# for Windows devs to troubleshoot dll load dependencies issues.",C#,https://github.com/lucasg/Dependencies
85,Hangfire,9615,1707,9615,923,2013-08-06T09:43:04Z,2025-02-17T03:05:46Z,38273,An easy way to perform background job processing in .NET and .NET Core applications. No Windows Service or separate process required,C#,https://github.com/HangfireIO/Hangfire
86,nopCommerce,9549,5468,9549,156,2014-04-09T05:47:50Z,2025-03-26T13:11:23Z,1430151,ASP.NET Core eCommerce software. nopCommerce is a free and open-source shopping cart.,C#,https://github.com/nopSolutions/nopCommerce
87,LKY_OfficeTools,9542,896,9542,3,2022-10-27T14:58:30Z,2024-02-22T20:49:45Z,49445,一键自动化 下载、安装、激活 Office 的利器。,C#,https://github.com/OdysseusYuan/LKY_OfficeTools
88,MahApps.Metro,9519,2444,9519,110,2011-10-16T04:16:10Z,2024-10-22T15:27:45Z,121440,A framework that allows developers to cobble together a better UI for their own WPF applications with minimal effort.,C#,https://github.com/MahApps/MahApps.Metro
89,mRemoteNG,9489,1449,9489,864,2010-01-06T15:53:17Z,2025-03-19T12:09:44Z,265348,"mRemoteNG is the next generation of mRemote, open source, tabbed, multi-protocol, remote connections manager.",C#,https://github.com/mRemoteNG/mRemoteNG
90,ImageGlass,9467,569,9467,208,2012-12-30T16:13:14Z,2025-03-27T16:03:37Z,474800,"🏞 A lightweight, versatile image viewer",C#,https://github.com/d2phap/ImageGlass
91,EarTrumpet,9449,530,9449,85,2015-07-11T08:43:37Z,2025-03-25T23:10:31Z,35746,EarTrumpet - Volume Control for Windows,C#,https://github.com/File-New-Project/EarTrumpet
92,FileConverter,9419,672,9419,191,2015-04-06T10:15:53Z,2025-02-24T18:21:09Z,213001,File Converter is a very simple tool which allows you to convert and compress files using the context menu in windows explorer.,C#,https://github.com/Tichau/FileConverter
93,Flow.Launcher,9291,347,9291,245,2020-04-21T08:12:15Z,2025-03-28T13:46:26Z,90384,:mag: Quick file search & app launcher for Windows with community-made plugins,C#,https://github.com/Flow-Launcher/Flow.Launcher
94,FluentValidation,9287,1220,9287,2,2009-12-20T19:17:03Z,2025-02-25T19:42:28Z,19981,A popular .NET validation library for building strongly-typed validation rules.,C#,https://github.com/FluentValidation/FluentValidation
95,uno,9285,768,9285,1880,2018-05-07T11:52:27Z,2025-03-28T14:22:58Z,256595,"Open-source platform for building cross-platform native Mobile, Web, Desktop and Embedded apps quickly.  Create rich, C#/XAML, single-codebase apps from any IDE. Hot Reload included! 90m+ NuGet Downloads!!",C#,https://github.com/unoplatform/uno
96,FluentTerminal,9283,445,9283,252,2018-01-21T09:45:11Z,2024-08-30T10:48:24Z,18890,A Terminal Emulator based on UWP and web technologies.,C#,https://github.com/felixse/FluentTerminal
97,SignalR,9247,2277,9247,60,2011-07-22T03:52:19Z,2024-10-14T21:48:27Z,44643,Incredibly simple real-time web for .NET,C#,https://github.com/SignalR/SignalR
98,g-helper,9208,325,9208,76,2023-02-10T23:11:28Z,2025-03-28T13:32:34Z,40179,"Lightweight Armoury Crate alternative for Asus laptops and ROG Ally. Control tool for ROG Zephyrus G14, G15, G16, M16, Flow X13, Flow X16, TUF, Strix, Scar and other models",C#,https://github.com/seerge/g-helper
99,ET,9181,3122,9181,83,2010-06-27T15:50:52Z,2025-03-25T10:28:32Z,161448,Unity3D Client And C# Server Framework,C#,https://github.com/egametang/ET
100,Bogus,9154,515,9154,73,2015-06-06T18:28:14Z,2025-02-24T00:01:50Z,6280,":card_index: A simple fake data generator for C#, F#, and VB.NET. Based on and ported from the famed faker.js.",C#,https://github.com/bchavez/Bogus
101,Notepads,9151,490,9151,391,2019-06-01T01:20:33Z,2025-03-28T09:00:22Z,40400,"A modern, lightweight text editor with a minimalist design.",C#,https://github.com/0x7c13/Notepads
102,machinelearning,9133,1902,9133,978,2018-05-03T16:20:42Z,2025-03-24T17:45:12Z,101564,ML.NET is an open source and cross-platform machine learning framework for .NET.,C#,https://github.com/dotnet/machinelearning
103,Quasar,9129,2550,9129,138,2014-07-08T12:27:59Z,2024-02-29T06:37:37Z,5205,Remote Administration Tool for Windows,C#,https://github.com/quasar/Quasar
104,UniTask,8995,881,8995,16,2019-05-19T16:09:55Z,2025-03-19T06:44:21Z,5946,Provides an efficient allocation free async/await integration for Unity.,C#,https://github.com/Cysharp/UniTask
105,refit,8945,749,8945,199,2013-07-22T20:11:57Z,2025-03-27T19:00:38Z,15863,"The automatic type-safe REST library for .NET Core, Xamarin and .NET. Heavily inspired by Square's Retrofit library, Refit turns your REST API into a live interface.",C#,https://github.com/reactiveui/refit
106,yarp,8915,867,8915,171,2020-03-05T18:10:21Z,2025-03-24T19:29:06Z,23308,A toolkit for developing high-performance HTTP reverse proxy applications.,C#,https://github.com/dotnet/yarp
107,MudBlazor,8840,1403,8840,1434,2020-08-18T10:47:27Z,2025-03-27T13:17:30Z,38021,Blazor Component Library based on Material Design principles with an emphasis on ease of use and extensibility,C#,https://github.com/MudBlazor/MudBlazor
108,Humanizer,8838,974,8838,191,2012-05-03T12:01:45Z,2024-10-25T09:13:26Z,8583,"Humanizer meets all your .NET needs for manipulating and displaying strings, enums, dates, times, timespans, numbers and quantities",C#,https://github.com/Humanizr/Humanizer
109,LiteDB,8830,1269,8830,733,2014-08-25T13:49:30Z,2024-12-10T14:07:23Z,46011,LiteDB - A .NET NoSQL Document Store in a single data file,C#,https://github.com/litedb-org/LiteDB
110,WeiXinMPSDK,8573,4363,8573,218,2013-01-11T13:52:44Z,2025-03-21T04:17:05Z,153558,微信全平台 .NET SDK， Senparc.Weixin for C#，支持 .NET Framework 及 .NET Core、.NET 8.0。已支持微信公众号、小程序、小游戏、微信支付、企业微信/企业号、开放平台、JSSDK、微信周边等全平台。 WeChat SDK for C#.,C#,https://github.com/JeffreySu/WeiXinMPSDK
111,Ocelot,8513,1660,8513,78,2016-06-29T20:35:24Z,2025-03-27T17:10:10Z,6863,.NET API Gateway,C#,https://github.com/ThreeMammals/Ocelot
112,imewlconverter,8448,650,8448,86,2012-04-12T04:03:25Z,2024-12-23T11:58:59Z,59017,”深蓝词库转换“ 一款开源免费的输入法词库转换程序,C#,https://github.com/studyzy/imewlconverter
113,AspNetCoreDiagnosticScenarios,8384,788,8384,27,2018-10-10T05:59:35Z,2024-05-28T16:50:09Z,255,This repository has examples of broken patterns in ASP.NET Core applications,C#,https://github.com/davidfowl/AspNetCoreDiagnosticScenarios
114,DiscordChatExporter,8383,757,8383,20,2017-07-12T17:18:19Z,2025-03-18T18:08:20Z,3078,Exports Discord chat logs to a file,C#,https://github.com/Tyrrrz/DiscordChatExporter
115,Bili.Uwp,8365,504,8365,198,2021-05-30T00:52:25Z,2023-10-30T22:21:00Z,139918,适用于新系统UI的哔哩,C#,https://github.com/Richasy/Bili.Uwp
116,jynew,8288,1811,8288,41,2021-05-12T09:32:49Z,2024-09-27T03:08:05Z,5334064,JinYongLegend-like RPG Game Framework with full Modding support and 10+ hours playable samples of game.,C#,https://github.com/jynew/jynew
117,ReactiveUI,8225,1131,8225,78,2010-06-11T05:24:29Z,2025-03-27T02:23:49Z,89356,"An advanced, composable, functional reactive model-view-viewmodel framework for all .NET platforms that is inspired by functional reactive programming. ReactiveUI allows you to  abstract mutable state away from your user interfaces, express the idea around a feature in one readable place and improve the testability of your application.",C#,https://github.com/reactiveui/ReactiveUI
118,wpfui,8185,813,8185,361,2021-07-24T23:09:19Z,2025-03-28T08:37:05Z,44169,"WPF UI provides the Fluent experience in your known and loved WPF framework. Intuitive design, themes, navigation and new immersive controls. All natively and effortlessly.",C#,https://github.com/lepoco/wpfui
119,Windows-Auto-Night-Mode,8097,270,8097,59,2018-11-17T21:19:37Z,2025-03-27T22:38:12Z,18728,Automatically switches between the dark and light theme of Windows 10 and Windows 11,C#,https://github.com/AutoDarkMode/Windows-Auto-Night-Mode
120,Unity3DTraining,8067,2016,8067,8,2016-04-25T14:37:08Z,2025-03-27T06:32:12Z,753592,【Unity杂货铺】unity大杂烩~,C#,https://github.com/XINCGer/Unity3DTraining
121,DotNetGuide,7999,1184,7999,13,2020-10-08T14:54:22Z,2025-03-26T16:41:34Z,3932,🌈【C#/.NET/.NET Core学习、工作、面试指南】记录、收集和总结C#/.NET/.NET Core基础知识、学习路线、开发实战、编程技巧练习、学习视频、文章、书籍、项目框架、社区组织、开发必备工具、技术前沿周刊、常见面试题、面试须知、简历模板、人才招聘、以及自己在学习和工作中的一些微薄见解。希望能和大家一起学习，共同进步。如果本知识库能为您提供帮助，别忘了给予支持哦(关注、点赞、分享)💖。,C#,https://github.com/YSGStudyHards/DotNetGuide
122,gitextensions,7947,2107,7947,574,2008-12-06T09:18:59Z,2025-03-27T17:54:50Z,145490,Git Extensions is a standalone UI tool for managing git repositories. It also integrates with Windows Explorer and Microsoft Visual Studio (2015/2017/2019).,C#,https://github.com/gitextensions/gitextensions
123,blockchain,7894,2786,7894,123,2017-09-24T19:36:36Z,2024-07-21T21:35:02Z,127,A simple Blockchain in Python,C#,https://github.com/dvf/blockchain
