Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
22,Paradise,75,441,75,37,2021-05-08T12:10:31Z,2025-03-28T08:12:55Z,2086819,Основной репозиторий SS1984,DM,https://github.com/ss220-space/Paradise
23,Polaris,70,302,70,301,2015-04-06T05:10:58Z,2024-11-16T20:46:22Z,1109217," Polaris - A version of Spacestation13, forked from Baystation12.",DM,https://github.com/PolarisSS13/Polaris
24,FTL13,64,166,64,1,2016-07-01T15:50:19Z,2019-05-10T21:04:26Z,846143,FTL in SS13!,DM,https://github.com/FTL13/FTL13
25,Bubberstation,60,339,60,227,2023-01-22T09:36:28Z,2025-03-28T02:14:30Z,3039046,Bubberstation SS13,DM,https://github.com/Bubberstation/Bubberstation
26,Monkestation2.0,59,324,59,812,2023-03-19T04:45:45Z,2025-03-28T03:40:19Z,3227042,A monkestation rebase to TG code,DM,https://github.com/Monkestation/Monkestation2.0
27,sojourn-station,53,287,53,34,2019-11-21T17:19:21Z,2025-03-23T22:38:32Z,975139,,DM,https://github.com/sojourn-13/sojourn-station
28,Nebula,53,227,53,42,2020-02-17T01:09:56Z,2025-03-28T12:42:15Z,1218596,A general purpose SS13/Baystation12 fork.,DM,https://github.com/NebulaSS13/Nebula
29,fulpstation,50,166,50,22,2020-11-05T04:40:39Z,2025-03-26T22:19:30Z,2365782,Fulp downstream of TG,DM,https://github.com/fulpstation/fulpstation
30,Civ13,46,177,46,11,2018-07-17T22:01:49Z,2025-03-22T18:52:45Z,1179818,Historical SS13,DM,https://github.com/Civ13/Civ13
31,dom5inspector,42,36,42,7,2017-09-26T14:36:12Z,2024-01-15T18:26:58Z,76717,Dominions 5 data and mod browser.,DM,https://github.com/larzm42/dom5inspector
32,burgerstation,41,120,41,46,2018-12-28T00:23:19Z,2025-03-07T20:03:46Z,360159,My main project. This is the repository for the upcoming BYOND game Burgerstation. Currently in development.,DM,https://github.com/BurgerLUA/burgerstation
33,HippieStationdeprecated2020,40,41,40,187,2017-03-11T16:47:28Z,2022-03-11T23:30:08Z,2631437,The Hippie Station branch of SS13,DM,https://github.com/HippieStation/HippieStationdeprecated2020
34,yogstation-2017-,39,114,39,448,2016-05-30T21:02:36Z,2019-05-20T11:11:03Z,725692,Yogstation13's master code source. [OLD - GO TO https://github.com/yogstation13/Yogstation-TG FOR THE NEW VERSION],DM,https://github.com/yogstation13/yogstation-2017-
35,CHOMPStation2,39,190,39,54,2019-12-16T23:46:29Z,2025-03-28T13:54:12Z,3162009,"An update of Space Station 13 CHOMPStation using code derived from YawnWider, which is derived from VOREStation, which is derived from Polaris",DM,https://github.com/CHOMPStation2/CHOMPStation2
36,EuropaStation,38,64,38,11,2015-06-22T04:30:40Z,2019-03-26T03:00:10Z,968302,A planet-based SS13 codebase.,DM,https://github.com/Yonaguni/EuropaStation
37,Citadel-Station-13-RP,37,281,37,60,2018-05-06T20:40:29Z,2025-03-28T01:51:15Z,921312,Code for the Citadel Station RP server that originated from Virgo/Polaris.,DM,https://github.com/Citadel-Station-13/Citadel-Station-13-RP
38,Foundation-19,36,177,36,113,2021-10-09T22:34:02Z,2025-03-25T00:24:15Z,701744,SCP themed version of SS13. Contains technical debt and legacy code.,DM,https://github.com/Foundation-19/Foundation-19
39,NTstation13,36,199,36,61,2014-03-07T02:38:00Z,2017-10-04T15:42:12Z,417860,"NTstation13 - A version of Spacestation13, forked from /tg/station13.",DM,https://github.com/NTStation/NTstation13
40,Ratwood-Keep,36,504,36,107,2024-05-02T16:22:06Z,2025-03-28T11:18:44Z,831199,Ratwood | Anthro-Allowed Renaissance-Punk Roleplay,DM,https://github.com/Rotwood-Vale/Ratwood-Keep
41,NovaSector,36,325,36,426,2023-12-23T01:23:55Z,2025-03-28T11:01:45Z,3744179,A Nova Sector downstream of /tg/station SS13.,DM,https://github.com/NovaSector/NovaSector
42,Baystation12,35,186,35,59,2016-05-17T12:25:46Z,2023-03-29T13:14:26Z,1380839,,DM,https://github.com/infinitystation/Baystation12
43,lobotomy-corp13,33,171,33,77,2022-06-04T15:55:52Z,2025-03-28T04:36:48Z,1325770,,DM,https://github.com/vlggms/lobotomy-corp13
44,BLACKSTONE,31,183,31,100,2024-03-30T10:39:52Z,2024-06-24T08:17:41Z,378331,,DM,https://github.com/Blackstone-SS13/BLACKSTONE
45,Persistent-Bay,30,99,30,5,2017-12-08T22:38:39Z,2023-10-03T15:22:00Z,1099110,A fork of baycode that saves and loads characters and the station.,DM,https://github.com/Persistent-SS13/Persistent-Bay
46,onesaitplatform-revolution,30,132,30,0,2019-08-07T11:47:36Z,2019-09-15T21:27:54Z,147,Onesait Platform revolution is an initiative of MINSAIT to activate the group of developers of its staff through a competition consisting of 2 phases: an initial that is developed individually and one in teams.,DM,https://github.com/onesaitplatform/onesaitplatform-revolution
47,daedalusdock,28,69,28,53,2022-07-15T21:36:35Z,2025-03-28T01:45:27Z,1988227,Daedalus Dock's gameserver code,DM,https://github.com/DaedalusDock/daedalusdock
48,Pre-Open-SS13-Host-Files-and-Source,28,17,28,0,2015-03-24T20:29:41Z,2017-03-30T02:55:57Z,4338,SS13 host files and source from before Open SS13. More info in the ReadMe,DM,https://github.com/Glloyd/Pre-Open-SS13-Host-Files-and-Source
49,nvmrc,28,1,28,0,2025-01-13T15:49:20Z,2025-02-14T21:04:44Z,6,,DM,https://github.com/dgjklh/nvmrc
50,HippieStation13-1,28,92,28,145,2015-04-05T08:46:33Z,2017-05-25T05:51:32Z,858602,https://github.com/HippieStation/HippieStation13,DM,https://github.com/HippieStationArchive/HippieStation13-1
51,Lili-station,28,10,28,3,2017-01-06T18:16:02Z,2020-09-08T14:47:15Z,201984,Isometric space station 13,DM,https://github.com/Derven/Lili-station
52,IS12-Warfare,27,101,27,5,2020-09-05T21:01:51Z,2024-12-25T18:19:29Z,342819,The official IS12 Warfare repo.,DM,https://github.com/Project-IS12/IS12-Warfare
53,mojave-sun-13,26,102,26,42,2021-07-30T02:10:57Z,2025-03-28T01:53:00Z,2570947,"Join our Discord at: https://discord.gg/ms13 for tests, questions, or to help with development",DM,https://github.com/Mojave-Sun/mojave-sun-13
54,goonstation-2020,26,66,26,38,2020-02-17T01:56:56Z,2020-04-01T15:05:48Z,212006,Public release of Goonstation from January 2020 (Archived),DM,https://github.com/goonstation/goonstation-2020
55,ApolloStation,25,56,25,43,2014-12-22T17:42:06Z,2017-02-13T00:51:56Z,675331,The best code this side of the galaxy!,DM,https://github.com/Apollo-Community/ApolloStation
56,Skyrat13,25,185,25,178,2020-01-31T08:46:31Z,2023-10-04T03:47:48Z,936988,,DM,https://github.com/Skyrat-SS13/Skyrat13
57,Deep-Space-13,24,28,24,18,2019-01-07T22:39:31Z,2019-07-17T17:52:38Z,1298723,"Deep Space 13 - Star Trek 13, Station based",DM,https://github.com/DDMers/Deep-Space-13
58,Hyper-Station-13,24,151,24,10,2019-09-23T15:16:34Z,2024-05-25T21:35:03Z,428918,Hyper Station 13,DM,https://github.com/quotefox/Hyper-Station-13
59,ColonialMarines-2018,24,65,24,0,2018-07-30T04:46:50Z,2018-12-18T03:45:28Z,119176,,DM,https://github.com/ColonialMarines-Mirror/ColonialMarines-2018
60,consistent,23,1,23,0,2025-01-13T19:44:21Z,2025-02-12T18:43:58Z,13,,DM,https://github.com/amadej2/consistent
61,dom4inspector,23,16,23,3,2014-05-07T17:49:49Z,2017-09-26T20:17:55Z,28041,Dominions 4 data and mod browser.,DM,https://github.com/larzm42/dom4inspector
62,analysis,23,2,23,2,2025-01-11T17:03:24Z,2025-03-26T20:06:47Z,13,,DM,https://github.com/PavloSap/analysis
63,Agents,23,10,23,0,2014-06-23T15:49:59Z,2017-09-19T19:41:07Z,96269,A large collection of example and demo Soar agents for a variety of domains and problems.,DM,https://github.com/SoarGroup/Agents
64,cmss13-pve,22,130,22,74,2023-10-09T09:24:53Z,2025-03-27T21:52:30Z,877857,,DM,https://github.com/cmss13-devs/cmss13-pve
65,OpenKeep,22,247,22,44,2024-05-15T23:13:16Z,2025-03-15T22:56:49Z,1152161,Open source repository for StoneKeep,DM,https://github.com/Darkrp-community/OpenKeep
66,Procfile,22,1,22,0,2025-01-13T16:42:28Z,2025-02-14T20:22:26Z,13,,DM,https://github.com/barrydunikow/Procfile
67,application,21,1,21,2,2025-01-13T19:30:10Z,2025-02-12T18:38:45Z,8,,DM,https://github.com/JohannWojcik/application
68,ctk,21,16,21,4,2016-06-22T02:29:00Z,2024-04-28T01:21:11Z,432165,CLIP Tool Kit (CTK),DM,https://github.com/chaolinzhanglab/ctk
69,OpenSourceWeb,21,42,21,0,2022-03-21T20:31:18Z,2022-03-23T04:20:13Z,546506,An open-source release of previously closed-source Farweb.,DM,https://github.com/SS13-Special-Codebases-Archive/OpenSourceWeb
70,DS13-1.0,20,87,20,136,2019-09-29T18:27:44Z,2025-03-28T01:21:36Z,951538,,DM,https://github.com/DS-13-Dev-Team/DS13-1.0
71,contributorsrc,20,1,20,0,2025-01-13T15:47:01Z,2025-01-13T15:48:39Z,2,,DM,https://github.com/fuxrunternexmen/contributorsrc
72,austation,19,50,19,4,2019-05-09T03:58:05Z,2024-01-22T22:05:53Z,2010164,"AuStation is an Australian SS13 server run by Australians, for Australians.",DM,https://github.com/austation/austation
73,Drymouth-Gulch,19,117,19,7,2018-06-20T18:11:39Z,2022-12-02T05:28:40Z,389559,Bad Deathclaw SS13 server NEW TG,DM,https://github.com/BadDeathclaw/Drymouth-Gulch
74,OracleStation,19,95,19,139,2017-08-27T12:03:23Z,2018-10-06T23:55:56Z,969327,Repository for OracleStation SS13 project,DM,https://github.com/OracleStation/OracleStation
75,coyote-bayou,18,153,18,59,2022-06-15T23:03:04Z,2025-03-28T02:31:35Z,1880457,,DM,https://github.com/ARF-SS13/coyote-bayou
76,Nebula,18,58,18,38,2020-03-24T03:36:48Z,2025-03-16T01:07:44Z,1101267,A Persistent fork of Nebula,DM,https://github.com/PersistentSS13/Nebula
77,WW13,18,62,18,8,2017-07-04T20:40:07Z,2020-05-29T19:48:32Z,668133,nazis in space,DM,https://github.com/WW2-SS13/WW13
78,FluffySTG,18,74,18,14,2023-04-05T19:35:25Z,2025-03-28T01:27:48Z,3024085,,DM,https://github.com/Fluffy-Frontier/FluffySTG
79,Whitesands,17,65,17,0,2020-01-12T03:25:12Z,2021-09-11T22:47:24Z,1583358,The Whitesands Space Station 13 Codebase.,DM,https://github.com/Whitesands13/Whitesands
80,PeARS,17,21,17,9,2014-07-20T12:08:42Z,2017-06-10T10:57:14Z,125845,Archive repository for the PeARS project. Please head over to https://github.com/PeARSearch/PeARS-orchard for the latest version.,DM,https://github.com/minimalparts/PeARS
81,console,17,16,17,0,2017-10-25T23:45:01Z,2024-02-20T07:02:38Z,473,"console is an open-source network and programming simulation ""game""",DM,https://github.com/Nadrew/console
82,AetherStation13,16,33,16,24,2022-05-25T17:37:58Z,2025-03-28T01:50:00Z,1881352,LRP flavour of tgstation experience,DM,https://github.com/AetherStation/AetherStation13
83,pylintrc,16,1,16,0,2025-01-11T17:14:48Z,2025-02-14T20:57:26Z,15,,DM,https://github.com/damdonik/pylintrc
84,UristMcStation,16,66,16,73,2014-03-22T02:17:52Z,2025-03-26T17:51:15Z,1165878,Urist McStation's BS12 branch. Come play at byond://192.223.30.108:58137,DM,https://github.com/UristMcStation/UristMcStation
85,coolstation,16,47,16,27,2021-08-29T02:26:01Z,2025-03-28T01:37:57Z,906004,Repository for the COOLEST branch of SS13,DM,https://github.com/coolstation/coolstation
86,World-of-Darkness-13,16,107,16,79,2024-10-10T02:02:19Z,2025-03-22T00:19:37Z,2475196,"The WoD13 server on Byond, based on Space Station 13 code.",DM,https://github.com/WorldOfDarknessXIII/World-of-Darkness-13
87,40K-Eipharius,15,93,15,3,2021-11-01T19:16:13Z,2024-08-31T02:09:43Z,1069547,,DM,https://github.com/WoodenTucker/40K-Eipharius
88,learningai,15,3,15,0,2022-01-08T13:58:52Z,2023-10-31T08:42:48Z,230,完备的AI学习路线,DM,https://github.com/JackBlogs/learningai
89,SS13-SCP13,15,65,15,12,2018-03-24T23:55:10Z,2018-12-26T17:22:59Z,323591,SCP13 is a full conversion of Baystation12 towards the malleable universe of the SCP Foundation.,DM,https://github.com/SS13-SCP13/SS13-SCP13
90,Gamma-Station,15,44,15,132,2018-04-23T08:09:15Z,2020-03-16T04:26:22Z,613551,Reborn. Alive.,DM,https://github.com/GammaStation/Gamma-Station
91,YWPolarisVore,15,60,15,72,2018-07-21T15:04:44Z,2025-01-14T01:31:25Z,1801230,"The ss13 codebase used by the Yawn Wider, based on VORE which is based on Polaris. ",DM,https://github.com/Yawn-Wider/YWPolarisVore
92,Jenkinsfile,15,2,15,1,2025-01-13T15:36:47Z,2025-03-13T19:37:38Z,8,,DM,https://github.com/damdonik/Jenkinsfile
93,Aurora-Old,15,56,15,0,2014-03-11T07:00:36Z,2017-03-20T19:59:04Z,151058,THE OLD AURORASTATION REPOSITORY! Check Aurora.3 for the new one!,DM,https://github.com/Aurorastation/Aurora-Old
94,init,14,2,14,3,2025-01-11T17:08:18Z,2025-03-13T19:34:41Z,4,,DM,https://github.com/PavloSap/init
95,sunset-wasteland,14,98,14,10,2022-04-23T14:43:33Z,2023-10-26T17:20:40Z,1236185,,DM,https://github.com/sunset-wasteland/sunset-wasteland
96,ProcessScheduler,14,10,14,4,2014-12-30T16:33:36Z,2020-03-22T03:44:19Z,85,A BYOND SS13 Process Scheduler,DM,https://github.com/goonstation/ProcessScheduler
97,Quasar-13,14,37,14,14,2021-03-09T03:32:09Z,2023-11-25T01:02:18Z,1224585,,DM,https://github.com/Quasar-13/Quasar-13
98,Unga-Marines,14,56,14,1,2024-06-29T08:35:14Z,2025-03-28T10:14:08Z,508722,"Русскоязычный билд по мотивам вселенной ""Aliens""",DM,https://github.com/PMC-Unga-Marines/Unga-Marines
99,yaml,14,1,14,0,2025-01-13T19:20:15Z,2025-02-12T18:40:49Z,13,,DM,https://github.com/adamzelinskiii/yaml
100,PsychonautStation,14,32,14,2,2022-11-22T15:43:22Z,2025-03-28T14:16:18Z,3031335,PsychonautStation is a branch of tgstation which is a branch of SS13,DM,https://github.com/psychonaut-station/PsychonautStation
101,daedalus,14,5,14,49,2012-05-04T14:37:37Z,2014-03-23T04:23:20Z,194591,A custom SS13 fork.,DM,https://github.com/ss13-daedalus/daedalus
102,Persistent-SS13,13,13,13,10,2017-10-21T18:34:26Z,2018-01-05T20:12:34Z,280662,"An SS13 script based off Paradise, station and characters save and load.",DM,https://github.com/Persistent-SS13/Persistent-SS13
103,SS13,13,36,13,6,2014-06-09T11:14:12Z,2016-06-07T06:58:27Z,406122,"Please put all your changes that are not fixes on the ""Development"" branch - ",DM,https://github.com/LLA-Gaming/SS13
104,Pipfile,13,1,13,0,2025-01-09T20:49:49Z,2025-02-12T18:37:07Z,15,,DM,https://github.com/JanBielski/Pipfile
105,config,13,4,13,3,2025-01-11T17:26:51Z,2025-03-13T19:40:03Z,13,,DM,https://github.com/FPiasecki2/config
106,Warhammer-IS12,12,56,12,2,2020-10-18T20:12:11Z,2022-04-15T13:08:05Z,524288,A Warhammer 40k multiplayer mod for Space Station 13 built with Dream Maker.,DM,https://github.com/Daelso/Warhammer-IS12
107,Paradise-Old,12,34,12,8,2023-04-17T17:05:39Z,2023-09-11T00:41:41Z,1627588,Paradise билд SS220,DM,https://github.com/ss220club/Paradise-Old
108,sitemap,12,1,12,0,2025-01-09T20:58:35Z,2025-02-14T19:33:48Z,6,,DM,https://github.com/adamzelinskiii/sitemap
109,mojave-sun,11,46,11,1,2020-06-12T05:24:31Z,2022-05-19T02:13:02Z,1264594,"This repo is for archival purposes, please see https://github.com/Mojave-Sun/mojave-sun-13 for current development.",DM,https://github.com/Mojave-Sun/mojave-sun
110,projectA,11,1,11,0,2025-01-13T16:36:32Z,2025-01-13T16:38:25Z,2,,DM,https://github.com/filyap22/projectA
111,Warhammer-Complete,11,9,11,0,2016-11-30T23:30:22Z,2021-09-14T23:43:29Z,7804,A project to recreate Warhammer Fantasy Battles in Dominions 5,DM,https://github.com/joansam/Warhammer-Complete
112,Vagrantfile,11,1,11,0,2025-01-09T20:45:50Z,2025-02-12T18:35:07Z,12,,DM,https://github.com/adampiasecki2/Vagrantfile
113,Sandstorm-Station-13,11,474,11,1,2020-05-01T03:23:31Z,2025-03-27T21:14:32Z,1520456,"A fork of SS13 of the Citadel Station flavor, it's a little pet project and whatever to play with, it is NSFW and has lead to the creation of a very terrible fork.",DM,https://github.com/Sandstorm-Station/Sandstorm-Station-13
114,black_old,11,46,11,1,2012-11-01T20:09:25Z,2015-06-26T16:49:30Z,256891,Black server,DM,https://github.com/SS13/black_old
115,Fortuna,11,60,11,0,2021-08-14T20:01:26Z,2021-12-15T02:49:07Z,1092200,Former repository for the Fortuna 13 server,DM,https://github.com/FortunaSS13/Fortuna
116,RussStation,11,52,11,10,2019-06-10T10:46:17Z,2023-11-10T14:23:51Z,492483,,DM,https://github.com/RussStation/RussStation
117,Voidcrew-LRP,11,68,11,35,2022-01-16T02:45:05Z,2023-10-04T10:16:45Z,1431762,An LRP fork of Shiptest,DM,https://github.com/voidcrew/Voidcrew-LRP
118,StarTrek13-Archived,11,27,11,20,2017-12-17T15:10:13Z,2020-04-01T15:02:12Z,1180304,"An unofficial ss13 branch based off of Star Trek, No longer maintained.",DM,https://github.com/DDMers/StarTrek13-Archived
119,map_depot,11,40,11,0,2021-06-26T03:52:07Z,2025-03-28T13:24:41Z,9206,"Store unused /tg/station maps here, so we can learn from our mistakes and hope for the future.",DM,https://github.com/tgstation/map_depot
120,BoH-Bay,10,66,10,85,2019-11-17T02:53:54Z,2024-04-11T11:49:32Z,1090580,,DM,https://github.com/BoHBranch/BoH-Bay
121,Procfile,10,2,10,0,2025-01-13T15:38:41Z,2025-01-28T20:50:25Z,4,,DM,https://github.com/FPiasecki2/Procfile
122,yogstation-classic,10,35,10,0,2016-01-15T16:53:22Z,2019-04-06T19:22:46Z,530571,Yogstation13's classic code source.,DM,https://github.com/yogstation13/yogstation-classic
123,htaccess,10,1,10,0,2025-01-11T17:21:40Z,2025-01-27T21:51:00Z,4,,DM,https://github.com/dimbadimass/htaccess
124,minutes,9,23,9,0,2016-11-10T09:00:30Z,2019-09-24T12:02:17Z,192,Step-to-Rails-Expert.rbの議事メモです。,DM,https://github.com/Step-to-Rails-Expert-rb/minutes
125,tgstation,9,34,9,6,2020-06-05T15:01:46Z,2022-05-16T22:02:56Z,1572972,polski fork beestation uzywany na Aquila Station 13,DM,https://github.com/aq33/tgstation
126,TaleStation,9,25,9,19,2022-01-17T23:32:47Z,2024-09-29T02:29:14Z,2566527,A fork of /tg/station. A server about roleplay and story telling.,DM,https://github.com/TaleStation/TaleStation
127,thewasteland,9,69,9,11,2022-04-05T22:02:14Z,2023-12-10T21:25:18Z,1177327,,DM,https://github.com/fortune13-ss13/thewasteland
128,DMCAMarines,9,24,9,15,2018-08-06T19:13:53Z,2021-12-24T17:09:49Z,182015,Strictly dedicated to Russian Community,DM,https://github.com/FighterX2500/DMCAMarines
129,TWC,9,22,9,21,2014-01-28T04:04:37Z,2025-03-27T18:36:26Z,34443,,DM,https://github.com/DuncanFairley/TWC
130,tegustation-bay12,9,32,9,13,2021-06-04T18:09:53Z,2024-04-06T08:25:50Z,1136307,"A repository for Space Station 13. Tegu Station is based on BayStation 12 codebase, with modifications, of course.",DM,https://github.com/vlggms/tegustation-bay12
131,yarn,9,1,9,0,2025-01-09T19:32:33Z,2025-01-09T19:34:17Z,2,,DM,https://github.com/dunikowski22/yarn
132,editorconfig,9,1,9,0,2025-01-09T19:27:40Z,2025-01-09T19:30:05Z,2,,DM,https://github.com/OlhaMas/editorconfig
133,desertrose-old,9,79,9,37,2019-11-12T08:23:26Z,2022-12-04T20:20:56Z,416838,,DM,https://github.com/judgex/desertrose-old
134,Antimonium,9,12,9,0,2017-05-09T02:40:22Z,2024-08-14T04:51:15Z,11934,A gaslamp fantasy BYOND game.,DM,https://github.com/AntimoniumGame/Antimonium
135,Eclipse-Station-13,8,29,8,22,2018-04-20T23:40:15Z,2023-10-03T21:34:13Z,1032161,"Eclipse Station 13 - SS13 build, based on Virgo/Polaris",DM,https://github.com/Eclipse-Station/Eclipse-Station-13
136,GS13-Outdated,8,40,8,1,2021-10-16T16:58:17Z,2024-10-07T12:44:31Z,543021,Videogames,DM,https://github.com/evilew/GS13-Outdated
137,vscode,8,2,8,0,2025-01-13T15:30:26Z,2025-01-27T20:49:56Z,5,,DM,https://github.com/PavloSap/vscode
138,Big-Iron,8,69,8,27,2023-01-15T19:27:29Z,2024-04-14T22:38:45Z,1269257,Electric Boogaloo,DM,https://github.com/Foundation-19/Big-Iron
139,MapleStationCode,8,35,8,41,2021-06-15T19:11:26Z,2025-03-28T01:47:38Z,353816,,DM,https://github.com/MrMelbert/MapleStationCode
140,ColonialMarines,8,28,8,1,2015-02-07T02:49:36Z,2015-08-20T14:17:02Z,107172,New Repo for the current Colonial Marines Code.,DM,https://github.com/apophis775/ColonialMarines
141,STALKER-13,8,58,8,5,2021-09-29T09:16:04Z,2024-02-21T00:19:55Z,837529,Rebase for the english STALKER-13 project,DM,https://github.com/STALKER-SS13/STALKER-13
142,NEV-Northern-Light,8,55,8,127,2019-11-13T15:51:49Z,2025-03-17T16:58:31Z,581391,"Congratulations, [employee name here]! You have greatly advanced the expedition effort. You must be the pride of [employee hometown name here]! NanoTrasen commends your usefulness to the Corporation.",DM,https://github.com/Eclipse-Station/NEV-Northern-Light
143,ColonialMarines,8,19,8,13,2014-10-30T19:59:07Z,2015-02-07T02:39:00Z,109651,Sulaco Colonial Marines,DM,https://github.com/jaggerestep/ColonialMarines
144,circleci,8,1,8,0,2025-01-09T19:45:08Z,2025-03-11T19:17:20Z,9,,DM,https://github.com/albertstone7/circleci
145,Baystation12-Legacy,7,20,7,3,2015-01-08T12:33:21Z,2017-05-17T15:05:06Z,122956,Legacy pre-tg (Luna) codebase for Baystation12,DM,https://github.com/Baystation12/Baystation12-Legacy
146,dragonroll,7,15,7,7,2014-12-26T00:13:57Z,2015-08-17T09:00:56Z,59867,A D&D re-imagining of Space Station 13.,DM,https://github.com/sawu-tg/dragonroll
147,EscalationByMio,7,11,7,0,2017-04-28T19:09:18Z,2018-03-31T07:39:46Z,208799,1984,DM,https://github.com/seekin4u/EscalationByMio
148,openss13,7,8,7,0,2014-12-16T10:58:48Z,2014-12-16T11:00:57Z,1612,byond500 compatible openss13,DM,https://github.com/mloc/openss13
149,UMcS,7,15,7,2,2013-03-24T21:15:35Z,2014-03-15T06:30:04Z,342114,"Urist McStation's /tg/ branch. This repo is no longer in use, Urist now runs a heavily modified Baystation 12 build. The new repo is https://github.com/UristMcStation/UristMcStation",DM,https://github.com/UristMcStation/UMcS
150,package,7,1,7,0,2025-01-09T19:30:49Z,2025-01-09T19:32:02Z,2,,DM,https://github.com/fuxrunternexmen/package
151,S.P.L.U.R.T-tg,7,59,7,62,2024-06-03T00:09:18Z,2025-03-28T08:28:39Z,3102314,"SPLURT but with tgcode, basically",DM,https://github.com/SPLURT-Station/S.P.L.U.R.T-tg
152,manifest,7,1,7,0,2025-01-13T19:22:58Z,2025-03-12T13:52:27Z,11,,DM,https://github.com/JanBielski/manifest
153,babelrc,7,1,7,0,2025-01-11T17:19:34Z,2025-01-11T17:21:16Z,2,,DM,https://github.com/OlhaMas/babelrc
154,requirements,7,1,7,0,2025-01-11T17:11:49Z,2025-01-11T17:13:36Z,2,,DM,https://github.com/dgjklh/requirements
