Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
46,SwiftSuspenders,279,89,279,10,2009-09-16T08:46:16Z,2013-03-22T00:52:32Z,3182,  NOTE: Find the offical repo at http://github.com/robotlegs/swiftsuspenders,ActionScript,https://github.com/tschneidereit/SwiftSuspenders
47,skyui,277,168,277,36,2012-06-28T22:06:34Z,2023-05-11T11:18:05Z,39938,SkyUI interface mod for Skyrim.,ActionScript,https://github.com/schlangster/skyui
48,as3-utils,272,58,272,3,2010-04-08T02:35:51Z,2013-06-04T01:12:41Z,5540,reusable package-level functions that solve common problems,ActionScript,https://github.com/as3/as3-utils
49,glassesfactory,270,25,270,0,2010-11-09T16:59:49Z,2016-08-07T10:39:48Z,145,俺々ライブラリ,ActionScript,https://github.com/glassesfactory/glassesfactory
50,BulkLoader,270,60,270,10,2010-10-14T19:21:22Z,2015-08-31T21:13:30Z,9717,A bulk loading library for Actionscript.,ActionScript,https://github.com/arthur-debert/BulkLoader
51,flexunit,269,91,269,2,2009-10-23T04:52:07Z,2014-01-16T19:35:45Z,60009,Open source repository for FlexUnit project for Actionscript 3 and Flex projects.,ActionScript,https://github.com/flexunit/flexunit
52,Flint,259,60,259,0,2010-08-30T18:26:15Z,2017-04-16T17:59:55Z,8910,Actionscript 3 Particle Engine for Flash and Flex,ActionScript,https://github.com/richardlord/Flint
53,SWFWire,254,94,254,21,2010-08-10T20:22:30Z,2018-09-10T06:08:34Z,15933,Flash Development Tools,ActionScript,https://github.com/magicalhobo/SWFWire
54,DragonBonesAS,253,117,253,18,2012-10-30T07:46:54Z,2017-08-30T09:09:03Z,4067,DragonBones ActionScript Runtime,ActionScript,https://github.com/DragonBones/DragonBonesAS
55,Flixel-Power-Tools,250,47,250,6,2011-05-06T10:21:22Z,2013-11-28T02:35:08Z,91189,The Flixel Power Tools are a set of plug-ins for Flixel 2.5+ to assist with your game development,ActionScript,https://github.com/photonstorm/Flixel-Power-Tools
56,AS3WebSocket,248,97,248,8,2011-03-27T22:20:04Z,2016-09-22T20:13:57Z,788,ActionScript 3 WebSocket client implementation for the final WebSocket Draft RFC6455,ActionScript,https://github.com/theturtle32/AS3WebSocket
57,as3httpclient,243,76,243,11,2008-05-13T20:37:54Z,2021-11-03T03:04:15Z,2271,HTTP Client for AS3,ActionScript,https://github.com/gabriel/as3httpclient
58,MMORPG,241,84,241,1,2017-08-17T14:28:30Z,2018-03-12T12:38:25Z,196336,MMORPG是一个可以用来学习ARPG核心战斗的项目（不再维护）。http://v.youku.com/v_show/id_XOTE5NDg1MTg0.html?firsttime=0,ActionScript,https://github.com/dianbaer/MMORPG
59,FlashWavRecorder,240,108,240,34,2010-12-29T21:20:03Z,2016-10-25T15:21:38Z,3273,Simple flash file for recording audio and saving as a WAV,ActionScript,https://github.com/michalstocki/FlashWavRecorder
60,Papervision3D,239,55,239,4,2009-10-14T01:37:13Z,2009-11-17T02:21:30Z,1061,A Real-Time 3D Engine for Flash Player 10,ActionScript,https://github.com/Papervision3D/Papervision3D
61,swiz-framework,225,42,225,18,2009-10-19T18:41:28Z,2013-06-19T04:19:12Z,4186,Swiz framework for AS3 and Flex,ActionScript,https://github.com/swiz/swiz-framework
62,FlashSocket.IO,211,74,211,13,2011-02-23T06:37:03Z,2016-09-22T20:16:49Z,7364,"Library to help Flash, Flex and ActionScript clients connect to Socket.IO servers.",ActionScript,https://github.com/simb/FlashSocket.IO
63,avmplus,210,71,210,7,2015-12-16T02:42:47Z,2019-10-02T23:38:19Z,17850,Source code for the Actionscript virtual machine,ActionScript,https://github.com/adobe/avmplus
64,ovmeet,209,109,209,1,2014-05-31T03:49:51Z,2025-03-02T07:14:45Z,9070,MCU融屏、指挥调度 、网页视频会议、视频会议、H5视频直播、WebRtc、RTMP、SIP、RTSP、白板、视频录制、视频通话、旁路直播、AR眼镜、执法记录仪、AR专家系统、AR远程协助、AR巡检、远程医疗、视频安全帽、机顶盒,ActionScript,https://github.com/ccallcn/ovmeet
65,glitch-avatars,209,100,209,1,2013-10-23T03:50:02Z,2013-12-03T01:51:08Z,508853,Art and source for Glitch's customizable avatars,ActionScript,https://github.com/tinyspeck/glitch-avatars
66,GrindPlayer,208,63,208,7,2013-02-25T10:34:31Z,2014-10-02T17:32:44Z,1366,"OSMF + Flex based flash video player, which provides most needed functionality in nowadays",ActionScript,https://github.com/kutu/GrindPlayer
67,Starling-Filters,207,52,207,0,2013-05-26T10:08:09Z,2017-12-12T17:18:45Z,871,A collection of filters for use with the Starling AS3 framework.,ActionScript,https://github.com/devon-o/Starling-Filters
68,Flashbang,205,55,205,14,2014-02-23T18:22:38Z,2015-04-19T11:07:27Z,77009,"Project ""Flashbang"" - An open-source Flash-security helper",ActionScript,https://github.com/cure53/Flashbang
69,flexlib,204,88,204,285,2011-06-18T12:29:16Z,2017-05-29T20:06:55Z,112650,Open Source Flex components library.,ActionScript,https://github.com/flex-users/flexlib
70,avmplus,199,91,199,1,2013-12-02T23:57:49Z,2013-12-03T00:05:33Z,15540,Source code for the Actionscript virtual machine ,ActionScript,https://github.com/adobe-flash/avmplus
71,grapefrukt-export,198,27,198,5,2011-03-08T11:02:14Z,2013-02-27T07:29:51Z,4512,a set of actionscript tools to export animations and graphic assets made in flash authoring to other formats.,ActionScript,https://github.com/grapefrukt/grapefrukt-export
72,kingdom,197,55,197,2,2013-09-22T21:09:05Z,2021-01-20T08:45:52Z,46186,A minimal game.,ActionScript,https://github.com/noio/kingdom
73,FileReader,191,61,191,32,2012-03-30T22:21:01Z,2014-04-15T09:17:31Z,194,A FileReader polyfill for Internet Explore and Safari using Flash,ActionScript,https://github.com/AVapps/FileReader
74,rtmp-streamer,186,53,186,13,2016-05-24T03:24:52Z,2018-02-09T08:24:33Z,282,浏览器RTMP推流SDK (A javascript rtmp streamer library),ActionScript,https://github.com/chxj1992/rtmp-streamer
75,WebViewANE,185,53,185,6,2017-01-05T19:05:47Z,2024-12-30T17:45:25Z,300719,"WebView Adobe Air Native Extension for macOS 10.10+, Windows Desktop, iOS 9.0+ and Android 19+. This ANE provides access to a more modern webview from AIR.",ActionScript,https://github.com/tuarua/WebViewANE
76,books,185,98,185,0,2012-09-14T03:44:44Z,2012-11-24T11:06:49Z,195253,books,ActionScript,https://github.com/zengfeng/books
77,fzip,183,62,183,5,2009-11-26T21:05:44Z,2010-11-06T00:11:41Z,321,"FZip is an Actionscript 3 class library to load, modify and create standard ZIP archives.",ActionScript,https://github.com/claus/fzip
78,osmf-hls-plugin,180,93,180,31,2013-04-08T07:24:41Z,2016-04-04T12:37:03Z,41528,OSMF HLS Plugin,ActionScript,https://github.com/denivip/osmf-hls-plugin
79,glitch-items,178,96,178,1,2013-11-15T20:02:30Z,2013-12-16T06:52:22Z,780241,"Items, Inhabitants, and other assorted things from www.glitchthegame.com",ActionScript,https://github.com/tinyspeck/glitch-items
80,hamcrest-as3,177,25,177,22,2008-12-18T11:02:44Z,2012-03-21T11:48:40Z,5180,"Port of hamcrest to ActionScript 3,  a library of matcher objects (also known as constraints or predicates) allowing 'match' rules to be defined declaratively, to be used in other frameworks. Typical scenarios include testing frameworks, mocking libraries and UI validation rules.",ActionScript,https://github.com/drewbourne/hamcrest-as3
81,glitch-client,177,95,177,0,2013-10-01T23:02:15Z,2014-01-22T02:12:05Z,14500,Source for the Flash-based Glitch client,ActionScript,https://github.com/tinyspeck/glitch-client
82,ArcusNode,174,36,174,10,2011-05-12T12:04:42Z,2017-07-08T01:07:49Z,274,A RTMFP Rendevouz Service For Peer Assisted Networking With Adobe Flash on Node JS,ActionScript,https://github.com/OpenRTMFP/ArcusNode
83,GPUImage,170,32,170,4,2012-05-21T07:15:01Z,2012-09-14T18:53:31Z,400,AS3 framework for GPU-based image processing,ActionScript,https://github.com/inspirit/GPUImage
84,promise-as3,167,53,167,15,2011-11-05T14:33:45Z,2015-10-04T23:01:13Z,6442,Promises/A+ compliant implementation in ActionScript 3.0,ActionScript,https://github.com/CC-Archived/promise-as3
85,Hungry-Hero,166,98,166,2,2012-10-27T06:35:05Z,2013-08-20T12:20:52Z,523,Hungry Hero is an open source Flash game built on Starling Framework.,ActionScript,https://github.com/hsharma-design/Hungry-Hero
86,DesignPanel,166,89,166,18,2012-10-30T07:47:45Z,2021-04-20T11:49:36Z,38168,DragonBones DesignPanel,ActionScript,https://github.com/DragonBones/DesignPanel
87,AutoAni,163,39,163,2,2018-09-08T03:24:52Z,2019-11-05T03:43:46Z,235532,免编译自适应 swf 可视化模版,ActionScript,https://github.com/LePtC/AutoAni
88,standingwave3,161,28,161,18,2009-12-15T22:36:19Z,2012-12-20T15:40:40Z,8823,Flash ActionScript3 dynamic audio library,ActionScript,https://github.com/maxl0rd/standingwave3
89,as3delaunay,156,104,156,3,2009-09-14T06:12:46Z,2015-06-26T21:57:19Z,351,Delaunay triangulation and Voronoi diagram for Flash (Flash Builder 4 project),ActionScript,https://github.com/nodename/as3delaunay
90,signals-extensions-CommandSignal,150,43,150,5,2010-01-18T03:35:10Z,2011-09-07T20:42:38Z,3119,Robotlegs extension to facilitate the use of AS3-Signals with Robotlegs commands,ActionScript,https://github.com/joelhooks/signals-extensions-CommandSignal
91,django-filebrowser-no-grappelli,149,114,149,26,2009-11-23T20:38:31Z,2021-05-04T07:37:24Z,1971,django-filebrowser for default Django admin site.  Based on https://github.com/sehmaschine/django-filebrowser v3.1 (before it was in git)  Consider using https://github.com/smacker/django-filebrowser-no-grappelli which is based on a newer version,ActionScript,https://github.com/wardi/django-filebrowser-no-grappelli
92,ElonaPlusCustom-GX,148,19,148,23,2021-07-31T22:56:32Z,2023-01-24T22:49:30Z,26936,Elona+ variant based on Custom-G,ActionScript,https://github.com/Ruin0x11/ElonaPlusCustom-GX
93,red-rogue,147,18,147,2,2010-05-07T22:22:52Z,2019-01-15T21:13:13Z,997199,flex roguelike,ActionScript,https://github.com/st33d/red-rogue
94,mockolate,145,25,145,27,2009-10-01T23:24:21Z,2012-07-18T02:16:19Z,11949,"fake chocolate, mock objects and test spies for AS3",ActionScript,https://github.com/drewbourne/mockolate
95,StarlingPunk,140,30,140,6,2012-06-26T16:51:10Z,2017-04-17T03:21:37Z,942,"StarlingPunk is a framework built on top the Starling library designed to add structure and organization to your 2D game projects. It’s perfect for rapidly prototyping ideas and promotes code reuse between projects.  As you may have been able to tell from the name, StarlingPunk is heavily inspired by the popular FlashPunk framework, although its not a direct port.",ActionScript,https://github.com/asaia/StarlingPunk
96,purePDF,140,62,140,9,2013-02-28T00:53:57Z,2019-04-29T09:11:40Z,15975,A complete actionscript PDF library,ActionScript,https://github.com/sephiroth74/purePDF
97,SoundAS,139,45,139,11,2013-04-22T05:20:48Z,2023-10-02T01:43:38Z,6662,A modern lightweight sound manager for AS3. ,ActionScript,https://github.com/treefortress/SoundAS
98,secure-swfupload,136,50,136,2,2013-06-19T22:56:07Z,2020-06-19T20:36:21Z,1838,"A fork of the long-abandoned SWFUpload project, maintained by WordPress and others to ensure that a secure version of SWFUpload exists. Report security vulnerabilities to swfupload-security@wordpress.org.",ActionScript,https://github.com/WordPress/secure-swfupload
99,arcgis-viewer-flex,134,151,134,0,2011-10-01T00:19:42Z,2014-11-25T19:06:55Z,9106,Source code for ArcGIS Viewer for Flex - a great application framework for web applications.,ActionScript,https://github.com/Esri/arcgis-viewer-flex
100,locomote-video-player,133,78,133,0,2014-05-28T07:31:49Z,2020-03-06T09:03:02Z,11746,Media Player in Adobe Flash with RTSP support. (THIS PROJECT IS NO LONGER MAINTAINED),ActionScript,https://github.com/AxisCommunications/locomote-video-player
101,destroytwitter,131,34,131,5,2011-07-17T00:16:02Z,2017-04-18T01:25:47Z,9275,"a lightweight, multi-platform Twitter client",ActionScript,https://github.com/destroytoday/destroytwitter
102,ABPlayer,131,32,131,1,2011-10-13T06:48:43Z,2014-11-26T17:23:30Z,232,A Flex based live comment displayer for online video comment sharing. 一个基于Flex的在线弹幕播放器。 ,ActionScript,https://github.com/jabbany/ABPlayer
103,Moonshine-IDE,130,15,130,300,2017-08-07T07:36:49Z,2025-01-14T09:53:48Z,1340400,"Moonshine is a free and open source middleweight IDE built with ActionScript 3 for ActionScript 3, Apache Flex®, Apache Royale™, and Feathers development, with Cloud and Desktop support.",ActionScript,https://github.com/Moonshine-IDE/Moonshine-IDE
104,actionjson,126,11,126,2,2010-10-30T20:04:50Z,2012-02-06T03:07:18Z,1205,"A faster, more advanced ActionScript 3 JSON library",ActionScript,https://github.com/mherkender/actionjson
105,starlingMVC,125,25,125,10,2012-06-12T18:29:05Z,2017-04-24T17:52:02Z,1994,IOC Framework for Starling based games,ActionScript,https://github.com/CreativeBottle/starlingMVC
106,graphicscorelib,125,54,125,5,2011-04-22T05:21:15Z,2017-05-11T09:04:49Z,210,"A Flash Platform SDK, a nice toolbox with libs for every ActionScript 3 developer.",ActionScript,https://github.com/thibaultimbert/graphicscorelib
107,HYPE_AS3,123,20,123,2,2009-10-14T16:30:21Z,2011-10-30T14:44:36Z,79843,the Hype Framework is a collaborative visual framework developed in FDT and AS3 by Branden Hall and Joshua Davis.,ActionScript,https://github.com/hype/HYPE_AS3
108,DocViewer,123,81,123,0,2011-10-13T08:35:47Z,2022-06-16T04:06:14Z,19805,一个文档在线阅读的JAVA企业级解决方案,ActionScript,https://github.com/icode/DocViewer
109,Ending,121,11,121,1,2013-07-21T18:06:50Z,2013-07-28T11:36:05Z,6544,Roguelike puzzle game,ActionScript,https://github.com/st33d/Ending
110,Citrus-Engine-Examples,120,147,120,2,2012-10-26T15:05:49Z,2016-03-20T20:04:51Z,78372,"Examples for the Citrus Engine, AS3 Game Engine",ActionScript,https://github.com/DaVikingCode/Citrus-Engine-Examples
111,Whack,120,48,120,2,2011-10-05T23:01:49Z,2012-06-05T20:43:10Z,7812,Whack Game Starling Project for Flash Player 11,ActionScript,https://github.com/byxb/Whack
112,redtamarin,119,23,119,89,2014-03-01T15:37:42Z,2016-02-26T18:20:46Z,55446,AS3 running on the command line / server side,ActionScript,https://github.com/Corsaair/redtamarin
113,leelib,119,40,119,3,2011-03-30T04:14:27Z,2011-04-04T13:54:22Z,1549,"Open-source AS3 library, including Flv Encoder",ActionScript,https://github.com/zeropointnine/leelib
114,actionscript3-tmbundle,118,43,118,17,2009-02-05T23:32:54Z,2020-05-28T11:20:42Z,2394,ActionScript 3 TextMate Bundle,ActionScript,https://github.com/simongregory/actionscript3-tmbundle
115,YCanvas,117,28,117,3,2012-01-02T13:17:39Z,2014-12-15T20:14:07Z,21195,YCanvas is an open source 2D tile renderer library written in ActionScript 3. It provides high performance solution for rendering world maps. The library also contains Stage3D (GPU) accelerated implementation based on Starling.,ActionScript,https://github.com/jozefchutka/YCanvas
116,AssetLoader,117,21,117,3,2010-05-30T01:19:53Z,2013-02-22T11:56:07Z,52662,Multi file/asset loader for AS3 built on AS3Signals.,ActionScript,https://github.com/Matan/AssetLoader
117,hemlock,116,4,116,1,2008-10-07T15:44:42Z,2021-08-05T09:37:39Z,16975,"A framework for building multi-user, real-time web applications with HTML, CSS, and JS.",ActionScript,https://github.com/mintdigital/hemlock
118,f4player,116,32,116,7,2011-11-10T12:13:17Z,2018-12-25T15:40:34Z,154,f4Player :: Open Source AS3 Flash Video Player,ActionScript,https://github.com/goker-dev/f4player
119,SiON,114,20,114,0,2013-01-20T13:46:42Z,2021-08-27T14:55:02Z,15235,Flash Software Synthesizer,ActionScript,https://github.com/keim/SiON
120,robotlegs-starling-plugin,113,33,113,6,2011-10-12T19:01:11Z,2013-01-04T02:36:59Z,2032,A Robotlegs plugin that adds some Robotlegs classes to support usage with the Starling framework.,ActionScript,https://github.com/s9tpepper/robotlegs-starling-plugin
121,M2D,111,6,111,1,2011-03-06T20:25:23Z,2011-09-23T16:25:16Z,5550,hardware accelerated 2D engine built on Molehill for flash,ActionScript,https://github.com/egreenfield/M2D
122,actionscript-oauth2,110,27,110,2,2011-12-15T01:40:35Z,2022-03-17T08:06:45Z,526,An ActionScript 3 library for interfacing with OAuth 2.0 services.,ActionScript,https://github.com/charlesbihis/actionscript-oauth2
123,arduino.js,110,27,110,0,2010-11-01T06:05:52Z,2010-11-10T02:46:17Z,826,"Experimental JavaScript-to-Arduino I/O. Implemented as a wrapper for the ""AS3Glue"" library (Rube Goldberg-esque stack: JavaScript <-> Flash <-> Socket/serial proxy <-> Arduino USB.) Next steps / fork ideas: NodeJS + WebSocket instead of socket proxy + Flash?",ActionScript,https://github.com/scottschiller/arduino.js
124,js-cover-flow,110,36,110,5,2012-11-10T10:15:32Z,2016-09-19T08:26:53Z,3345,A Cover Flow component made for the web,ActionScript,https://github.com/luwes/js-cover-flow
125,numeric-springing,108,10,108,0,2016-08-27T06:25:02Z,2020-04-18T19:20:48Z,1677,Precise & designer-friendly numeric springing algorithms,ActionScript,https://github.com/TheAllenChou/numeric-springing
126,Elastic-Lists,108,25,108,5,2010-03-10T14:40:00Z,2011-06-03T12:15:48Z,11706,"Elastic Lists are a fluid, rich interface for facet browsing. Apache licensed, AS3 project for use in Flash CS4 or Flex.",ActionScript,https://github.com/MoritzStefaner/Elastic-Lists
127,Ogmo-Editor-v1,107,21,107,0,2011-07-06T00:43:56Z,2011-07-06T01:15:24Z,117,Generic level and tilemap editor for indie game developers!,ActionScript,https://github.com/MaddyThorson/Ogmo-Editor-v1
128,clappr-rtmp-plugin,106,47,106,39,2015-01-05T21:01:08Z,2022-12-07T08:08:23Z,8125,📺 RTMP support for Clappr player.,ActionScript,https://github.com/video-dev/clappr-rtmp-plugin
129,OSFlashVideoPlayer,106,27,106,19,2009-12-19T23:28:52Z,2012-01-03T10:56:00Z,1210,"Open source flash video player

An embeddable ""all in one"" Player (FLV, F4V, MOV, MP4, vimeo and youtube).",ActionScript,https://github.com/FlashJunior/OSFlashVideoPlayer
