Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
52,diffview.nvim,4486,119,4486,96,2021-05-01T23:41:36Z,2024-08-02T16:45:51Z,1768,Single tabpage interface for easily cycling through diffs for all modified files for any git rev.,Lua,https://github.com/sindrets/diffview.nvim
53,indent-blankline.nvim,4475,109,4475,17,2020-04-11T13:55:29Z,2025-03-17T15:20:19Z,344,Indent guides  for Neovim,Lua,https://github.com/lukas-reineke/indent-blankline.nvim
54,neogit,4467,263,4467,117,2020-06-18T09:14:28Z,2025-03-14T21:11:09Z,4899,"An interactive and powerful Git interface for Neovim, inspired by Magit",Lua,https://github.com/NeogitOrg/neogit
55,neo-tree.nvim,4369,247,4369,194,2021-12-12T13:38:23Z,2025-03-27T20:14:09Z,1916,Neovim plugin to manage the file system and other tree like structures.,Lua,https://github.com/nvim-neo-tree/neo-tree.nvim
56,snacks.nvim,4350,194,4350,113,2024-11-02T22:24:00Z,2025-03-01T23:01:30Z,13918,🍿 A collection of QoL plugins for Neovim,Lua,https://github.com/folke/snacks.nvim
57,fast-neural-style,4316,817,4316,137,2016-10-04T03:44:11Z,2023-10-03T20:54:31Z,19096,Feedforward style transfer,Lua,https://github.com/jcjohnson/fast-neural-style
58,Comment.nvim,4210,161,4210,75,2021-10-02T10:22:43Z,2024-08-19T16:47:28Z,375,":brain: :muscle: // Smart and powerful comment plugin for neovim. Supports treesitter, dot repeat, left-right/up-down motions, hooks, and more",Lua,https://github.com/numToStr/Comment.nvim
59,CorsixTH,4134,371,4134,230,2013-08-25T18:16:56Z,2025-03-24T13:21:45Z,33506,Open source clone of Theme Hospital,Lua,https://github.com/CorsixTH/CorsixTH
60,ngx_lua_waf,3991,1454,3991,85,2013-03-23T10:15:27Z,2024-03-17T12:14:30Z,192,ngx_lua_waf是一个基于lua-nginx-module(openresty)的web应用防火墙,Lua,https://github.com/loveshell/ngx_lua_waf
61,lsp-zero.nvim,3972,98,3972,0,2022-02-20T02:19:37Z,2025-03-28T01:12:47Z,1011,A starting point to setup some lsp related features in neovim.,Lua,https://github.com/VonHeikemen/lsp-zero.nvim
62,ChatGPT.nvim,3923,329,3923,111,2022-12-10T17:27:28Z,2024-10-12T08:08:29Z,12043,ChatGPT Neovim Plugin: Effortless Natural Language Generation with OpenAI's ChatGPT API,Lua,https://github.com/jackMort/ChatGPT.nvim
63,ant,3891,398,3891,13,2018-01-19T03:02:36Z,2025-03-24T06:29:15Z,902773,Ant game engine,Lua,https://github.com/ejoy/ant
64,luvit,3884,377,3884,89,2011-09-10T22:54:00Z,2025-01-16T23:10:02Z,5638,Lua + libUV + jIT = pure awesomesauce,Lua,https://github.com/luvit/luvit
65,blink.cmp,3823,216,3823,86,2024-07-31T01:56:33Z,2025-03-28T14:51:52Z,2612,"Performant, batteries-included completion plugin for Neovim ",Lua,https://github.com/Saghen/blink.cmp
66,conform.nvim,3821,197,3821,59,2023-08-25T03:31:42Z,2025-03-20T15:33:29Z,943,Lightweight yet powerful formatter plugin for Neovim,Lua,https://github.com/stevearc/conform.nvim
67,nvim-config,3806,547,3806,8,2019-04-25T15:20:42Z,2025-03-26T21:34:04Z,4274,"A modern Neovim configuration with full battery for Python, Lua, C++, Markdown, LaTeX, and more...",Lua,https://github.com/jdhao/nvim-config
68,bufferline.nvim,3770,208,3770,66,2020-05-07T11:12:17Z,2025-01-14T16:03:57Z,4930,A snazzy bufferline for Neovim,Lua,https://github.com/akinsho/bufferline.nvim
69,LuaSnip,3760,249,3760,113,2021-03-19T13:27:06Z,2025-01-04T16:55:07Z,7809,Snippet Engine for Neovim written in Lua.,Lua,https://github.com/L3MON4D3/LuaSnip
70,fairseq-lua,3739,612,3739,16,2017-03-12T16:13:32Z,2021-09-17T09:21:31Z,2355,Facebook AI Research Sequence-to-Sequence Toolkit,Lua,https://github.com/facebookresearch/fairseq-lua
71,null-ls.nvim,3638,778,3638,92,2021-05-15T06:12:28Z,2023-10-03T08:04:11Z,2541,"Use Neovim as a language server to inject LSP diagnostics, code actions, and more via Lua.",Lua,https://github.com/jose-elias-alvarez/null-ls.nvim
72,lua-language-server,3631,345,3631,585,2018-09-07T06:50:17Z,2025-03-27T07:01:40Z,26015,A language server that offers Lua language support - programmed in Lua,Lua,https://github.com/LuaLS/lua-language-server
73,vim-be-good,3623,135,3623,48,2020-05-10T02:51:42Z,2024-12-05T02:01:17Z,353,vim-be-good is a nvim plugin designed to make you better at Vim Movements. ,Lua,https://github.com/ThePrimeagen/vim-be-good
74,init.lua,3619,640,3619,54,2022-12-12T03:22:32Z,2025-03-22T15:05:40Z,56,,Lua,https://github.com/ThePrimeagen/init.lua
75,openresty-best-practices,3613,874,3613,38,2015-04-29T01:57:13Z,2024-06-13T09:29:15Z,9004,,Lua,https://github.com/moonbingbing/openresty-best-practices
76,lspsaga.nvim,3591,290,3591,92,2020-12-16T00:36:44Z,2025-03-26T11:18:24Z,1456,improve neovim lsp experience,Lua,https://github.com/nvimdev/lspsaga.nvim
77,vulscan,3579,679,3579,7,2017-03-10T12:34:02Z,2024-09-11T04:12:49Z,14056,Advanced vulnerability scanning with Nmap NSE,Lua,https://github.com/scipag/vulscan
78,nvim-surround,3577,63,3577,9,2022-04-29T19:23:26Z,2025-03-22T05:44:53Z,347,Add/change/delete surrounding delimiter pairs with ease. Written with :heart: in Lua.,Lua,https://github.com/kylechui/nvim-surround
79,todo-comments.nvim,3551,101,3551,18,2021-05-10T19:38:20Z,2025-01-14T17:03:48Z,221,"✅  Highlight, list and search todo comments in your projects",Lua,https://github.com/folke/todo-comments.nvim
80,yoru,3530,208,3530,46,2022-02-21T11:09:22Z,2024-08-02T02:19:16Z,190340,A custom Linux environment built on AwesomeWM,Lua,https://github.com/raexera/yoru
81,nvim-autopairs,3514,126,3514,24,2021-01-10T02:11:54Z,2025-03-20T01:32:40Z,904,autopairs for neovim written in lua,Lua,https://github.com/windwp/nvim-autopairs
82,tarantool,3472,386,3472,1455,2010-09-15T07:59:26Z,2025-03-27T15:20:54Z,124718,Get your data in RAM. Get compute close to data. Enjoy the performance.,Lua,https://github.com/tarantool/tarantool
83,cdn-up-and-running,3456,222,3456,2,2021-12-23T15:01:15Z,2024-05-04T11:22:59Z,1595,"CDN Up and Running - Building a CDN from Scratch to Learn about CDN, Nginx, Lua, Prometheus, Grafana, Load balancing, and Containers.",Lua,https://github.com/leandromoreira/cdn-up-and-running
84,nightfox.nvim,3425,159,3425,32,2021-07-20T23:19:53Z,2025-02-09T17:21:50Z,1562,"🦊A highly customizable theme for vim and neovim with support for lsp, treesitter and a variety of plugins.",Lua,https://github.com/EdenEast/nightfox.nvim
85,luarocks,3423,447,3423,205,2010-03-20T18:23:35Z,2025-03-23T21:03:35Z,267461,LuaRocks is the package manager for the Lua programming language.,Lua,https://github.com/luarocks/luarocks
86,dev-environment-files,3410,839,3410,40,2022-10-01T17:45:16Z,2024-08-21T08:39:12Z,10836,,Lua,https://github.com/josean-dev/dev-environment-files
87,nmap-vulners,3289,552,3289,19,2017-12-19T21:21:28Z,2024-04-03T11:53:29Z,1821,NSE script based on Vulners.com API,Lua,https://github.com/vulnersCom/nmap-vulners
88,moonscript,3281,193,3281,192,2011-05-23T07:50:24Z,2025-02-27T19:30:58Z,3079,:crescent_moon: A language that compiles to Lua,Lua,https://github.com/leafo/moonscript
89,orgmode,3273,156,3273,98,2021-05-13T19:41:59Z,2025-03-27T09:34:16Z,2292,Orgmode clone written in Lua for Neovim 0.10.0+.,Lua,https://github.com/nvim-orgmode/orgmode
90,rime,3271,293,3271,44,2020-04-07T13:46:11Z,2024-06-03T06:48:59Z,391437,Rime Squirrel 鼠须管配置文件（朙月拼音、小鹤双拼、自然码双拼）,Lua,https://github.com/ssnhd/rime
91,nvim-notify,3254,86,3254,63,2021-07-30T23:19:09Z,2025-01-20T20:32:54Z,247,"A fancy, configurable, notification manager for NeoVim",Lua,https://github.com/rcarriga/nvim-notify
92,copilot.lua,3190,111,3190,44,2022-04-02T21:07:51Z,2025-03-28T00:14:55Z,29238,Fully featured & enhanced replacement for copilot.vim complete with API for interacting with Github Copilot,Lua,https://github.com/zbirenbaum/copilot.lua
93,docker-jitsi-meet,3189,1410,3189,274,2018-07-17T09:23:37Z,2025-03-25T16:29:05Z,1776,Jitsi Meet on Docker,Lua,https://github.com/jitsi/docker-jitsi-meet
94,mason-lspconfig.nvim,3178,200,3178,76,2022-07-21T11:57:05Z,2025-02-19T13:53:08Z,484,Extension to mason.nvim that makes it easier to use lspconfig with mason.nvim.,Lua,https://github.com/williamboman/mason-lspconfig.nvim
95,articles,3167,732,3167,4,2016-03-31T05:45:09Z,2022-04-25T00:46:45Z,93,🔖My Learning Notes and Memories - 分享我的学习片段和与你的回忆,Lua,https://github.com/Wscats/articles
96,refactoring.nvim,3139,91,3139,16,2021-07-20T15:15:36Z,2025-03-27T17:53:25Z,1448,The Refactoring library based off the Refactoring book by Martin Fowler,Lua,https://github.com/ThePrimeagen/refactoring.nvim
97,fzf-lua,3119,185,3119,9,2021-07-11T03:16:56Z,2025-03-28T01:27:07Z,3121,Improved fzf.vim written in lua,Lua,https://github.com/ibhagwan/fzf-lua
98,awesome-copycats,3116,520,3116,1,2013-03-15T13:10:49Z,2024-11-03T17:40:31Z,67145,Awesome WM themes,Lua,https://github.com/lcpz/awesome-copycats
99,deepmask,3114,506,3114,48,2016-06-22T08:37:18Z,2019-01-16T17:21:51Z,1087,Torch implementation of DeepMask and SharpMask,Lua,https://github.com/facebookresearch/deepmask
100,oh-my-rime,3103,208,3103,7,2023-03-19T03:10:25Z,2025-03-26T15:18:01Z,239172,The Simple Config Template Of Rime By Mintimate.  QQ Chat-Group: 703260572,Lua,https://github.com/Mintimate/oh-my-rime
101,nvimdots,3069,459,3069,15,2021-06-19T04:03:23Z,2025-03-28T07:32:51Z,16111,A well configured and structured Neovim.,Lua,https://github.com/ayamir/nvimdots
102,z.lua,3058,143,3058,65,2018-03-21T12:04:38Z,2025-02-20T16:55:49Z,1158,:zap: A new cd command that helps you navigate faster by learning your habits.,Lua,https://github.com/skywind3000/z.lua
103,plenary.nvim,3013,296,3013,145,2020-04-11T00:57:00Z,2025-02-11T21:56:56Z,11769,plenary: full; complete; entire; absolute; unqualified. All the lua functions I don't want to write twice.,Lua,https://github.com/nvim-lua/plenary.nvim
104,snabb,2987,298,2987,204,2012-07-02T09:06:38Z,2024-08-30T12:10:23Z,37446,Snabb: Simple and fast packet networking,Lua,https://github.com/snabbco/snabb
105,eggs,2973,2315,2973,119,2018-02-12T02:28:01Z,2024-05-10T19:22:36Z,51561,Service eggs for the pterodactyl panel,Lua,https://github.com/pelican-eggs/eggs
106,flash.nvim,2964,42,2964,18,2023-06-08T07:32:45Z,2025-02-14T08:07:16Z,665,"Navigate your code with search labels, enhanced character motions and Treesitter integration",Lua,https://github.com/folke/flash.nvim
107,codecompanion.nvim,2947,176,2947,2,2023-12-27T17:32:51Z,2025-03-27T18:17:46Z,3695,"✨ AI-powered coding, seamlessly in Neovim",Lua,https://github.com/olimorris/codecompanion.nvim
108,nvim-dap-ui,2909,106,2909,98,2021-03-18T09:25:56Z,2025-01-23T17:41:10Z,654,A UI for nvim-dap,Lua,https://github.com/rcarriga/nvim-dap-ui
109,none-ls.nvim,2859,91,2859,10,2023-08-30T06:45:33Z,2025-03-02T17:57:31Z,2921,"null-ls.nvim reloaded / Use Neovim as a language server to inject LSP diagnostics, code actions, and more via Lua.",Lua,https://github.com/nvimtools/none-ls.nvim
110,dotfiles,2811,365,2811,1,2012-04-12T04:21:16Z,2025-03-26T23:44:21Z,43766,"vim, zsh, git, homebrew, neovim - my whole world",Lua,https://github.com/nicknisi/dotfiles
111,command-t,2754,317,2754,5,2010-03-08T22:11:39Z,2025-03-16T09:47:10Z,27077,⌨️ Fast file navigation for Neovim and Vim,Lua,https://github.com/wincent/command-t
112,ZeroBraneStudio,2671,519,2671,103,2011-12-05T00:52:11Z,2024-05-19T22:43:13Z,146334,"Lightweight Lua-based IDE for Lua with code completion, syntax highlighting, live coding, remote debugger, and code analyzer; supports Lua 5.1, 5.2, 5.3, 5.4, LuaJIT and other Lua interpreters on Windows, macOS, and Linux",Lua,https://github.com/pkulchenko/ZeroBraneStudio
113,neotest,2627,129,2627,84,2022-01-02T23:08:55Z,2025-02-25T14:40:44Z,734,An extensible framework for interacting with tests within NeoVim.,Lua,https://github.com/nvim-neotest/neotest
114,octo.nvim,2619,160,2619,157,2020-09-26T21:32:31Z,2025-03-28T07:13:15Z,2436,Edit and review GitHub issues and pull requests from the comfort of your favorite editor,Lua,https://github.com/pwntester/octo.nvim
115,the-glorious-dotfiles,2589,143,2589,10,2019-09-27T03:02:04Z,2023-02-22T20:45:43Z,11875,A glorified personal dot files,Lua,https://github.com/eromatiya/the-glorious-dotfiles
116,neovim,2548,158,2548,2,2021-05-18T16:16:46Z,2025-03-12T02:25:26Z,8277,Soho vibes for Neovim,Lua,https://github.com/rose-pine/neovim
117,dashboard-nvim,2545,194,2545,68,2020-06-07T07:00:58Z,2025-01-22T08:01:28Z,404,vim dashboard,Lua,https://github.com/nvimdev/dashboard-nvim
118,nvim-ufo,2545,55,2545,34,2022-06-01T06:48:45Z,2025-02-14T16:47:22Z,356,"Not UFO in the sky, but an ultra fold in Neovim.",Lua,https://github.com/kevinhwang91/nvim-ufo
119,markview.nvim,2519,57,2519,0,2024-06-25T14:18:39Z,2025-03-28T08:22:23Z,90704,"A hackable markdown, Typst, latex, html(inline) & YAML previewer for Neovim",Lua,https://github.com/OXY2DEV/markview.nvim
120,torch-rnn,2518,508,2518,111,2016-02-14T06:14:36Z,2022-06-21T21:10:11Z,850,"Efficient, reusable RNNs and LSTMs for torch",Lua,https://github.com/jcjohnson/torch-rnn
121,render-markdown.nvim,2504,51,2504,0,2024-03-18T04:13:43Z,2025-03-28T04:27:28Z,18023,Plugin to improve viewing Markdown files in Neovim,Lua,https://github.com/MeanderingProgrammer/render-markdown.nvim
122,hop.nvim,2493,139,2493,77,2021-02-07T17:47:54Z,2023-09-12T07:51:51Z,3295,Neovim motions on speed!,Lua,https://github.com/hadronized/hop.nvim
123,CopilotChat.nvim,2457,115,2457,18,2023-12-12T00:59:30Z,2025-03-26T16:43:52Z,1472,Chat with GitHub Copilot in Neovim,Lua,https://github.com/CopilotC-Nvim/CopilotChat.nvim
124,barbar.nvim,2456,84,2456,20,2020-10-22T10:32:07Z,2025-02-12T22:05:50Z,6259,The neovim tabline plugin.,Lua,https://github.com/romgrk/barbar.nvim
125,nvim-colorizer.lua,2435,115,2435,63,2019-10-17T23:36:03Z,2024-07-03T14:38:07Z,62,The fastest Neovim colorizer.,Lua,https://github.com/norcalli/nvim-colorizer.lua
126,neuralart,2401,351,2401,6,2015-08-31T02:25:15Z,2017-03-05T18:08:54Z,27831,An implementation of the paper 'A Neural Algorithm of Artistic Style'.,Lua,https://github.com/kaishengtai/neuralart
127,OpenNMT,2395,464,2395,46,2016-10-24T16:09:20Z,2020-02-19T16:08:46Z,27014,Open Source Neural Machine Translation in Torch (deprecated),Lua,https://github.com/OpenNMT/OpenNMT
128,go.nvim,2326,138,2326,97,2021-03-10T10:23:02Z,2025-03-25T06:07:13Z,1360,"G'day Nvimer, Joyful Gopher: Discover the Feature-Rich Go Plugin for Neovim",Lua,https://github.com/ray-x/go.nvim
129,fb.resnet.torch,2316,665,2316,60,2016-01-12T20:29:16Z,2022-08-24T15:23:59Z,100,Torch implementation of ResNet from http://arxiv.org/abs/1512.03385 and training scripts,Lua,https://github.com/facebookarchive/fb.resnet.torch
130,orange,2311,576,2311,77,2016-03-19T13:19:41Z,2023-08-25T07:34:51Z,3011,OpenResty/Nginx Gateway for API Monitoring and Management.,Lua,https://github.com/orlabs/orange
131,vim-illuminate,2306,58,2306,2,2018-07-28T03:41:48Z,2025-02-26T03:24:07Z,154,"illuminate.vim - (Neo)Vim plugin for automatically highlighting other uses of the word under the cursor using either LSP, Tree-sitter, or regex matching.",Lua,https://github.com/RRethy/vim-illuminate
132,tl,2303,118,2303,98,2019-02-02T09:23:42Z,2025-03-08T19:58:59Z,5803,"The compiler for Teal, a typed dialect of Lua",Lua,https://github.com/teal-language/tl
133,friendly-snippets,2301,498,2301,42,2021-03-27T14:00:18Z,2024-12-02T03:16:31Z,7023,Set of preconfigured snippets for different languages. ,Lua,https://github.com/rafamadriz/friendly-snippets
134,nvim-web-devicons,2300,196,2300,16,2020-05-29T13:37:01Z,2025-03-17T12:48:42Z,532,Provides Nerd Font icons (glyphs) for use by neovim plugins,Lua,https://github.com/nvim-tree/nvim-web-devicons
135,nvim-lint,2255,236,2255,30,2021-02-14T11:18:45Z,2025-03-26T15:31:28Z,520,An asynchronous linter plugin for Neovim complementary to the built-in Language Server Protocol support.,Lua,https://github.com/mfussenegger/nvim-lint
136,github-nvim-theme,2237,108,2237,23,2021-06-21T05:37:41Z,2024-12-31T10:32:01Z,914,GitHub's Neovim themes ,Lua,https://github.com/projekt0n/github-nvim-theme
137,Algorithm-Implementations,2194,530,2194,11,2013-12-24T00:39:48Z,2021-12-05T06:51:59Z,1299,"Share, discuss and learn about algorithm implementations!",Lua,https://github.com/kennyledet/Algorithm-Implementations
