Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
22,GOAD,6210,858,6210,75,2021-09-27T08:48:33Z,2025-03-10T21:25:49Z,25128,game of active directory,PowerShell,https://github.com/Orange-Cyberdefense/GOAD
23,Debloat-Windows-10,6153,842,6153,43,2015-08-03T22:16:34Z,2024-11-04T18:26:57Z,288,A Collection of Scripts Which Disable / Remove Windows 10 Features and Apps,PowerShell,https://github.com/W4RH4WK/Debloat-Windows-10
24,K8tools,5949,2068,5949,5,2019-02-23T14:04:52Z,2025-01-25T06:32:52Z,623500,K8工具合集(内网渗透/提权工具/远程溢出/漏洞利用/扫描工具/密码破解/免杀工具/Exploit/APT/0day/Shellcode/Payload/priviledge/BypassUAC/OverFlow/WebShell/PenTest) Web GetShell Exploit(Struts2/Zimbra/Weblogic/Tomcat/Apache/Jboss/DotNetNuke/zabbix),PowerShell,https://github.com/k8gege/K8tools
25,Win-Debloat-Tools,5849,283,5849,20,2020-08-26T13:32:48Z,2025-03-17T14:04:43Z,49013,"Re-imagining Windows like a minimal OS install, already debloated with minimal impact for most functionality.",PowerShell,https://github.com/LeDragoX/Win-Debloat-Tools
26,Flipper-Zero-BadUSB,5816,734,5816,54,2022-05-25T02:30:26Z,2024-06-15T09:43:09Z,25917,Repository for my flipper zero badUSB payloads. Now almost entirely plug and play.,PowerShell,https://github.com/I-Am-Jakoby/Flipper-Zero-BadUSB
27,oh-my-posh2,5194,284,5194,0,2016-03-18T19:22:41Z,2021-02-16T07:48:59Z,541,A prompt theming engine for Powershell,PowerShell,https://github.com/JanDeDobbeleer/oh-my-posh2
28,awesome-powershell,5023,430,5023,12,2015-05-28T12:10:06Z,2024-04-25T12:16:52Z,245,A curated list of delightful PowerShell modules and resources,PowerShell,https://github.com/janikvonrotz/awesome-powershell
29,k8s-for-docker-desktop,5015,1126,5015,47,2018-03-04T12:18:16Z,2025-03-07T07:13:27Z,2689,为Docker Desktop for Mac/Windows开启Kubernetes和Istio。,PowerShell,https://github.com/denverdino/k8s-for-docker-desktop
30,Easy-GPU-PV,4736,485,4736,243,2021-06-22T22:22:21Z,2024-06-22T08:22:34Z,144,A Project dedicated to making GPU Partitioning on Windows easier!,PowerShell,https://github.com/jamesstringerparsec/Easy-GPU-PV
31,Win10-Initial-Setup-Script,4694,1080,4694,37,2016-01-16T18:25:27Z,2021-05-28T08:15:14Z,966,PowerShell script for automation of routine tasks done after fresh installations of Windows 10 / Server 2016 / Server 2019,PowerShell,https://github.com/Disassembler0/Win10-Initial-Setup-Script
32,usbrubberducky-payloads,4644,1447,4644,40,2021-07-13T22:03:56Z,2025-03-18T18:09:35Z,58979,The Official USB Rubber Ducky Payload Repository,PowerShell,https://github.com/hak5/usbrubberducky-payloads
33,machinelearning-samples,4575,2690,4575,210,2018-05-25T18:43:54Z,2024-07-27T09:39:50Z,2069455,"Samples for ML.NET, an open source and cross-platform machine learning framework for .NET.",PowerShell,https://github.com/dotnet/machinelearning-samples
34,UnattendedWinstall,4573,484,4573,53,2024-06-13T10:15:05Z,2024-12-05T11:39:14Z,231,Personalized Unattended Answer Files that helps automatically debloat and customize Windows 10 & 11 during the installation process.,PowerShell,https://github.com/memstechtips/UnattendedWinstall
35,RedTeaming-Tactics-and-Techniques,4203,1070,4203,20,2019-03-02T13:33:33Z,2024-08-22T07:17:31Z,360619,Red Teaming Tactics and Techniques,PowerShell,https://github.com/mantvydasb/RedTeaming-Tactics-and-Techniques
36,Invoke-Obfuscation,3902,777,3902,13,2016-09-25T03:38:02Z,2023-08-10T23:49:06Z,480,PowerShell Obfuscator,PowerShell,https://github.com/danielbohannon/Invoke-Obfuscation
37,AZ-104-MicrosoftAzureAdministrator,3828,4138,3828,0,2020-01-29T14:53:07Z,2025-03-28T13:13:53Z,18831,AZ-104 Microsoft Azure Administrator,PowerShell,https://github.com/MicrosoftLearning/AZ-104-MicrosoftAzureAdministrator
38,win10script,3505,1044,3505,121,2020-07-23T16:57:26Z,2022-06-24T03:57:47Z,384,This is the Ultimate Windows 10 Script from a creation from multiple debloat scripts and gists from github. ,PowerShell,https://github.com/ChrisTitusTech/win10script
39,WinPwn,3452,535,3452,2,2018-03-07T12:51:25Z,2024-11-26T07:50:22Z,435724,Automation for internal Windows Penetrationtest / AD-Security,PowerShell,https://github.com/S3cur3Th1sSh1t/WinPwn
40,svg-explorer-extension,3350,196,3350,51,2017-07-21T18:28:45Z,2020-06-01T14:47:56Z,2333,"Extension module for Windows Explorer to render SVG thumbnails, so that you can have an overview of your SVG files",PowerShell,https://github.com/tibold/svg-explorer-extension
41,PrivescCheck,3162,450,3162,1,2020-01-16T12:28:10Z,2025-03-05T14:44:17Z,6971,Privilege Escalation Enumeration Script for Windows,PowerShell,https://github.com/itm4n/PrivescCheck
42,Pester,3157,476,3157,152,2011-01-02T03:33:19Z,2025-02-22T20:10:21Z,22644,Pester is the ubiquitous test and mock framework for PowerShell.,PowerShell,https://github.com/pester/Pester
43,OSCP,3134,663,3134,0,2021-10-22T09:36:48Z,2025-03-24T17:01:24Z,5006,OSCP Cheat Sheet,PowerShell,https://github.com/0xsyr0/OSCP
44,MailSniper,3030,577,3030,20,2016-09-08T00:36:51Z,2024-08-07T18:11:58Z,3677,"MailSniper is a penetration testing tool for searching through email in a Microsoft Exchange environment for specific terms (passwords, insider intel, network architecture information, etc.). It can be used as a non-administrative user to search their own email, or by an administrator to search the mailboxes of every user in a domain.",PowerShell,https://github.com/dafthack/MailSniper
45,Thanos.sh,2935,287,2935,46,2018-08-20T02:35:07Z,2022-06-27T09:16:53Z,27,"if you are Thanos(root), this command could delete half your files randomly",PowerShell,https://github.com/hotvulcan/Thanos.sh
46,chocolatey,2804,340,2804,164,2011-05-11T18:22:52Z,2017-03-03T15:02:50Z,22803,"[DEPRECATED - https://github.com/chocolatey/choco] Chocolatey NuGet - Like apt-get, but for windows.",PowerShell,https://github.com/chocolatey-archive/chocolatey
47,sysmon-modular,2745,611,2745,52,2018-01-13T21:20:59Z,2024-08-21T12:08:06Z,4910,A repository of sysmon configuration modules,PowerShell,https://github.com/olafhartong/sysmon-modular
48,bashbunny-payloads,2734,1472,2734,134,2017-01-04T19:27:33Z,2025-02-16T21:56:37Z,69651,The Official Bash Bunny Payload Repository,PowerShell,https://github.com/hak5/bashbunny-payloads
49,PowerShell,2688,724,2688,19,2013-12-29T21:22:25Z,2024-06-12T21:55:16Z,1372,"PowerShell functions and scripts (Azure, Active Directory, SCCM, SCSM, Exchange, O365, ...)",PowerShell,https://github.com/lazywinadmin/PowerShell
50,Penetration-Testing-Tools,2669,523,2669,3,2018-02-02T21:24:03Z,2023-06-27T19:16:49Z,17555,"A collection of more than 170+ tools, scripts, cheatsheets and other loots that I've developed over years for Red Teaming/Pentesting/IT Security audits purposes.",PowerShell,https://github.com/mgeeky/Penetration-Testing-Tools
51,PowerShell-Suite,2651,766,2651,8,2015-12-11T13:14:41Z,2021-11-19T12:18:24Z,6081,My musings with PowerShell,PowerShell,https://github.com/FuzzySecurity/PowerShell-Suite
52,Terminal-Icons,2623,115,2623,60,2019-04-06T21:39:51Z,2024-08-06T15:47:02Z,982,A PowerShell module to show file and folder icons in the terminal,PowerShell,https://github.com/devblackops/Terminal-Icons
53,PowerShell,2591,467,2591,1,2020-04-30T15:49:26Z,2025-03-28T07:25:33Z,40489,"500+ free PowerShell scripts (.ps1) for Linux, Mac OS, and Windows.",PowerShell,https://github.com/fleschutz/PowerShell
54,ImportExcel,2554,411,2554,84,2015-03-27T18:01:13Z,2024-10-21T23:44:41Z,77511,"PowerShell module to import/export Excel spreadsheets, without Excel",PowerShell,https://github.com/dfinke/ImportExcel
55,Active-Directory-Exploitation-Cheat-Sheet,2553,516,2553,3,2020-05-28T21:19:37Z,2022-12-08T11:53:00Z,185449,A cheat sheet that contains common enumeration and attack methods for Windows Active Directory.,PowerShell,https://github.com/Integration-IT/Active-Directory-Exploitation-Cheat-Sheet
56,PowerUpSQL,2552,470,2552,24,2016-06-22T01:22:39Z,2024-12-12T18:09:39Z,21697,PowerUpSQL: A PowerShell Toolkit for Attacking SQL Server,PowerShell,https://github.com/NetSPI/PowerUpSQL
57,dbatools,2539,821,2539,268,2015-02-02T23:50:31Z,2025-03-26T11:51:28Z,72671,"🚀 SQL Server automation and instance migrations have never been safer, faster or freer",PowerShell,https://github.com/dataplat/dbatools
58,Fido,2507,237,2507,1,2019-01-11T23:28:48Z,2024-11-24T22:27:29Z,334,A PowerShell script to download Windows or UEFI Shell ISOs,PowerShell,https://github.com/pbatard/Fido
59,windows_hardening,2436,326,2436,13,2017-10-23T05:29:04Z,2025-03-17T17:12:45Z,1915,HardeningKitty and Windows Hardening Settings,PowerShell,https://github.com/0x6d69636b/windows_hardening
60,AzureAD-Attack-Defense,2269,335,2269,8,2020-10-29T06:17:12Z,2025-02-17T06:18:37Z,43988,This publication is a collection of various common attack scenarios on Microsoft Entra ID (formerly known as Azure Active Directory) and how they can be mitigated or detected.,PowerShell,https://github.com/Cloud-Architekt/AzureAD-Attack-Defense
61,DeepBlueCLI,2256,363,2256,14,2016-09-20T16:06:06Z,2023-10-14T17:06:57Z,5939,,PowerShell,https://github.com/sans-blue-team/DeepBlueCLI
62,sRDI,2251,469,2251,15,2017-07-28T19:30:53Z,2023-11-15T10:53:00Z,424,Shellcode implementation of Reflective DLL Injection. Convert DLLs to position independent shellcode,PowerShell,https://github.com/monoxgas/sRDI
63,powercat,2213,482,2213,12,2014-08-21T14:38:46Z,2024-03-05T18:05:07Z,59,netshell features all in version 2 powershell,PowerShell,https://github.com/besimorhino/powercat
64,PowerRemoteDesktop,2202,256,2202,10,2022-01-07T14:20:56Z,2024-08-01T14:19:19Z,24659,Remote Desktop entirely coded in PowerShell.,PowerShell,https://github.com/PhrozenIO/PowerRemoteDesktop
65,Invoke-PSImage,2180,399,2180,7,2017-12-17T18:41:44Z,2019-09-23T15:17:03Z,645,Encodes a PowerShell script in the pixels of a PNG file and generates a oneliner to execute,PowerShell,https://github.com/peewpw/Invoke-PSImage
66,Winhance,2170,104,2170,83,2025-01-13T13:20:05Z,2025-03-14T11:55:41Z,128,PowerShell GUI application designed to optimize and customize your Windows experience.,PowerShell,https://github.com/memstechtips/Winhance
67,MicroBurst,2120,316,2120,3,2018-07-16T16:47:20Z,2025-03-19T17:07:24Z,487,A collection of scripts for assessing Microsoft Azure security,PowerShell,https://github.com/NetSPI/MicroBurst
68,PowerShell-Docs,2115,1603,2115,25,2015-10-16T21:28:16Z,2025-03-27T22:01:16Z,97953,The official PowerShell documentation sources,PowerShell,https://github.com/MicrosoftDocs/PowerShell-Docs
69,BadBlood,2110,282,2110,9,2020-01-16T16:08:54Z,2023-06-07T17:14:17Z,666,"BadBlood by @davidprowe, Secframe.com, fills a Microsoft Active Directory Domain with a structure and thousands of objects. The output of the tool is a domain similar to a domain in the real world.  After BadBlood is ran on a domain, security analysts and engineers can practice using tools to gain an understanding and prescribe to securing Active Directory. Each time this tool runs, it produces different results.  The domain, users, groups, computers and permissions are different. Every. Single. Time.",PowerShell,https://github.com/davidprowe/BadBlood
70,PowerTools,2098,814,2098,7,2014-03-06T14:49:51Z,2021-12-28T21:00:42Z,23293,PowerTools is a collection of PowerShell projects with a focus on offensive operations.,PowerShell,https://github.com/PowerShellEmpire/PowerTools
71,vulnerable-AD,2095,409,2095,11,2020-06-19T09:30:18Z,2024-04-12T18:06:21Z,31,Create a vulnerable active directory that's allowing you to test most of the active directory attacks in a local lab ,PowerShell,https://github.com/safebuffer/vulnerable-AD
72,AutomatedLab,2071,370,2071,43,2016-08-23T00:08:15Z,2025-03-25T17:17:59Z,39402,"AutomatedLab is a provisioning solution and framework that lets you deploy complex labs on HyperV and Azure with simple PowerShell scripts. It supports all Windows operating systems from 2008 R2 to 2022, some Linux distributions and various products like AD, Exchange, PKI, IIS, etc.",PowerShell,https://github.com/AutomatedLab/AutomatedLab
73,ScubaGear,2019,274,2019,230,2022-07-21T16:46:41Z,2025-03-28T02:48:15Z,31921,Automation to assess the state of your M365 tenant against CISA's baselines,PowerShell,https://github.com/cisagov/ScubaGear
74,PersistenceSniper,1972,199,1972,7,2022-07-20T07:19:16Z,2024-12-11T16:45:04Z,2515,"Powershell module that can be used by Blue Teams, Incident Responders and System Administrators to hunt persistences implanted in Windows machines. Official Twitter/X account @PersistSniper. Made with ❤️ by @last0x00 and @dottor_morte",PowerShell,https://github.com/last-byte/PersistenceSniper
75,UltimateAppLockerByPassList,1964,361,1964,10,2017-07-11T20:36:42Z,2023-09-11T20:43:25Z,695,The goal of this repository is to document the most common techniques to bypass AppLocker. ,PowerShell,https://github.com/api0cradle/UltimateAppLockerByPassList
76,Fast-Kubernetes,1936,575,1936,0,2021-12-14T09:30:14Z,2025-03-26T01:14:11Z,549,"This repo covers Kubernetes with LABs: Kubectl, Pod, Deployment, Service, PV, PVC, Rollout, Multicontainer, Daemonset, Taint-Toleration, Job, Ingress, Kubeadm, Helm, etc.",PowerShell,https://github.com/omerbsezer/Fast-Kubernetes
77,Sherlock,1932,424,1932,3,2017-04-02T16:01:53Z,2018-10-10T09:10:45Z,32,PowerShell script to quickly find missing software patches for local privilege escalation vulnerabilities.,PowerShell,https://github.com/rasta-mouse/Sherlock
78,PoshC2,1893,337,1893,25,2018-07-23T08:53:32Z,2025-03-06T11:10:20Z,120154,A proxy aware C2 framework used to aid red teamers with post-exploitation and lateral movement.,PowerShell,https://github.com/nettitude/PoshC2
79,Extras,1876,1436,1876,755,2013-08-06T03:27:50Z,2025-03-28T12:31:43Z,53481,📦 The Extras bucket for Scoop.,PowerShell,https://github.com/ScoopInstaller/Extras
80,DomainPasswordSpray,1858,383,1858,20,2016-10-04T23:37:37Z,2024-07-11T18:18:57Z,66,DomainPasswordSpray is a tool written in PowerShell to perform a password spray attack against users of a domain. By default it will automatically generate the userlist from the domain. BE VERY CAREFUL NOT TO LOCKOUT ACCOUNTS!,PowerShell,https://github.com/dafthack/DomainPasswordSpray
81,mimikittenz,1840,334,1840,9,2016-07-04T13:57:18Z,2024-06-28T11:10:03Z,11,A post-exploitation powershell tool for extracting juicy info from memory.,PowerShell,https://github.com/orlyjamie/mimikittenz
82,Windows-Super-God-Mode,1839,127,1839,2,2024-08-14T17:51:35Z,2024-09-14T17:58:07Z,385,Creates shortcuts to virtually every special location or action built into Windows,PowerShell,https://github.com/ThioJoe/Windows-Super-God-Mode
83,Virtualization-Documentation,1833,1537,1833,68,2015-07-27T17:17:39Z,2025-03-25T16:39:29Z,100772,"Place to store our documentation, code samples, etc for public consumption.",PowerShell,https://github.com/MicrosoftDocs/Virtualization-Documentation
84,bloatbox,1827,111,1827,23,2020-07-20T17:37:19Z,2024-02-07T12:38:48Z,2908,☑️🌠 Remove Bloatwares from Windows 10,PowerShell,https://github.com/builtbybel/bloatbox
85,A1111-Web-UI-Installer,1825,211,1825,0,2022-10-14T17:06:54Z,2023-08-22T00:30:52Z,9749,Complete installer for Automatic1111's infamous Stable Diffusion WebUI,PowerShell,https://github.com/EmpireMediaScience/A1111-Web-UI-Installer
86,Enterprise-Scale,1785,1003,1785,97,2020-05-15T21:36:46Z,2025-03-26T14:40:39Z,112845,"The Azure Landing Zones (Enterprise-Scale) architecture provides prescriptive guidance coupled with Azure best practices, and it follows design principles across the critical design areas for organizations to define their Azure architecture",PowerShell,https://github.com/Azure/Enterprise-Scale
87,windows-dev-box-setup-scripts,1779,396,1779,31,2018-04-03T19:44:23Z,2024-02-02T23:15:52Z,96,Scripts to simplify setting up a Windows developer box,PowerShell,https://github.com/microsoft/windows-dev-box-setup-scripts
88,Microsoft-Defender-for-Cloud,1773,796,1773,28,2019-05-02T21:43:36Z,2025-03-26T16:00:38Z,174933,Welcome to the Microsoft Defender for Cloud community repository,PowerShell,https://github.com/Azure/Microsoft-Defender-for-Cloud
89,JAWS,1757,309,1757,5,2017-08-16T14:02:46Z,2021-04-19T14:53:29Z,42,JAWS - Just Another Windows (Enum) Script,PowerShell,https://github.com/411Hall/JAWS
90,PSKoans,1755,177,1755,53,2018-07-05T20:50:52Z,2024-09-03T22:08:21Z,3403,"A simple, fun, and interactive way to learn the PowerShell language through Pester unit testing.",PowerShell,https://github.com/vexx32/PSKoans
91,Microsoft365DSC,1754,542,1754,382,2018-11-21T16:54:50Z,2025-03-28T14:31:11Z,209614,"Manages, configures, extracts and monitors Microsoft 365 tenant configurations",PowerShell,https://github.com/microsoft/Microsoft365DSC
92,windowsterminal-shell,1696,149,1696,15,2020-05-05T22:51:22Z,2024-05-08T01:41:44Z,175,Install/uninstall scripts for Windows Terminal context menu items,PowerShell,https://github.com/lextm/windowsterminal-shell
93,Main,1659,1007,1659,205,2019-01-31T07:05:24Z,2025-03-28T12:31:28Z,37191,📦 The default bucket for Scoop.,PowerShell,https://github.com/ScoopInstaller/Main
94,packer-windows,1637,1118,1637,40,2013-07-29T15:21:35Z,2019-08-05T14:35:46Z,445,Windows Packer Templates,PowerShell,https://github.com/joefitzgerald/packer-windows
95,Security-Datasets,1629,239,1629,9,2018-05-31T19:48:47Z,2024-03-20T20:19:19Z,829918,Re-play Security Events,PowerShell,https://github.com/OTRF/Security-Datasets
96,Kansa,1591,271,1591,46,2014-03-09T07:08:39Z,2022-11-22T02:14:29Z,1139,A Powershell incident response framework,PowerShell,https://github.com/davehull/Kansa
97,PowerSharpPack,1577,309,1577,1,2020-04-06T16:34:52Z,2024-06-13T10:33:45Z,96741,,PowerShell,https://github.com/S3cur3Th1sSh1t/PowerSharpPack
98,psake,1571,270,1571,28,2009-09-16T04:44:07Z,2025-03-09T14:53:49Z,5225,A build automation tool written in PowerShell,PowerShell,https://github.com/psake/psake
99,Invoke-TheHash,1556,307,1556,5,2017-01-03T01:05:39Z,2018-12-09T15:38:36Z,102,PowerShell Pass The Hash Utils,PowerShell,https://github.com/Kevin-Robertson/Invoke-TheHash
100,GDK,1550,106,1550,20,2021-03-16T16:24:34Z,2025-02-14T02:15:56Z,1348212,Microsoft Public GDK,PowerShell,https://github.com/microsoft/GDK
101,at-ps,1540,330,1540,0,2020-01-22T17:45:17Z,2020-01-22T18:48:01Z,90288,Adversary Tactics - PowerShell Training,PowerShell,https://github.com/SpecterOps/at-ps
102,winfetch,1529,85,1529,24,2019-04-02T16:00:39Z,2024-05-09T04:53:04Z,1914,"🛠 A command-line system information utility written in PowerShell. Like Neofetch, but for Windows.",PowerShell,https://github.com/lptstr/winfetch
103,Azure-Red-Team,1529,207,1529,1,2020-03-14T12:02:14Z,2024-06-12T14:00:59Z,1046,Azure Security Resources and Notes,PowerShell,https://github.com/rootsecdev/Azure-Red-Team
104,Erebus,1515,219,1515,8,2019-09-26T09:32:00Z,2021-10-28T06:20:51Z,20898,CobaltStrike后渗透测试插件,PowerShell,https://github.com/DeEpinGh0st/Erebus
105,move-wsl,1502,153,1502,8,2020-03-20T15:04:25Z,2024-05-24T13:56:41Z,114,Easily move your WSL distros VHDX file to a new location.,PowerShell,https://github.com/pxlrbt/move-wsl
106,Office365itpros,1493,603,1493,1,2018-12-09T11:26:13Z,2025-03-28T05:52:29Z,2398,PowerShell examples for articles published on https://office365itpros.com and https://practical365.com. See https://o365itpros.gumroad.com/l/M365PS for the Automating Microsoft 365 with PowerShell eBook (included in the Office 365 for IT Pros bundle https://gum.co/O365IT/),PowerShell,https://github.com/12Knocksinna/Office365itpros
107,BurntToast,1486,130,1486,26,2015-07-19T07:43:43Z,2024-09-03T21:29:05Z,33379,Module for creating and displaying Toast Notifications on Microsoft Windows 10.,PowerShell,https://github.com/Windos/BurntToast
108,Chimera,1480,250,1480,6,2020-09-01T07:42:22Z,2021-11-09T12:39:59Z,6056,Chimera is a PowerShell obfuscation script designed to bypass AMSI and commercial antivirus solutions.,PowerShell,https://github.com/tokyoneon/Chimera
109,MFASweep,1475,202,1475,16,2020-09-22T16:25:03Z,2025-03-04T20:36:41Z,2551,A tool for checking if MFA is enabled on multiple Microsoft Services,PowerShell,https://github.com/dafthack/MFASweep
110,badusb,1472,220,1472,1,2022-07-31T23:54:35Z,2025-01-19T03:16:17Z,60757,Flipper Zero badusb payload library,PowerShell,https://github.com/FalsePhilosopher/badusb
111,Microsoft-Integration-and-Azure-Stencils-Pack-for-Visio,1467,440,1467,4,2018-04-15T22:28:50Z,2023-12-15T09:11:25Z,328893,"Microsoft Integration, Azure, Power Platform, Office 365 and much more Stencils Pack it’s a Visio package that contains fully resizable Visio shapes (symbols/icons) that will help you to visually represent On-premise, Cloud or Hybrid Integration and Enterprise architectures scenarios (BizTalk Server, API Management, Logic Apps, Service Bus, Event Hub…), solutions diagrams and features or systems that use Microsoft Azure and related cloud and on-premises technologies in Visio 2016/2013",PowerShell,https://github.com/sandroasp/Microsoft-Integration-and-Azure-Stencils-Pack-for-Visio
112,HardeningKitty,1433,179,1433,11,2020-07-30T07:18:26Z,2024-12-23T10:32:27Z,657,HardeningKitty - Checks and hardens your Windows configuration,PowerShell,https://github.com/scipag/HardeningKitty
113,powershell-intune-samples,1427,665,1427,103,2017-04-04T16:41:27Z,2024-08-19T12:08:20Z,1376,This repository of PowerShell sample scripts show how to access Intune service resources. They demonstrate this by making HTTPS RESTful API requests to the Microsoft Graph API from PowerShell.,PowerShell,https://github.com/microsoftgraph/powershell-intune-samples
114,Sparrow,1417,184,1417,0,2020-12-25T00:06:46Z,2022-12-27T14:54:45Z,57,Sparrow.ps1 was created by CISA's Cloud Forensics team to help detect possible compromised accounts and applications in the Azure/m365 environment.,PowerShell,https://github.com/cisagov/Sparrow
115,active-directory-aspnetcore-webapp-openidconnect-v2,1410,1006,1410,33,2018-04-25T15:26:43Z,2025-02-13T21:58:05Z,13370,"An ASP.NET Core Web App which lets sign-in users (including in your org, many orgs, orgs + personal accounts, sovereign clouds) and call Web APIs (including Microsoft Graph)",PowerShell,https://github.com/Azure-Samples/active-directory-aspnetcore-webapp-openidconnect-v2
116,windows-development-environment,1407,158,1407,11,2015-08-21T00:24:47Z,2023-04-18T19:16:57Z,30,:telescope: Turning Windows into an environment ready for modern development,PowerShell,https://github.com/felixrieseberg/windows-development-environment
117,Winget-AutoUpdate,1390,155,1390,21,2022-01-16T17:01:18Z,2025-03-25T00:28:29Z,1791,WAU daily updates apps as system and notify connected users. (Allowlist and Blocklist support),PowerShell,https://github.com/Romanitho/Winget-AutoUpdate
118,AADInternals,1387,227,1387,11,2018-10-25T17:35:16Z,2024-12-13T10:23:07Z,52700,AADInternals PowerShell module for administering Azure AD and Office 365,PowerShell,https://github.com/Gerenios/AADInternals
119,IntuneManagement,1378,250,1378,64,2019-06-10T02:11:53Z,2025-03-16T09:59:23Z,33462,"Copy, export, import, delete, document and compare policies and profiles in Intune and Azure with PowerShell script and WPF UI. Import ADMX files and registry settings with ADMX ingestion. View and edit PowerShell script.  ",PowerShell,https://github.com/Micke-K/IntuneManagement
120,PS2EXE,1368,212,1368,0,2019-11-08T09:25:02Z,2025-01-05T11:26:50Z,226,Module to compile powershell scripts to executables,PowerShell,https://github.com/MScholtes/PS2EXE
121,NetRipper,1367,317,1367,12,2015-07-14T20:31:04Z,2022-06-17T21:08:54Z,22870,NetRipper - Smart traffic sniffing for penetration testers,PowerShell,https://github.com/NytroRST/NetRipper
