Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
13,DesignPatternsPHP,22122,4576,22122,0,2011-08-22T05:24:31Z,2025-02-03T08:45:02Z,6214,Sample code for several design patterns in PHP 8.x,PHP,https://github.com/DesignPatternsPHP/DesignPatternsPHP
14,PHPMailer,21355,9778,21355,51,2011-08-23T07:57:17Z,2025-03-28T09:01:04Z,22206,The classic email sending library for PHP,PHP,https://github.com/PHPMailer/PHPMailer
15,monolog,21191,1906,21191,26,2011-02-17T02:07:15Z,2025-03-24T23:29:50Z,4898,"Sends your logs to files, sockets, inboxes, databases and various web services",PHP,https://github.com/Seldaek/monolog
16,matomo,20359,2698,20359,2516,2011-03-30T21:18:17Z,2025-03-28T11:54:45Z,307422,"Empowering People Ethically 🚀 — Matomo is hiring! Join us → https://matomo.org/jobs Matomo is the leading open-source alternative to Google Analytics, giving you complete control and built-in privacy. Easily collect, visualise, and analyse data from websites & apps. Star us on GitHub ⭐️  – Pull Requests welcome! ",PHP,https://github.com/matomo-org/matomo
17,WordPress,20007,12754,20007,2,2011-12-01T07:05:17Z,2025-03-28T11:26:06Z,543689,"WordPress, Git-ified. This repository is just a mirror of the WordPress subversion repository. Please do not send pull requests. Submit pull requests to https://github.com/WordPress/wordpress-develop and patches to https://core.trac.wordpress.org/ instead.",PHP,https://github.com/WordPress/WordPress
18,phpunit,19822,2212,19822,115,2009-12-24T13:16:23Z,2025-03-25T09:59:15Z,187952,The PHP Unit Testing framework.,PHP,https://github.com/sebastianbergmann/phpunit
19,firefly-iii,18529,1640,18529,142,2014-06-28T07:37:32Z,2025-03-26T13:34:56Z,303145,Firefly III: a personal finances manager,PHP,https://github.com/firefly-iii/firefly-iii
20,CodeIgniter,18265,7676,18265,103,2011-08-19T13:34:00Z,2024-07-15T07:39:54Z,54780,Open Source PHP Framework (originally from EllisLab),PHP,https://github.com/bcit-ci/CodeIgniter
21,laravel-debugbar,18094,1575,18094,90,2013-09-05T10:26:54Z,2025-03-28T06:28:33Z,14478,Debugbar for Laravel (Integrates PHP Debug Bar),PHP,https://github.com/barryvdh/laravel-debugbar
22,bagisto,17627,2386,17627,41,2018-09-10T09:12:41Z,2025-03-28T14:40:59Z,381425,Free and open source laravel eCommerce platform,PHP,https://github.com/bagisto/bagisto
23,howto-make-more-money,17228,1715,17228,3,2016-03-13T12:22:03Z,2024-03-28T04:24:22Z,7943,"程序员如何优雅的挣零花钱，2.0版，升级为小书了。Most of this not work outside China , so no English translate",PHP,https://github.com/easychen/howto-make-more-money
24,PHP-Parser,17200,1102,17200,51,2011-04-18T17:03:47Z,2025-02-26T19:51:23Z,7709,A PHP parser written in PHP,PHP,https://github.com/nikic/PHP-Parser
25,Carbon,16626,1289,16626,22,2012-09-08T02:56:20Z,2025-03-27T13:57:07Z,19759,A simple PHP API extension for DateTime.,PHP,https://github.com/briannesbitt/Carbon
26,koel,16317,2007,16317,47,2015-12-06T12:13:19Z,2025-03-17T19:35:17Z,21258,🐦 A personal music streaming server that works.,PHP,https://github.com/koel/koel
27,BookStack,16313,2036,16313,625,2015-08-29T10:26:44Z,2025-03-28T14:30:16Z,45589,A platform to create documentation/wiki content built with PHP & Laravel,PHP,https://github.com/BookStackApp/BookStack
28,flarum,15662,1615,15662,0,2014-12-30T11:13:08Z,2025-02-25T21:34:36Z,741,Simple forum software for building great communities.,PHP,https://github.com/flarum/flarum
29,parsedown,14877,1141,14877,180,2013-07-10T20:23:25Z,2024-12-01T16:36:17Z,1523,Better Markdown Parser in PHP,PHP,https://github.com/erusev/parsedown
30,grav,14839,1419,14839,433,2014-08-02T18:29:10Z,2025-03-07T19:07:23Z,29380,"Modern, Crazy Fast, Ridiculously Easy and Amazingly Powerful Flat-File CMS powered by PHP, Markdown, Twig, and Symfony",PHP,https://github.com/getgrav/grav
31,laravel-ide-helper,14480,1188,14480,179,2013-03-10T00:12:55Z,2025-02-27T19:19:11Z,1633,IDE Helper for Laravel,PHP,https://github.com/barryvdh/laravel-ide-helper
32,cachet,14368,1584,14368,26,2014-11-16T22:23:11Z,2025-03-28T07:23:47Z,37031,"🚦 Cachet, the open-source, self-hosted status page system.",PHP,https://github.com/cachethq/cachet
33,yii2,14263,6884,14263,528,2012-02-13T15:32:36Z,2025-03-20T14:57:20Z,81436,"Yii 2: The Fast, Secure and Professional PHP Framework",PHP,https://github.com/yiisoft/yii2
34,image,14104,1496,14104,20,2013-01-19T15:05:32Z,2025-03-22T09:07:34Z,4976,PHP Image Processing,PHP,https://github.com/Intervention/image
35,PhpSpreadsheet,13563,3540,13563,169,2016-06-19T16:58:48Z,2025-03-28T05:48:24Z,71739,A pure PHP library for reading and writing spreadsheet files,PHP,https://github.com/PHPOffice/PhpSpreadsheet
36,flysystem,13425,838,13425,91,2013-10-27T11:07:22Z,2025-03-17T13:02:03Z,3924,Abstraction for local and remote filesystems,PHP,https://github.com/thephpleague/flysystem
37,phpdotenv,13307,641,13307,12,2013-01-23T06:57:12Z,2024-07-20T21:54:46Z,626,"Loads environment variables from `.env` to `getenv()`, `$_ENV` and `$_SERVER` automagically.",PHP,https://github.com/vlucas/phpdotenv
38,phpstan,13295,915,13295,1310,2016-01-04T18:22:16Z,2025-03-28T13:49:14Z,6366362,PHP Static Analysis Tool - discover bugs in your code without running it!,PHP,https://github.com/phpstan/phpstan
39,whoops,13220,603,13220,7,2013-03-11T16:58:27Z,2025-03-18T05:41:43Z,1714,PHP errors for cool kids ,PHP,https://github.com/filp/whoops
40,PHP-CS-Fixer,13089,1595,13089,100,2012-05-16T06:42:23Z,2025-03-28T11:24:05Z,35110,A tool to automatically fix PHP Coding Standards issues,PHP,https://github.com/PHP-CS-Fixer/PHP-CS-Fixer
41,sage,12910,3068,12910,1,2011-01-29T03:12:09Z,2025-03-27T02:42:09Z,10222,"WordPress starter theme with Laravel Blade components and templates, Tailwind CSS, and block editor support",PHP,https://github.com/roots/sage
42,speedtest,12819,2248,12819,119,2016-03-04T11:48:03Z,2025-02-13T19:00:03Z,47584,"Self-hosted Speed Test for HTML5 and more. Easy setup, examples, configurable, mobile friendly. Supports PHP, Node, Multiple servers, and more",PHP,https://github.com/librespeed/speedtest
43,uuid,12516,505,12516,33,2012-07-05T23:24:53Z,2025-01-27T21:06:52Z,2690,:snowflake: A PHP library for generating universally unique identifiers (UUIDs).,PHP,https://github.com/ramsey/uuid
44,Laravel-Excel,12444,1935,12444,15,2013-11-09T15:28:40Z,2025-02-24T11:14:48Z,3260,🚀 Supercharged Excel exports and imports in Laravel,PHP,https://github.com/SpartnerNL/Laravel-Excel
45,laravel-permission,12400,1799,12400,10,2015-09-14T22:19:38Z,2025-02-28T22:42:56Z,3001,Associate users with roles and permissions,PHP,https://github.com/spatie/laravel-permission
46,clean-code-php,12348,2277,12348,30,2017-01-16T11:21:17Z,2024-05-09T12:52:01Z,368,:bathtub: Clean Code concepts adapted for PHP,PHP,https://github.com/piotrplenik/clean-code-php
47,phabricator,12328,1640,12328,3,2011-01-21T22:08:29Z,2024-04-12T10:28:40Z,144626,"Effective June 1, 2021: Phabricator is no longer actively maintained.",PHP,https://github.com/phacility/phabricator
48,Slim,12057,1948,12057,13,2010-09-21T01:17:06Z,2025-03-23T17:58:15Z,7304,Slim is a PHP micro framework that helps you quickly write simple yet powerful web applications and APIs.,PHP,https://github.com/slimphp/Slim
49,snipe-it,11903,3330,11903,1932,2013-11-12T22:25:47Z,2025-03-20T20:37:42Z,230918,A free open source IT asset/license management system,PHP,https://github.com/snipe/snipe-it
50,voyager,11835,2680,11835,460,2016-10-27T03:56:49Z,2025-02-07T14:58:08Z,48374,Voyager - The Missing Laravel Admin,PHP,https://github.com/thedevdojo/voyager
51,magento2,11755,9359,11755,2381,2011-11-30T15:30:13Z,2025-03-28T00:35:53Z,699789,"Prior to making any Submission(s), you must sign an Adobe Contributor License Agreement, available here at: https://opensource.adobe.com/cla.html. All Submissions you make to Adobe Inc. and its affiliates, assigns and subsidiaries (collectively “Adobe”) are subject to the terms of the Adobe Contributor License Agreement.",PHP,https://github.com/magento/magento2
52,typecho,11734,2076,11734,321,2013-07-17T05:08:35Z,2025-02-19T02:50:05Z,10076,A PHP Blogging Platform. Simple and Powerful.,PHP,https://github.com/typecho/typecho
53,labs,11606,5285,11606,141,2016-04-20T23:52:34Z,2023-07-27T10:31:38Z,221641,This is a collection of tutorials for learning how to use Docker with various tools. Contributions welcome.,PHP,https://github.com/docker/labs
54,EmailValidator,11527,221,11527,32,2013-05-19T15:23:00Z,2025-03-20T21:39:01Z,727,PHP Email address validator,PHP,https://github.com/egulias/EmailValidator
55,PHPExcel,11443,4186,11443,664,2012-06-18T15:30:27Z,2019-01-02T01:38:48Z,22024,ARCHIVED,PHP,https://github.com/PHPOffice/PHPExcel
56,jwt-auth,11364,1555,11364,614,2014-09-04T21:50:50Z,2025-02-28T08:18:47Z,1748,🔐 JSON Web Token Authentication for Laravel & Lumen,PHP,https://github.com/tymondesigns/jwt-auth
57,workerman,11323,2270,11323,95,2013-12-08T07:49:28Z,2025-03-27T12:30:32Z,3796,"An asynchronous event driven PHP socket framework. Supports HTTP, Websocket, SSL and other custom protocols. ",PHP,https://github.com/walkor/workerman
58,inflector,11302,137,11302,22,2013-01-10T21:34:22Z,2025-03-10T02:28:05Z,1923,Doctrine Inflector is a small library that can perform string manipulations with regard to uppercase/lowercase and singular/plural forms of words.,PHP,https://github.com/doctrine/inflector
59,laravel-admin,11168,2840,11168,260,2015-12-30T10:42:57Z,2024-07-03T14:08:34Z,15814,Build a full-featured administrative interface in ten minutes,PHP,https://github.com/z-song/laravel-admin
60,FreshRSS,11148,915,11148,630,2012-10-21T16:48:50Z,2025-03-25T09:19:51Z,28833,"A free, self-hostable news aggregator…",PHP,https://github.com/FreshRSS/FreshRSS
61,lexer,11112,60,11112,2,2013-01-12T18:58:26Z,2025-03-10T23:42:55Z,227,"Base library for a lexer that can be used in Top-Down, Recursive Descent Parsers.",PHP,https://github.com/doctrine/lexer
62,YOURLS,11104,1988,11104,75,2012-08-22T11:36:52Z,2025-03-25T16:00:46Z,149445,🔗 The de facto standard self hosted URL shortener in PHP,PHP,https://github.com/YOURLS/YOURLS
63,october,11087,2202,11087,10,2013-11-26T23:30:43Z,2025-03-23T08:07:14Z,54181,Self-hosted CMS platform based on the Laravel PHP Framework.,PHP,https://github.com/octobercms/october
64,wallabag,11073,792,11073,675,2013-04-03T12:21:14Z,2025-03-24T08:28:36Z,132083,wallabag is a self hostable application for saving web pages: Save and classify articles. Read them later. Freely.,PHP,https://github.com/wallabag/wallabag
65,instantiator,10987,62,10987,1,2014-08-07T15:43:55Z,2025-03-10T23:43:36Z,396,,PHP,https://github.com/doctrine/instantiator
66,DVWA,10924,3881,10924,5,2013-05-01T13:03:10Z,2025-03-05T14:53:48Z,2539,Damn Vulnerable Web Application (DVWA),PHP,https://github.com/digininja/DVWA
67,cphalcon,10811,1959,10811,113,2011-11-26T05:52:50Z,2025-03-20T03:01:37Z,230021,"High performance, full-stack PHP framework delivered as a C extension.",PHP,https://github.com/phalcon/cphalcon
68,deployer,10773,1498,10773,3,2013-07-11T11:45:38Z,2025-03-27T12:40:23Z,12273,The PHP deployment tool with support for popular frameworks out of the box,PHP,https://github.com/deployphp/deployer
69,dompdf,10746,1807,10746,565,2012-11-12T20:47:16Z,2025-03-24T12:32:57Z,18985,HTML to PDF converter for PHP,PHP,https://github.com/dompdf/dompdf
70,PHP_CodeSniffer,10737,1477,10737,286,2011-11-03T04:06:24Z,2024-04-01T20:37:32Z,201893,PHP_CodeSniffer tokenizes PHP files and detects violations of a defined set of coding standards.,PHP,https://github.com/squizlabs/PHP_CodeSniffer
71,mockery,10676,459,10676,112,2009-02-25T19:25:09Z,2025-02-20T04:57:28Z,89438,"Mockery is a simple yet flexible PHP mock object framework for use in unit testing with PHPUnit, PHPSpec or any other testing framework. Its core goal is to offer a test double framework with a succinct API capable of clearly defining all possible object operations and interactions using a human readable Domain Specific Language (DSL).",PHP,https://github.com/mockery/mockery
72,Mobile-Detect,10618,2662,10618,22,2012-08-31T10:58:16Z,2024-12-15T19:14:53Z,4461,Mobile_Detect is a lightweight PHP class for detecting mobile devices (including tablets). It uses the User-Agent string combined with specific HTTP headers to detect the mobile environment.,PHP,https://github.com/serbanghita/Mobile-Detect
73,log,10426,181,10426,7,2012-11-30T09:49:24Z,2024-09-11T13:21:12Z,65,,PHP,https://github.com/php-fig/log
74,easywechat,10321,2409,10321,1,2015-01-26T03:30:40Z,2025-03-28T13:27:17Z,6738,📦 一个 PHP 微信 SDK,PHP,https://github.com/w7corp/easywechat
75,webshell,10293,5587,10293,0,2013-05-23T07:37:56Z,2024-12-24T15:37:05Z,101993,This is a webshell open source project,PHP,https://github.com/tennc/webshell
76,dujiaoka,10150,2365,10150,10,2018-04-17T05:45:39Z,2024-12-27T08:54:47Z,19344,🦄独角数卡(自动售货系统)-开源站长自动化售货解决方案、高效、稳定、快速！🚀🚀🎉🎉,PHP,https://github.com/assimon/dujiaoka
77,pest,10081,379,10081,156,2020-03-11T20:36:55Z,2025-03-14T22:40:42Z,2535,"Pest is an elegant PHP testing Framework with a focus on simplicity, meticulously designed to bring back the joy of testing in PHP.",PHP,https://github.com/pestphp/pest
78,orm,10021,2534,10021,1282,2010-04-06T21:42:59Z,2025-03-27T19:59:26Z,53895,Doctrine Object Relational Mapper (ORM),PHP,https://github.com/doctrine/orm
79,container,9987,52,9987,6,2016-08-15T18:35:30Z,2024-02-05T10:55:49Z,337,,PHP,https://github.com/php-fig/container
80,console,9792,261,9792,1,2011-02-22T18:00:31Z,2025-03-28T13:36:43Z,6765,Eases the creation of beautiful and testable command line interfaces,PHP,https://github.com/symfony/console
81,psysh,9771,315,9771,45,2012-06-04T17:15:35Z,2025-03-20T12:01:17Z,4285,A REPL for PHP,PHP,https://github.com/bobthecow/psysh
82,woocommerce,9654,10767,9654,3723,2011-08-09T15:12:11Z,2025-03-28T15:03:32Z,813030,"A customizable, open-source ecommerce platform built on WordPress. Build any commerce solution you can imagine.",PHP,https://github.com/woocommerce/woocommerce
83,avbook,9612,2032,9612,93,2017-02-19T05:09:55Z,2024-06-01T11:49:41Z,8229,"AV 电影管理系统， avmoo , javbus , javlibrary 爬虫，线上 AV 影片图书馆，AV 磁力链接数据库，Japanese Adult Video Library,Adult Video Magnet Links - Japanese Adult Video Database",PHP,https://github.com/guyueyingmu/avbook
84,SSPanel-UIM,9580,3405,9580,10,2018-01-05T13:51:16Z,2025-02-04T11:36:27Z,108695,Multi-purpose proxy service management system,PHP,https://github.com/Anankke/SSPanel-UIM
85,dbal,9563,1353,9563,266,2010-05-20T17:01:42Z,2025-03-28T06:56:19Z,43078,Doctrine Database Abstraction Layer,PHP,https://github.com/doctrine/dbal
86,Awsome-Front-End-learning-resource,9540,1883,9540,9,2016-08-27T10:28:10Z,2024-03-16T19:34:06Z,75552,:octocat:GitHub最全的前端资源汇总仓库（包括前端学习、开发资源、求职面试等）,PHP,https://github.com/helloqingfeng/Awsome-Front-End-learning-resource
87,swiftmailer,9527,860,9527,0,2008-12-19T08:31:03Z,2021-10-25T07:19:17Z,9247,Comprehensive mailing tools for PHP,PHP,https://github.com/swiftmailer/swiftmailer
88,google-api-php-client,9506,3528,9506,71,2013-08-16T19:48:39Z,2025-02-12T18:57:26Z,13920,A PHP client library for accessing Google APIs,PHP,https://github.com/googleapis/google-api-php-client
89,rector,9465,709,9465,10,2017-07-15T11:16:02Z,2025-03-28T10:25:18Z,366354,Instant Upgrades and Automated Refactoring of any PHP 5.3+ code,PHP,https://github.com/rectorphp/rector
90,ReflectionDocBlock,9367,125,9367,10,2012-04-06T17:17:37Z,2025-02-18T11:02:24Z,1332,,PHP,https://github.com/phpDocumentor/ReflectionDocBlock
91,api,9337,1263,9337,186,2014-04-11T12:31:18Z,2022-05-19T22:59:52Z,1684,A RESTful API package for the Laravel and Lumen frameworks.,PHP,https://github.com/dingo/api
92,Goutte,9251,1009,9251,138,2010-04-21T19:21:54Z,2023-04-01T09:06:44Z,2977,"Goutte, a simple PHP Web Scraper",PHP,https://github.com/FriendsOfPHP/Goutte
93,TypeResolver,9170,50,9170,7,2015-06-10T19:05:30Z,2024-11-09T15:14:19Z,796,"A PSR-5 based resolver of Class names, Types and Structural Element Names",PHP,https://github.com/phpDocumentor/TypeResolver
94,ReflectionCommon,9057,22,9057,1,2015-05-31T09:52:59Z,2024-11-05T17:18:51Z,162,,PHP,https://github.com/phpDocumentor/ReflectionCommon
95,reactphp,9000,727,9000,0,2012-05-10T18:00:00Z,2024-11-25T17:18:22Z,1374,"Event-driven, non-blocking I/O with PHP.",PHP,https://github.com/reactphp/reactphp
96,php-code-coverage,8876,377,8876,32,2009-05-28T16:01:43Z,2025-03-18T09:36:00Z,72197,"Library that provides collection, processing, and rendering functionality for PHP code coverage information.",PHP,https://github.com/sebastianbergmann/php-code-coverage
97,DeepCopy,8822,104,8822,19,2013-07-22T15:28:03Z,2025-02-12T12:18:12Z,274,Create deep copies (clones) of your objects,PHP,https://github.com/myclabs/DeepCopy
98,kanboard,8748,1847,8748,161,2014-01-25T19:58:30Z,2025-03-24T23:27:40Z,93339,Kanban project management software,PHP,https://github.com/kanboard/kanboard
99,cakephp,8724,3406,8724,69,2010-05-08T14:38:22Z,2025-03-28T06:33:43Z,112222,CakePHP: The Rapid Development Framework for PHP - Official Repository,PHP,https://github.com/cakephp/cakephp
100,invoiceninja,8699,2356,8699,907,2013-11-26T12:30:05Z,2025-03-25T14:01:48Z,4059774,"A source-available invoice, quote, project and time-tracking app built with Laravel",PHP,https://github.com/invoiceninja/invoiceninja
101,http-foundation,8661,302,8661,0,2011-02-22T18:03:45Z,2025-03-28T13:37:24Z,7166,Defines an object-oriented layer for the HTTP specification,PHP,https://github.com/symfony/http-foundation
102,event-dispatcher,8541,69,8541,0,2011-02-22T18:02:40Z,2025-03-05T10:52:27Z,1061,Provides tools that allow your application components to communicate with each other by dispatching events and listening to them,PHP,https://github.com/symfony/event-dispatcher
103,prophecy,8518,241,8518,100,2013-03-25T11:40:40Z,2025-02-09T14:36:23Z,932,Highly opinionated mocking framework for PHP 5.3+,PHP,https://github.com/phpspec/prophecy
104,core,8489,2054,8489,291,2012-08-25T10:32:48Z,2025-03-20T12:09:30Z,352983,":cloud: ownCloud web server core (Files, DAV, etc.)",PHP,https://github.com/owncloud/core
105,PrestaShop,8464,4874,8464,2801,2012-11-19T16:41:31Z,2025-03-28T13:22:25Z,765756,PrestaShop is the universal open-source software platform to build your e-commerce solution.,PHP,https://github.com/PrestaShop/PrestaShop
106,akaunting,8463,2550,8463,10,2017-06-21T14:17:56Z,2025-03-28T11:31:23Z,82463,Online Accounting Software,PHP,https://github.com/akaunting/akaunting
107,fuzzdb,8455,2117,8455,16,2015-09-10T17:54:31Z,2023-11-10T16:15:18Z,7323,Dictionary of attack patterns and primitives for black-box application fault injection and resource discovery.,PHP,https://github.com/fuzzdb-project/fuzzdb
108,finder,8442,58,8442,0,2011-02-22T18:03:01Z,2024-12-31T15:02:57Z,1279,Finds files and directories via an intuitive fluent interface,PHP,https://github.com/symfony/finder
109,Heimdall,8269,572,8269,20,2018-01-26T12:04:05Z,2024-11-05T11:23:43Z,33416,An Application dashboard and launcher,PHP,https://github.com/linuxserver/Heimdall
110,Twig,8263,1271,8263,48,2009-10-07T21:23:38Z,2025-03-26T06:31:51Z,12414,"Twig, the flexible, fast, and secure template language for PHP",PHP,https://github.com/twigphp/Twig
111,random_compat,8176,147,8176,5,2015-07-07T19:45:38Z,2024-09-10T09:24:43Z,966,PHP 5.x support for random_bytes() and random_int(),PHP,https://github.com/paragonie/random_compat
112,Sylius,8162,2112,8162,266,2011-11-05T22:05:52Z,2025-03-28T13:22:05Z,296709,Open Source eCommerce Framework on Symfony,PHP,https://github.com/Sylius/Sylius
113,http-kernel,8139,95,8139,0,2011-02-22T18:04:06Z,2025-03-28T13:39:05Z,8042,Provides a structured process for converting a Request into a Response,PHP,https://github.com/symfony/http-kernel
114,simple-cache,8107,53,8107,6,2016-08-24T05:22:12Z,2023-09-21T11:04:18Z,27,,PHP,https://github.com/php-fig/simple-cache
115,thanks,8095,39,8095,0,2017-12-15T17:00:19Z,2025-02-05T14:34:08Z,70,Give thanks (in the form of a GitHub ★) to your fellow PHP package maintainers (not limited to Symfony components)!,PHP,https://github.com/symfony/thanks
116,countries-states-cities-database,8044,2725,8044,36,2018-07-20T14:13:45Z,2025-03-28T12:41:00Z,1947449,"🌍 Discover our global repository of countries, states, and cities!  🏙️ Get comprehensive data in JSON, SQL, PSQL, SQLSERVER, MONGODB, SQLITE, XML, YAML, and CSV formats. Access ISO2, ISO3 codes, country code, capital, native language, timezones (for countries), and more. #countries #states #cities",PHP,https://github.com/dr5hn/countries-states-cities-database
117,crater,7995,1605,7995,423,2019-11-20T07:09:02Z,2024-08-10T09:32:07Z,45705,Open Source Invoicing Solution for Individuals & Businesses,PHP,https://github.com/crater-invoice-inc/crater
118,cache,7883,214,7883,2,2013-01-10T22:37:43Z,2024-09-04T11:46:39Z,921,Doctrine Cache component,PHP,https://github.com/doctrine/cache
119,mautic,7867,2791,7867,438,2013-08-19T00:36:28Z,2025-03-27T17:47:03Z,240599,Mautic: Open Source Marketing Automation Software.,PHP,https://github.com/mautic/mautic
120,think,7867,1618,7867,128,2013-02-20T03:14:27Z,2025-01-21T03:26:03Z,24375,ThinkPHP Framework ——十年匠心的高性能PHP框架,PHP,https://github.com/top-think/think
121,polyfill-mbstring,7854,39,7854,1,2015-10-22T12:57:52Z,2024-12-23T08:50:16Z,189,Symfony polyfill for the Mbstring extension,PHP,https://github.com/symfony/polyfill-mbstring
122,rss-bridge,7821,1074,7821,229,2013-08-06T21:55:13Z,2025-03-27T20:02:12Z,16696,The RSS feed for websites missing it,PHP,https://github.com/RSS-Bridge/rss-bridge
123,WordPress-Plugin-Boilerplate,7739,2279,7739,156,2011-07-11T21:36:46Z,2024-07-12T20:11:02Z,824,[WordPress] A foundation for WordPress Plugin Development that aims to provide a clear and consistent guide for building your plugins.,PHP,https://github.com/DevinVinson/WordPress-Plugin-Boilerplate
124,opencart,7721,4905,7721,33,2011-08-02T07:32:17Z,2025-03-28T11:52:03Z,200014,A free shopping cart system. OpenCart is an open source PHP-based online e-commerce solution.,PHP,https://github.com/opencart/opencart
125,php-timer,7694,66,7694,0,2010-05-08T10:40:25Z,2025-03-18T06:34:13Z,61851,Utility class for timing,PHP,https://github.com/sebastianbergmann/php-timer
126,aimeos-laravel,7675,1063,7675,0,2015-03-02T13:23:26Z,2025-03-17T17:40:36Z,5696,"Laravel ecommerce package for ultra fast online shops, scalable marketplaces, complex B2B applications and #gigacommerce",PHP,https://github.com/aimeos/aimeos-laravel
127,predis,7659,990,7659,56,2009-11-07T11:27:33Z,2025-03-28T14:10:02Z,8224,A flexible and feature-complete Redis/Valkey client for PHP.,PHP,https://github.com/predis/predis
128,promises,7657,121,7657,14,2015-02-25T03:30:26Z,2025-03-27T13:27:51Z,362,Promises/A+ library for PHP with synchronous support,PHP,https://github.com/guzzle/promises
129,lumen,7631,1000,7631,0,2015-04-14T01:43:28Z,2024-04-09T14:03:47Z,203,The Laravel Lumen Framework.,PHP,https://github.com/laravel/lumen
130,routing,7628,98,7628,0,2011-02-22T18:04:52Z,2025-03-24T08:06:30Z,4417,Maps an HTTP request to a set of configuration variables,PHP,https://github.com/symfony/routing
131,diff,7612,85,7612,5,2013-02-12T08:34:51Z,2025-03-16T08:55:28Z,55833,Diff implementation,PHP,https://github.com/sebastianbergmann/diff
132,assert,7601,148,7601,44,2015-03-11T12:14:36Z,2024-11-19T17:26:00Z,506,Assertions to validate method input/output with nice error messages.,PHP,https://github.com/webmozarts/assert
133,dockerlabs,7596,2116,7596,25,2018-10-15T07:19:18Z,2024-08-31T17:45:12Z,173626,Docker  - Beginners | Intermediate | Advanced,PHP,https://github.com/collabnix/dockerlabs
134,lang,7595,3032,7595,4,2013-05-29T22:56:40Z,2025-03-28T10:49:43Z,66102,"List of 127 languages for Laravel Framework, Laravel Jetstream, Laravel Fortify, Laravel Breeze, Laravel Cashier, Laravel Nova, Laravel Spark and Laravel UI.",PHP,https://github.com/Laravel-Lang/lang
135,process,7461,105,7461,0,2011-02-22T18:04:37Z,2025-03-28T13:36:38Z,2248,Executes commands in sub-processes,PHP,https://github.com/symfony/process
136,php-file-iterator,7457,47,7457,0,2009-11-05T05:02:08Z,2025-03-17T16:51:37Z,49785,"FilterIterator implementation that filters files based on a list of suffixes, prefixes, and other exclusion criteria.",PHP,https://github.com/sebastianbergmann/php-file-iterator
137,phpmyadmin,7456,3466,7456,865,2012-01-19T13:21:52Z,2025-03-27T23:12:50Z,2161479,A web interface for MySQL and MariaDB,PHP,https://github.com/phpmyadmin/phpmyadmin
138,manifest,7447,14,7447,4,2016-11-24T12:07:24Z,2024-03-12T18:33:56Z,241,Component for reading phar.io manifest information from a PHP Archive (PHAR),PHP,https://github.com/phar-io/manifest
