Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size (KB),Description,Language,Repo URL
306,muuntaja,461,52,461,22,2016-08-13T11:01:21Z,2025-03-05T17:42:14Z,1282,"Clojure library for fast http api format negotiation, encoding and decoding.",Clojure,https://github.com/metosin/muuntaja
307,re-frisk,461,29,461,13,2016-09-19T12:28:46Z,2025-03-14T10:31:31Z,10372,Take full control of re-frame app,Clojure,https://github.com/flexsurfer/re-frisk
308,posh,460,46,460,22,2015-11-19T02:56:26Z,2020-11-14T12:14:31Z,1850,A luxuriously simple and powerful way to make front-ends with DataScript and Reagent in Clojure.,Clojure,https://github.com/mpdairy/posh
309,session,460,36,460,16,2012-04-19T02:34:38Z,2015-08-07T21:06:42Z,50004,repl into the clojurescript community,Clojure,https://github.com/kovasb/session
310,leipzig,459,26,459,6,2012-10-30T15:51:40Z,2024-01-19T02:40:36Z,749,A music composition library for Clojure and Clojurescript.,Clojure,https://github.com/ctford/leipzig
311,hashp,458,23,458,13,2019-12-14T03:56:35Z,2025-02-19T00:02:21Z,29,"A better ""prn"" for debugging",Clojure,https://github.com/weavejester/hashp
312,meiro,457,15,457,1,2017-04-22T16:41:20Z,2020-07-04T23:15:41Z,314,"Maze generation code, inspired by Mazes for Programmers.",Clojure,https://github.com/defndaines/meiro
313,clojure-polylith-realworld-example-app,455,81,455,4,2018-02-28T23:18:55Z,2024-12-26T20:16:10Z,25390,"Clojure, Polylith and Ring codebase containing real world examples (CRUD, auth, advanced patterns, etc) that adheres to the RealWorld spec and API.",Clojure,https://github.com/furkan3ayraktar/clojure-polylith-realworld-example-app
314,cljss,455,26,455,23,2017-02-05T13:37:36Z,2023-04-18T04:39:23Z,279,Clojure Style Sheets — CSS-in-JS for ClojureScript,Clojure,https://github.com/clj-commons/cljss
315,fs,454,120,454,30,2011-12-10T23:51:20Z,2024-01-16T22:19:35Z,363,File system utilities for Clojure.,Clojure,https://github.com/Raynes/fs
316,core.cache,453,63,453,0,2011-11-22T20:15:29Z,2024-11-09T07:17:17Z,335,A caching library for Clojure implementing various cache strategies,Clojure,https://github.com/clojure/core.cache
317,algo.monads,452,49,452,3,2011-04-20T11:29:30Z,2024-07-15T17:54:07Z,151,"Macros for defining monads, and definition of the most common monads",Clojure,https://github.com/clojure/algo.monads
318,yamlscript,450,43,450,15,2022-07-03T21:31:31Z,2025-03-27T19:24:20Z,19036,Programming in YAML,Clojure,https://github.com/yaml/yamlscript
319,rhizome,450,40,450,9,2013-05-03T22:04:29Z,2017-09-28T09:18:07Z,260,simple graph and tree visualization,Clojure,https://github.com/ztellman/rhizome
320,sparkling,448,68,448,13,2015-01-05T20:24:50Z,2022-03-10T10:07:36Z,1178,"A Clojure library for Apache Spark: fast, fully-features, and developer friendly ",Clojure,https://github.com/gorillalabs/sparkling
321,walkable,446,15,446,19,2018-02-06T19:44:29Z,2022-01-31T20:01:23Z,1089,"A Clojure(script) SQL library for building APIs: Datomic® (GraphQL-ish) pull syntax, data driven configuration, dynamic filtering with relations in mind",Clojure,https://github.com/walkable-server/walkable
322,cyanite,444,79,444,34,2013-12-08T14:46:19Z,2017-06-26T11:19:35Z,1188,cyanite stores your metrics,Clojure,https://github.com/pyr/cyanite
323,immutant,443,55,443,1,2011-10-18T13:40:41Z,2020-08-25T20:13:25Z,18004,A suite of libraries for Clojure apps,Clojure,https://github.com/immutant/immutant
324,chord,439,40,439,7,2013-08-03T14:04:48Z,2020-07-12T09:57:33Z,151,"A library designed to bridge the gap between the triad of CLJ/CLJS, web-sockets and core.async.",Clojure,https://github.com/jarohen/chord
325,clj-webdriver,437,93,437,39,2011-03-11T08:15:58Z,2016-12-07T14:40:12Z,1776,[UNMAINTAINED] Clojure API for Selenium-WebDriver,Clojure,https://github.com/semperos/clj-webdriver
326,tools.deps.alpha,435,77,435,1,2017-07-24T14:11:15Z,2024-07-15T17:54:30Z,1067,A functional API for transitive dependency graph expansion and the creation of classpaths,Clojure,https://github.com/clojure/tools.deps.alpha
327,om-tools,434,31,434,9,2014-05-09T06:35:30Z,2018-07-07T17:28:45Z,199,Tools for building Om applications,Clojure,https://github.com/plumatic/om-tools
328,vscode-theme-alabaster,434,18,434,8,2017-04-27T14:46:44Z,2025-03-21T10:14:10Z,756,A light theme for Visual Studio Code,Clojure,https://github.com/tonsky/vscode-theme-alabaster
329,deep-diamond,434,17,434,0,2019-03-03T13:09:45Z,2025-01-16T21:47:21Z,883,A fast Clojure Tensor & Deep Learning library,Clojure,https://github.com/uncomplicate/deep-diamond
330,jsonista,434,30,434,19,2017-05-23T13:34:37Z,2024-12-19T13:01:18Z,1977,Clojure library for fast JSON encoding and decoding.,Clojure,https://github.com/metosin/jsonista
331,afterglow,430,23,430,12,2015-04-10T23:43:01Z,2025-03-24T04:16:18Z,274882,"A live-coding lighting controller, building on the Open Lighting Architecture with Clojure and bits of Overtone.",Clojure,https://github.com/Deep-Symmetry/afterglow
332,chocolatier,429,29,429,3,2014-01-20T05:11:41Z,2020-04-04T16:06:21Z,7023,WIP ClojureScript game/engine using Pixi.js for rendering.,Clojure,https://github.com/alexkehayias/chocolatier
333,domina,429,46,429,19,2011-11-06T04:04:52Z,2022-08-04T00:03:46Z,19060,A DOM manipulation library for ClojureScript,Clojure,https://github.com/levand/domina
334,antq,428,27,428,23,2020-05-03T22:23:08Z,2025-03-20T22:20:10Z,897,Point out your outdated dependencies.,Clojure,https://github.com/liquidz/antq
335,clj-async-profiler,427,18,427,1,2017-12-11T13:37:16Z,2025-03-27T21:13:27Z,6167,Embedded high-precision Clojure profiler,Clojure,https://github.com/clojure-goes-fast/clj-async-profiler
336,eftest,426,41,426,22,2015-08-10T19:20:20Z,2024-05-24T20:44:10Z,273,Fast and pretty Clojure test runner,Clojure,https://github.com/weavejester/eftest
337,clojure-turtle,426,33,426,15,2015-06-13T03:32:54Z,2017-09-02T22:36:08Z,1719,A Clojure library that implements the Logo programming language in a Clojure context,Clojure,https://github.com/google/clojure-turtle
338,avout,423,29,423,8,2011-10-25T01:14:06Z,2019-08-29T01:18:25Z,6621,Avout: Distributed State in Clojure,Clojure,https://github.com/liebke/avout
339,emmy,422,25,422,105,2022-11-09T18:21:51Z,2024-10-29T17:29:17Z,11188,The Emmy Computer Algebra System.,Clojure,https://github.com/mentat-collective/emmy
340,clooj,420,49,420,61,2011-01-21T08:36:49Z,2024-05-05T18:08:26Z,763,"clooj, a lightweight IDE for clojure",Clojure,https://github.com/clj-commons/clooj
341,byte-streams,420,32,420,5,2013-06-27T06:16:29Z,2023-07-22T11:08:05Z,1197,A Rosetta stone for JVM byte representations,Clojure,https://github.com/clj-commons/byte-streams
342,shadertone,420,38,420,9,2013-04-14T06:30:43Z,2024-03-17T05:58:26Z,2097,A mix of www.shadertoy.com and Overtone,Clojure,https://github.com/overtone/shadertone
343,slingcode,420,28,420,30,2020-03-15T12:34:31Z,2020-08-27T01:23:04Z,1317,personal computing platform,Clojure,https://github.com/chr15m/slingcode
344,hikari-cp,419,51,419,3,2014-08-20T19:18:24Z,2024-12-02T11:05:58Z,318,A Clojure wrapper to HikariCP JDBC connection pool,Clojure,https://github.com/tomekw/hikari-cp
345,relic,415,7,415,4,2021-07-27T14:29:21Z,2024-11-29T10:50:45Z,1761,Functional relational programming for Clojure(Script).,Clojure,https://github.com/wotbrew/relic
346,failjure,415,18,415,12,2016-01-28T14:14:43Z,2023-10-12T16:48:21Z,66,Monadic error utilities for general use in Clojure(script) projects,Clojure,https://github.com/adambard/failjure
347,skyscraper,413,10,413,4,2015-08-11T13:27:55Z,2023-07-24T11:17:27Z,349,Structural scraping for the rest of us.,Clojure,https://github.com/nathell/skyscraper
348,chromex,414,21,414,4,2015-11-18T17:40:37Z,2023-05-01T20:23:08Z,4952,Write Chrome Extensions in ClojureScript,Clojure,https://github.com/binaryage/chromex
349,themecreator,412,34,412,7,2015-11-10T15:55:00Z,2024-06-20T07:13:04Z,12679,"https://mswift42.github.io/themecreator/ create themes for intellij, textmate, textadept, atom, emacs, vim and gnome terminal.",Clojure,https://github.com/mswift42/themecreator
350,jayq,410,57,410,0,2012-02-04T21:22:28Z,2018-02-23T18:47:45Z,105,A ClojureScript wrapper for jQuery,Clojure,https://github.com/ibdknox/jayq
351,sayid,409,27,409,15,2015-09-26T18:43:17Z,2022-03-30T17:27:29Z,619,A debugger for Clojure,Clojure,https://github.com/clojure-emacs/sayid
352,om-cookbook,407,32,407,2,2014-11-30T12:29:43Z,2015-08-28T21:24:02Z,1523,Home of Om recipes,Clojure,https://github.com/omcljs/om-cookbook
353,value-category-cheatsheet,407,21,407,0,2016-12-22T02:03:47Z,2023-05-20T18:34:31Z,372,"A C++14 cheat-sheet on lvalues, rvalues, xvalues, and more",Clojure,https://github.com/jeaye/value-category-cheatsheet
354,kioo,404,37,404,11,2014-01-12T19:18:07Z,2018-05-01T18:25:21Z,564,Enlive/Enfocus  style templating for Facebook's React and Om in ClojureScript.,Clojure,https://github.com/ckirkendall/kioo
355,zelkova,403,9,403,2,2014-10-17T00:41:11Z,2016-05-11T14:15:48Z,557,Elm-style FRP for Clojure and ClojureScript,Clojure,https://github.com/jamesmacaulay/zelkova
356,tenzing,403,39,403,15,2014-11-30T16:02:36Z,2018-05-14T21:59:45Z,702,⚡️ Clojurescript application template using Boot,Clojure,https://github.com/martinklepsch/tenzing
357,ClojureProgramming,402,88,402,8,2012-01-04T17:10:19Z,2020-10-13T13:38:00Z,574,Example projects and sample code featured in Clojure Programming (1st ed.) from O'Reilly,Clojure,https://github.com/clojurebook/ClojureProgramming
358,cftbat-code,402,105,402,8,2015-05-04T20:06:21Z,2023-02-14T00:41:47Z,77,,Clojure,https://github.com/braveclojure/cftbat-code
359,pepa,401,65,401,2,2015-01-06T11:41:09Z,2017-09-18T13:40:36Z,1861,A document management system,Clojure,https://github.com/bevuta/pepa
360,ziggurat,401,64,401,2,2018-12-27T07:06:12Z,2024-12-03T05:55:16Z,1557,A stream processing framework to build stateless applications on Kafka,Clojure,https://github.com/gojek/ziggurat
361,knossos,401,32,401,6,2013-12-22T18:22:24Z,2025-03-07T16:44:32Z,6127,Verifies the linearizability of experimentally accessible histories.,Clojure,https://github.com/jepsen-io/knossos
362,js-interop,400,16,400,6,2019-02-13T14:18:09Z,2023-10-27T00:07:56Z,273,A JavaScript-interop library for ClojureScript.,Clojure,https://github.com/applied-science/js-interop
363,pathom3,399,33,399,9,2020-06-23T21:53:53Z,2025-03-17T21:28:07Z,2507,Interface with complex data via graph mapping.,Clojure,https://github.com/wilkerlucio/pathom3
364,hanami,398,12,398,8,2017-09-14T20:53:49Z,2024-10-21T18:20:57Z,2986,Interactive arts and charts plotting with Clojure(Script) and Vega-lite / Vega. Flower viewing 花見 (hanami),Clojure,https://github.com/jsa-aerial/hanami
365,cljx,397,34,397,10,2012-03-19T18:55:27Z,2016-06-15T17:55:25Z,187,Write a portable codebase targeting Clojure/ClojureScript,Clojure,https://github.com/lynaghk/cljx
366,expectations,395,25,395,0,2010-08-16T00:46:56Z,2023-04-11T22:07:31Z,4617,"A minimalist's unit testing framework (""classic"" version)",Clojure,https://github.com/clojure-expectations/expectations
367,moon,395,13,395,21,2024-07-30T06:44:02Z,2024-11-13T13:02:54Z,21123,RPG Maker & Engine,Clojure,https://github.com/damn/moon
368,lein_template_descjop,395,16,395,6,2015-04-17T05:28:47Z,2017-10-06T12:45:50Z,168,A Leiningen template(Clojure/ClojureScript Project) for Web based desktop application with Electron (atom-shell).,Clojure,https://github.com/karad/lein_template_descjop
369,reagent-template,395,53,395,11,2014-10-17T02:54:08Z,2022-06-27T11:35:24Z,471,A Leiningen template for projects using Reagent.,Clojure,https://github.com/reagent-project/reagent-template
370,book-source,395,60,395,7,2011-04-17T17:58:11Z,2021-08-16T02:36:35Z,5332,"The source code for ""The Joy of Clojure""",Clojure,https://github.com/joyofclojure/book-source
371,test-refresh,392,28,392,8,2013-11-01T02:59:03Z,2024-12-15T22:22:13Z,434,Refreshes and reruns clojure.tests in your project.,Clojure,https://github.com/jakemcc/test-refresh
372,neil,390,29,390,23,2021-09-27T14:05:03Z,2024-12-09T12:18:37Z,310,A CLI to add common aliases and features to deps.edn-based projects,Clojure,https://github.com/babashka/neil
373,elastisch,389,134,389,12,2011-12-07T21:05:34Z,2024-11-18T19:50:41Z,2335,"A minimalistic Clojure client for ElasticSearch, supports both HTTP and native transports",Clojure,https://github.com/clojurewerkz/elastisch
374,tools.logging,388,51,388,0,2011-03-11T15:01:29Z,2024-07-15T17:54:41Z,285,Clojure logging API,Clojure,https://github.com/clojure/tools.logging
375,durable-queue,388,31,388,20,2013-09-25T01:51:18Z,2023-07-28T21:03:04Z,374,a disk-backed queue for clojure,Clojure,https://github.com/clj-commons/durable-queue
376,hato,388,29,388,18,2019-06-09T14:01:25Z,2024-07-19T14:39:57Z,159,"An HTTP client for Clojure, wrapping JDK 11's HttpClient",Clojure,https://github.com/gnarroway/hato
377,freactive,387,27,387,20,2014-07-10T19:55:57Z,2015-11-12T03:28:26Z,2777,"High-performance, pure Clojurescript, declarative DOM library",Clojure,https://github.com/aaronc/freactive
378,re-posh,387,25,387,6,2017-06-09T11:10:55Z,2022-02-04T03:04:58Z,71,Use your re-frame with DataScript as a data storage,Clojure,https://github.com/denistakeda/re-posh
379,fn-fx,386,33,386,32,2015-01-23T22:14:23Z,2019-08-10T23:26:29Z,418,A Functional API around JavaFX / OpenJFX.,Clojure,https://github.com/fn-fx/fn-fx
380,eql,383,18,383,0,2018-11-01T19:04:12Z,2023-09-29T17:41:46Z,538,"EQL is a declarative way to make hierarchical (and possibly nested) selections of information about data requirements. This repository contains the base specs and definitions for EQL parsing, AST, etc.",Clojure,https://github.com/edn-query-language/eql
381,farolero,381,4,381,2,2021-04-03T17:08:18Z,2024-04-17T20:47:08Z,335,Thread-safe Common Lisp style conditions and restarts for Clojure(Script) and Babashka.,Clojure,https://github.com/IGJoshua/farolero
382,naga,380,19,380,24,2016-07-28T22:18:34Z,2022-03-14T17:06:26Z,557,Datalog based rules engine,Clojure,https://github.com/threatgrid/naga
383,macchiato-core,380,36,380,15,2016-11-28T14:36:51Z,2024-06-18T02:41:14Z,163,Ring style HTTP server abstraction for Node.js,Clojure,https://github.com/macchiato-framework/macchiato-core
384,Clojure-Sublimed,379,21,379,17,2018-12-23T23:43:07Z,2024-12-30T15:55:59Z,7534,Clojure support for Sublime Text 4,Clojure,https://github.com/tonsky/Clojure-Sublimed
385,deps-new,378,20,378,5,2021-08-05T06:44:14Z,2025-03-28T06:11:38Z,352,Create new projects for the Clojure CLI / deps.edn,Clojure,https://github.com/seancorfield/deps-new
386,jackdaw,373,78,373,79,2018-11-29T12:34:49Z,2024-08-16T15:00:20Z,1921,A Clojure library for the Apache Kafka distributed streaming platform.,Clojure,https://github.com/FundingCircle/jackdaw
387,vase,373,40,373,25,2015-01-30T14:34:29Z,2024-08-26T03:05:35Z,1969,Data driven microservices,Clojure,https://github.com/cognitect-labs/vase
388,twitter-api,372,61,372,14,2011-06-15T09:57:23Z,2020-11-02T15:33:36Z,329,Async io interface to all the twitter APIs,Clojure,https://github.com/adamwynne/twitter-api
389,ring-swagger,371,84,371,17,2014-01-31T11:03:45Z,2024-07-09T20:35:03Z,1458,Swagger Spec for Clojure Web Apps,Clojure,https://github.com/metosin/ring-swagger
390,cli-matic,371,29,371,35,2018-03-31T11:20:30Z,2023-08-11T06:12:43Z,403,"Compact, hands-free [sub]command line parsing library for Clojure.",Clojure,https://github.com/l3nz/cli-matic
391,enfocus,370,38,370,12,2011-12-02T03:08:33Z,2017-06-19T00:04:18Z,1327,DOM manipulation and templating library for ClojureScript inspired by Enlive.,Clojure,https://github.com/ckirkendall/enfocus
392,qu,370,81,370,15,2013-03-07T11:33:38Z,2020-10-22T18:39:36Z,7187,":warning: This project was archived on September 25th, 2020 and is no longer maintained",Clojure,https://github.com/cfpb/qu
393,useful,369,57,369,9,2010-05-22T16:52:29Z,2020-12-13T18:55:49Z,758,"Some Clojure functions we use all the time, and so can you.",Clojure,https://github.com/clj-commons/useful
394,rn-rf-shadow,368,53,368,7,2019-03-11T08:48:35Z,2024-05-26T00:53:27Z,2037,An example project to get you started with React Native using shadow-cljs in 3 minutes,Clojure,https://github.com/PEZ/rn-rf-shadow
395,mies,367,49,367,2,2013-10-28T02:41:55Z,2018-07-05T16:09:13Z,73,Minimal ClojureScript project template,Clojure,https://github.com/swannodette/mies
396,transit-clj,366,23,366,11,2014-03-20T14:36:22Z,2024-07-15T19:49:38Z,298,transit-format implementation for Clojure,Clojure,https://github.com/cognitect/transit-clj
397,kixi.stats,366,20,366,1,2015-12-09T10:31:09Z,2025-03-10T17:57:38Z,334,A library of statistical distribution sampling and transducing functions,Clojure,https://github.com/MastodonC/kixi.stats
398,magic,366,17,366,36,2015-07-30T22:34:41Z,2023-07-13T15:48:51Z,7364,Morgan And Grand Iron Clojure,Clojure,https://github.com/nasser/magic
399,optimus,366,22,366,16,2013-11-07T19:54:57Z,2025-01-19T15:12:42Z,505,A Ring middleware for frontend performance optimization.,Clojure,https://github.com/magnars/optimus
400,bayadera,365,23,365,4,2013-07-02T17:22:45Z,2020-09-10T11:09:54Z,1045,High-performance Bayesian Data Analysis on the GPU in Clojure,Clojure,https://github.com/uncomplicate/bayadera
401,bouncer,364,38,364,10,2013-01-04T06:07:37Z,2021-07-12T03:10:36Z,450,A validation DSL for Clojure & Clojurescript applications,Clojure,https://github.com/theleoborges/bouncer
402,RxClojure,363,40,363,6,2014-08-19T03:45:43Z,2020-02-22T07:03:09Z,9513,RxJava bindings for Clojure,Clojure,https://github.com/ReactiveX/RxClojure
403,tools.trace,362,36,362,0,2011-09-13T12:40:57Z,2024-07-15T17:54:51Z,154,1.3 update of clojure.contrib.trace,Clojure,https://github.com/clojure/tools.trace
404,specmonstah,360,18,360,10,2016-12-09T14:20:16Z,2023-09-14T18:21:02Z,4740,Specmonstah will eat the face off your test fixtures,Clojure,https://github.com/reifyhealth/specmonstah
405,congomongo,359,77,359,5,2009-10-24T06:59:14Z,2023-05-03T07:39:58Z,5721,Clojure wrapper for the mongo-db java api,Clojure,https://github.com/congomongo/congomongo
406,robert-hooke,359,24,359,9,2010-06-11T05:22:58Z,2020-07-27T15:41:19Z,46,Hooke your Clojure functions!,Clojure,https://github.com/technomancy/robert-hooke
407,compliment,358,38,358,9,2013-08-06T23:03:07Z,2025-03-27T21:11:23Z,2232,Clojure completion library that you deserve,Clojure,https://github.com/alexander-yakushev/compliment
408,langohr,358,46,358,12,2011-07-24T12:37:33Z,2025-03-10T16:38:58Z,1618,"A small, feature complete Clojure client for RabbitMQ that embraces the AMQP 0.9.1 model",Clojure,https://github.com/michaelklishin/langohr
409,cprop,357,25,357,15,2015-03-25T19:03:32Z,2024-03-05T23:47:27Z,246,"likes properties, environments, configs, profiles.. ",Clojure,https://github.com/tolitius/cprop
410,kee-frame,357,27,357,7,2018-02-15T21:07:20Z,2023-09-20T10:51:41Z,481,re-frame with batteries included,Clojure,https://github.com/ingesolvoll/kee-frame
411,stream2es,356,60,356,26,2013-01-30T21:08:38Z,2018-10-29T20:46:44Z,312,"Stream data into ES (Wikipedia, Twitter, stdin, or other ESes)",Clojure,https://github.com/elastic/stream2es
412,learndatalogtoday,356,54,356,21,2013-06-24T14:36:08Z,2023-01-08T08:48:04Z,423,Interactive Datalog Tutorial,Clojure,https://github.com/jonase/learndatalogtoday
413,slacker,356,28,356,4,2011-11-23T09:33:23Z,2022-04-29T08:04:34Z,804,"Transparent, non-incursive RPC by clojure and for clojure",Clojure,https://github.com/sunng87/slacker
414,clojure-web-benchmarks,355,18,355,2,2012-12-10T06:34:17Z,2023-09-28T15:36:59Z,9728,Clojure web benchmarks,Clojure,https://github.com/taoensso/clojure-web-benchmarks
415,penumbra,355,42,355,1,2009-06-23T06:39:10Z,2016-07-02T23:57:28Z,979,not under active development - idiomatic opengl bindings for clojure,Clojure,https://github.com/ztellman/penumbra
416,math.combinatorics,354,31,354,0,2011-07-29T15:26:54Z,2024-07-15T17:55:02Z,195,"Efficient, functional algorithms for generating lazy sequences for common combinatorial functions",Clojure,https://github.com/clojure/math.combinatorics
417,usermanager-example,352,42,352,0,2019-04-25T21:40:48Z,2024-12-15T18:38:07Z,17812,"A little demo web app in Clojure, using Component, Ring, Compojure, Selmer (and a database)",Clojure,https://github.com/seancorfield/usermanager-example
418,yetibot,351,62,351,306,2011-12-14T03:44:00Z,2025-03-11T16:03:05Z,2259,"🤖 Extreme chatops bot for Slack, Discord, Mattermost, IRC 🔧 New contributors welcome 🏗",Clojure,https://github.com/yetibot/yetibot
419,perun,351,38,351,27,2015-05-22T18:51:09Z,2024-01-06T21:13:01Z,7249,Programmable static site generator built with Clojure and Boot (HELP NEEDED!),Clojure,https://github.com/hashobject/perun
420,tentacles,351,111,351,11,2011-11-18T07:02:18Z,2020-07-02T20:06:53Z,324,An Octocat is nothing without his tentacles,Clojure,https://github.com/Raynes/tentacles
421,cljs-oops,351,13,351,5,2016-09-02T17:15:38Z,2022-03-05T20:00:18Z,743,ClojureScript macros for convenient native Javascript object access.,Clojure,https://github.com/binaryage/cljs-oops
422,stasis,351,27,351,4,2014-01-09T19:45:33Z,2024-05-30T08:58:29Z,277,Some Clojure functions for creating static websites.,Clojure,https://github.com/magnars/stasis
423,schism,350,6,350,3,2018-01-09T00:00:13Z,2021-07-23T16:48:58Z,123,CRDTs in Clojure(Script) with EDN Serialization,Clojure,https://github.com/aredington/schism
424,ring-defaults,348,29,348,1,2014-06-05T15:34:08Z,2025-01-24T17:47:47Z,94,A library to provide sensible Ring middleware defaults,Clojure,https://github.com/ring-clojure/ring-defaults
425,asami,347,10,347,14,2018-05-01T21:14:38Z,2024-09-26T07:53:03Z,34312,"A flexible graph store, written in Clojure",Clojure,https://github.com/quoll/asami
426,music-as-data,346,22,346,2,2011-02-16T09:15:48Z,2012-10-02T13:12:49Z,26520,A Live Programming language for music,Clojure,https://github.com/jonromero/music-as-data
427,Common-Metadata-Repository,346,99,346,12,2016-11-29T20:41:30Z,2025-03-27T21:03:38Z,60602,,Clojure,https://github.com/nasa/Common-Metadata-Repository
428,db,345,23,345,53,2020-10-19T21:06:38Z,2025-03-28T01:31:10Z,13227,Fluree database library,Clojure,https://github.com/fluree/db
429,scittle,345,31,345,3,2021-05-23T09:17:05Z,2025-03-15T10:07:38Z,4691,Execute Clojure(Script) directly from browser script tags via SCI,Clojure,https://github.com/babashka/scittle
430,state-flow,345,15,345,6,2018-06-18T23:27:41Z,2025-03-20T21:55:36Z,496,Integration testing framework using a state monad in the backend for building and composing flows,Clojure,https://github.com/nubank/state-flow
431,dtype-next,344,22,344,10,2020-08-21T13:45:09Z,2025-03-04T19:40:18Z,4257,A Clojure library designed to aid in the implementation of high performance algorithms and systems.,Clojure,https://github.com/cnuernber/dtype-next
432,metrics-clojure,344,82,344,12,2011-11-01T00:41:17Z,2024-06-24T15:28:44Z,447,A thin façade around Coda Hale's metrics library.,Clojure,https://github.com/clj-commons/metrics-clojure
433,holy-lambda,342,20,342,11,2019-03-29T19:38:44Z,2024-04-23T14:45:26Z,206202,"The extraordinary simple, performant, and extensible custom AWS Lambda runtime for Clojure. ",Clojure,https://github.com/FieryCod/holy-lambda
434,cljs-time,342,58,342,34,2013-08-28T13:44:13Z,2021-02-02T15:59:08Z,2468,A clj-time inspired date library for clojurescript.,Clojure,https://github.com/andrewmcveigh/cljs-time
435,appengine-magic,340,49,340,18,2010-06-03T17:20:43Z,2023-10-18T04:53:52Z,597,A library designed to make it easy to use Google App Engine from Clojure,Clojure,https://github.com/gcv/appengine-magic
436,simulant,339,30,339,6,2012-10-27T12:57:34Z,2024-07-15T18:11:10Z,138,,Clojure,https://github.com/Datomic/simulant
437,reply,339,43,339,22,2011-11-13T02:09:21Z,2021-09-02T13:19:39Z,484,"REPL-y: A fitter, happier, more productive REPL for Clojure.",Clojure,https://github.com/trptcolin/reply
438,loco,338,16,338,6,2014-01-03T01:03:47Z,2023-03-01T06:02:30Z,154,A Constraint Programming library for Clojure,Clojure,https://github.com/aengelberg/loco
439,diehard,338,27,338,6,2016-06-25T08:28:00Z,2024-10-09T21:40:19Z,434,"Clojure resilience library for flexible retry, circuit breaker and rate limiter",Clojure,https://github.com/sunng87/diehard
440,Cook,338,63,338,129,2015-09-11T18:20:08Z,2023-04-24T19:14:38Z,90626,Fair job scheduler on Kubernetes and Mesos for batch workloads and Spark,Clojure,https://github.com/twosigma/Cook
441,Clojush,332,93,332,53,2010-04-18T19:45:50Z,2023-05-06T17:03:52Z,21674,The Push programming language and the PushGP genetic programming system implemented in Clojure.,Clojure,https://github.com/lspector/Clojush
442,org-parser,332,16,332,13,2019-10-31T20:36:56Z,2024-04-08T16:36:57Z,418,org-parser is a parser for the Org mode markup language for Emacs.,Clojure,https://github.com/200ok-ch/org-parser
443,regal,332,15,332,5,2020-02-11T16:47:50Z,2024-04-16T08:08:58Z,224,Royally reified regular expressions,Clojure,https://github.com/lambdaisland/regal
444,replikativ,330,12,330,4,2015-08-30T14:02:33Z,2018-03-05T00:13:29Z,10731,"An open, scalable and distributive infrastructure for a data-driven community of applications.",Clojure,https://github.com/replikativ/replikativ
445,clj-3df,330,13,330,16,2018-06-06T10:49:13Z,2019-11-08T16:36:09Z,234,Clojure(Script) client for Declarative Dataflow.,Clojure,https://github.com/sixthnormal/clj-3df
446,orchard,327,54,327,23,2018-01-04T18:44:56Z,2025-03-28T11:03:59Z,1986,A fertile ground for Clojure tooling,Clojure,https://github.com/clojure-emacs/orchard
447,virgil,326,22,326,5,2015-11-19T05:27:19Z,2025-03-27T21:35:22Z,561,Recompile Java code without restarting the REPL,Clojure,https://github.com/clj-commons/virgil
448,bosquet,325,23,325,5,2023-01-01T17:03:29Z,2025-03-28T04:41:35Z,2665,"Tooling to build LLM applications: prompt templating and composition, agents, LLM memory, and other instruments for builders of AI applications.",Clojure,https://github.com/zmedelis/bosquet
449,doo,325,63,325,54,2015-05-10T14:42:47Z,2025-03-08T17:06:16Z,839,doo is a library and lein plugin to run cljs.test on different js environments.,Clojure,https://github.com/bensu/doo
450,keechma,325,11,325,10,2016-02-06T10:44:32Z,2022-12-06T14:34:53Z,838,Micro frontend framework for ClojureScript and Reagent,Clojure,https://github.com/keechma/keechma
451,datsync,323,18,323,6,2016-02-03T22:34:46Z,2021-12-22T23:00:45Z,3576,Datomic <-> DataScript syncing/replication utilities,Clojure,https://github.com/metasoarous/datsync
452,weasel,323,35,323,10,2014-01-26T10:19:54Z,2020-05-08T09:53:51Z,114,ClojureScript browser REPL using WebSockets,Clojure,https://github.com/nrepl/weasel
453,transit-cljs,323,21,323,12,2014-05-22T15:31:54Z,2024-07-15T19:49:11Z,258,Transit for ClojureScript,Clojure,https://github.com/cognitect/transit-cljs
454,scad-clj,322,52,322,5,2012-12-10T05:18:49Z,2020-03-18T22:05:32Z,11817,OpenSCAD DSL in Clojure,Clojure,https://github.com/farrellm/scad-clj
455,muse,322,16,322,3,2015-06-08T20:06:05Z,2018-08-13T13:58:30Z,147,Clojure library that makes remote data access code elegant and efficient at the same time,Clojure,https://github.com/kachayev/muse
456,clostache,321,61,321,22,2010-10-16T12:21:24Z,2022-03-10T10:11:45Z,196,{{ mustache }} for Clojure,Clojure,https://github.com/fhd/clostache
457,tablecloth,321,27,321,44,2020-06-15T11:00:12Z,2025-02-17T09:13:56Z,29255,Dataset manipulation library built on the top of tech.ml.dataset,Clojure,https://github.com/scicloj/tablecloth
458,Excel-REPL,321,16,321,2,2015-01-31T14:30:42Z,2019-07-23T00:41:20Z,6871,Clojure Development Environment for Excel,Clojure,https://github.com/whamtet/Excel-REPL
