Ranking,Project Name,Stars,Forks,Watchers,Open Issues,Created At,Last Commit,Size,Description,Language,Repo URL,Size
50,EverythingToolbar,14241,550,14241,29,13/09/2020,25/06/2026,26.27 MB,Everything integration for the Windows taskbar.,C#,https://github.com/srwi/EverythingToolbar,26.27 MB
51,Polly,14193,1275,14193,6,05/05/2013,22/06/2026,56.21 MB,"Polly is a .NET resilience and transient-fault-handling library that allows developers to express policies such as Retry, Circuit Breaker, Timeout, Bulkhead Isolation, and Fallback in a fluent and thread-safe manner. From version 6.0.1, Polly targets .NET Standard 1.1 and 2.0+.",C#,https://github.com/App-vNext/Polly,56.21 MB
52,QuestPDF,14093,763,14093,88,04/01/2021,25/06/2026,824.45 MB,"QuestPDF is a modern library for PDF document generation. Its fluent C# API lets you design complex layouts with clean, readable code. Create documents using a flexible, component-based approach.",C#,https://github.com/QuestPDF/QuestPDF,824.45 MB
53,winsw,14090,1685,14090,260,03/02/2010,19/06/2026,3.48 MB,"A wrapper executable that can run any executable as a Windows service, in a permissive license.",C#,https://github.com/winsw/winsw,3.48 MB
54,MonoGame,14067,3081,14067,738,07/04/2011,24/06/2026,96.46 MB,One framework for creating powerful cross-platform games.,C#,https://github.com/MonoGame/MonoGame,96.46 MB
55,Sonarr,14027,1816,14027,94,27/09/2011,25/06/2026,296.32 MB,Smart PVR for newsgroup and bittorrent users.,C#,https://github.com/Sonarr/Sonarr,296.32 MB
56,better-genshin-impact,13939,992,13939,424,27/08/2023,22/06/2026,359.91 MB,📦BetterGI · 更好的原神 - 自动拾取 | 自动剧情 | 全自动钓鱼(AI) | 全自动七圣召唤 | 自动伐木 | 自动刷本 | 自动采集/挖矿/锄地 | 一条龙 | 全连音游 | 自动烹饪 - UI Automation Testing Tools For Genshin Impact,C#,https://github.com/babalae/better-genshin-impact,359.91 MB
57,BBDown,13901,1675,13901,245,26/07/2020,14/05/2026,18.43 MB,Bilibili Downloader. 一个命令行式哔哩哔哩下载器.,C#,https://github.com/nilaoda/BBDown,18.43 MB
58,g-helper,13858,520,13858,138,10/02/2023,25/06/2026,42.70 MB,"Lightweight Armoury Crate alternative for Asus laptops with nearly the same functionality. Works with ROG Zephyrus, Flow, TUF, Strix, Scar, ProArt, Vivobook, Zenbook, Expertbook, ROG Ally, and many more.",C#,https://github.com/seerge/g-helper,42.70 MB
59,Radarr,13856,1181,13856,485,25/12/2016,25/06/2026,308.39 MB,Movie organizer/manager for usenet and torrent users.,C#,https://github.com/Radarr/Radarr,308.39 MB
60,modular-monolith-with-ddd,13788,2163,13788,68,23/08/2019,04/06/2024,8.23 MB,Full Modular Monolith application with Domain-Driven Design approach.,C#,https://github.com/kgrzybek/modular-monolith-with-ddd,8.23 MB
61,ImageGlass,13531,715,13531,245,30/12/2012,05/06/2026,473.09 MB,"🏞 A fast, open-source, modern image viewer for 90+ formats – including WEBP, GIF, SVG, AVIF, JXL, HEIC and more – built for smooth browsing across Windows, macOS, and Linux.",C#,https://github.com/d2phap/ImageGlass,473.09 MB
62,ArchiSteamFarm,13431,1102,13431,3,25/10/2015,25/06/2026,237.78 MB,C# application with primary purpose of farming Steam cards from multiple accounts simultaneously.,C#,https://github.com/JustArchiNET/ArchiSteamFarm,237.78 MB
63,Playnite,13334,635,13334,702,25/03/2017,26/05/2026,73.45 MB,"Video game library manager with support for wide range of 3rd party libraries and game emulation support, providing one unified interface for your games.",C#,https://github.com/JosefNemec/Playnite,73.45 MB
64,subtitleedit,13281,1233,13281,228,03/02/2014,25/06/2026,206.27 MB,the subtitle editor :),C#,https://github.com/SubtitleEdit/subtitleedit,206.27 MB
65,AspNetCore.Docs,13118,24726,13118,576,19/12/2014,26/06/2026,844.08 MB,Documentation for ASP.NET Core,C#,https://github.com/dotnet/AspNetCore.Docs,844.08 MB
66,UnityCsReference,12885,2557,12885,19,23/03/2018,25/06/2026,76.68 MB,Unity C# reference source code.,C#,https://github.com/Unity-Technologies/UnityCsReference,76.68 MB
67,skills,12795,1098,12795,57,17/03/2026,18/04/2026,7.50 MB,,C#,https://github.com/MiniMax-AI/skills,7.50 MB
68,csharplang,12639,1068,12639,286,09/12/2016,25/06/2026,15.67 MB,The official repo for the design of the C# programming language,C#,https://github.com/dotnet/csharplang,15.67 MB
69,PDFPatcher,12503,1569,12503,105,24/12/2021,22/06/2026,70.07 MB,PDF补丁丁——PDF工具箱，可以编辑书签、剪裁旋转页面、解除限制、提取或合并文档，探查文档结构，提取图片、转成图片等等,C#,https://github.com/wmjordan/PDFPatcher,70.07 MB
70,LKY_OfficeTools,12066,1090,12066,3,27/10/2022,22/02/2024,48.29 MB,一键自动化 下载、安装、激活 Office 的利器。,C#,https://github.com/OdysseusYuan/LKY_OfficeTools,48.29 MB
71,aspnetboilerplate,11989,3820,11989,59,18/08/2013,10/06/2026,63.58 MB,ASP.NET Boilerplate - Web Application Framework,C#,https://github.com/aspnetboilerplate/aspnetboilerplate,63.58 MB
72,garnet,11887,671,11887,60,21/08/2023,25/06/2026,195.58 MB,"Garnet is a remote cache-store from Microsoft Research that offers strong performance (throughput and latency), scalability, storage, recovery, cluster sharding, key migration, and replication features. Garnet can work with existing Redis clients.",C#,https://github.com/microsoft/garnet,195.58 MB
73,MediatR,11846,2192,11846,2,03/03/2014,12/06/2026,5.95 MB,"Simple, unambitious mediator implementation in .NET",C#,https://github.com/LuckyPennySoftware/MediatR,5.95 MB
74,Dependencies,11638,936,11638,140,25/06/2017,15/05/2024,14.98 MB,"A rewrite of the old legacy software ""depends.exe"" in C# for Windows devs to troubleshoot dll load dependencies issues.",C#,https://github.com/lucasg/Dependencies,14.98 MB
75,Locale-Emulator,11605,824,11605,212,17/03/2013,15/04/2022,1.15 MB,Yet Another System Region and Language Simulator,C#,https://github.com/xupefei/Locale-Emulator,1.15 MB
76,spectre.console,11521,665,11521,174,21/07/2020,24/06/2026,15.93 MB,A .NET library that makes it easier to create beautiful console applications.,C#,https://github.com/spectreconsole/spectre.console,15.93 MB
77,mono,11452,3812,11452,2266,22/07/2010,27/08/2024,565.84 MB,"Mono open source ECMA CLI, C# and .NET implementation.",C#,https://github.com/mono/mono,565.84 MB
78,DiscordChatExporter,11431,982,11431,20,12/07/2017,20/06/2026,4.41 MB,Saves Discord chat logs to a file,C#,https://github.com/Tyrrrz/DiscordChatExporter,4.41 MB
79,choco,11430,954,11430,513,30/12/2014,11/06/2026,48.55 MB,Chocolatey - the package manager for Windows,C#,https://github.com/chocolatey/choco,48.55 MB
80,BenchmarkDotNet,11429,1052,11429,188,18/08/2013,23/06/2026,69.21 MB,Powerful .NET library for benchmarking,C#,https://github.com/dotnet/BenchmarkDotNet,69.21 MB
81,Newtonsoft.Json,11305,3304,11305,823,18/02/2012,09/04/2026,26.39 MB,Json.NET is a popular high-performance JSON framework for .NET,C#,https://github.com/JamesNK/Newtonsoft.Json,26.39 MB
82,Winhance,11250,551,11250,35,13/01/2025,24/06/2026,47.78 MB,"Application designed to optimize, customize and enhance your Windows experience.",C#,https://github.com/memstechtips/Winhance,47.78 MB
83,EarTrumpet,11115,581,11115,106,11/07/2015,21/06/2026,34.71 MB,EarTrumpet - Volume Control for Windows,C#,https://github.com/File-New-Project/EarTrumpet,34.71 MB
84,Terminal.Gui,11086,779,11086,52,11/12/2017,25/06/2026,192.21 MB,Cross Platform Terminal UI toolkit for .NET,C#,https://github.com/tui-cs/Terminal.Gui,192.21 MB
85,basic-computer-games,11076,1340,11076,17,30/01/2021,15/02/2026,76.61 MB,"An updated version of the classic ""Basic Computer Games"" book, with well-written examples in a variety of common MEMORY SAFE, SCRIPTING programming languages. See https://coding-horror.github.io/basic-computer-games/",C#,https://github.com/coding-horror/basic-computer-games,76.61 MB
86,unity-mcp,11043,1225,11043,57,18/03/2025,15/06/2026,41.38 MB,"Unity MCP acts as a bridge between AI assistants and your Unity Editor. Give your LLM tools to manage assets, control scenes, edit scripts, and automate tasks within Unity.",C#,https://github.com/CoplayDev/unity-mcp,41.38 MB
87,DriverStoreExplorer,11035,543,11035,21,15/06/2016,20/06/2026,2.15 MB,Driver Store Explorer,C#,https://github.com/lostindark/DriverStoreExplorer,2.15 MB
88,Kavita,11009,614,11009,172,12/12/2020,25/06/2026,332.82 MB,"Kavita is a fast, feature rich, cross platform reading server. Built with the goal of being a full solution for all your reading needs. Setup your own server and share your reading collection with your friends and family.",C#,https://github.com/Kareadita/Kavita,332.82 MB
89,UniTask,10973,1016,10973,23,19/05/2019,02/06/2026,6.00 MB,Provides an efficient allocation free async/await integration for Unity.,C#,https://github.com/Cysharp/UniTask,6.00 MB
90,mRemoteNG,10905,1595,10905,855,06/01/2010,25/06/2026,263.26 MB,"mRemoteNG is the next generation of mRemote, open source, tabbed, multi-protocol, remote connections manager.",C#,https://github.com/mRemoteNG/mRemoteNG,263.26 MB
91,orleans,10795,2129,10795,724,19/12/2014,25/06/2026,72.68 MB,Cloud Native application framework for .NET,C#,https://github.com/dotnet/orleans,72.68 MB
92,Captura,10729,1977,10729,116,29/08/2015,25/05/2026,5.59 MB,"Capture Screen, Audio, Cursor, Mouse Clicks and Keystrokes",C#,https://github.com/MathewSachin/Captura,5.59 MB
93,eShopOnWeb,10681,5997,10681,20,28/02/2017,13/01/2025,59.71 MB,"Sample ASP.NET Core 8.0 reference application, now community supported: https://github.com/NimblePros/eShopOnWeb",C#,https://github.com/dotnet-architecture/eShopOnWeb,59.71 MB
94,DotNetGuide,10647,1496,10647,13,08/10/2020,25/06/2026,5.72 MB,🌈【C#/.NET/.NET Core学习、工作、面试指南】记录、收集和总结C#/.NET/.NET Core基础知识、学习路线、开发实战、编程技巧练习、学习视频、文章、书籍、项目框架、社区组织、开发必备工具、技术前沿周刊、常见面试题、面试须知、简历模板、人才招聘、以及自己在学习和工作中的一些微薄见解。希望能和大家一起学习，共同进步。如果本知识库能为您提供帮助，别忘了给予支持哦(关注、点赞、分享)💖。,C#,https://github.com/YSGStudyHards/DotNetGuide,5.72 MB
95,eShop,10615,3681,10615,179,18/10/2023,08/06/2026,24.80 MB,A reference .NET application implementing an eCommerce site,C#,https://github.com/dotnet/eShop,24.80 MB
96,MudBlazor,10455,1650,10455,903,18/08/2020,23/06/2026,45.76 MB,"Blazor Component Library based on Material Design principles. Do more with Blazor, utilizing CSS and keeping JavaScript to a bare minimum.",C#,https://github.com/MudBlazor/MudBlazor,45.76 MB
97,practical-aspnetcore,10382,1418,10382,178,27/07/2016,22/06/2026,45.66 MB,"Practical samples of ASP.NET Core 11, 10, 9, 8.0, 7.0, 6.0, 5.0, 3.1, 2.2, and 2.1,projects you can use. Readme contains explanations on all projects.",C#,https://github.com/dodyg/practical-aspnetcore,45.66 MB
98,CefSharp,10229,2936,10229,68,03/12/2010,25/06/2026,285.49 MB,.NET (WPF and Windows Forms) bindings for the Chromium Embedded Framework,C#,https://github.com/cefsharp/CefSharp,285.49 MB
99,AutoMapper,10193,2407,10193,5,06/02/2010,18/06/2026,124.44 MB,A convention-based object-object mapper in .NET. ,C#,https://github.com/LuckyPennySoftware/AutoMapper,124.44 MB
100,StockSharp,10189,2177,10189,8,08/12/2014,22/06/2026,1.90 GB,"Algorithmic trading and quantitative trading open source platform to develop trading robots (stock markets, forex, crypto, bitcoins, and options).",C#,https://github.com/StockSharp/StockSharp,1.90 GB
101,RunCat365,10159,836,10159,9,06/08/2020,19/06/2026,1.59 MB,A cute running cat animation on your windows taskbar.,C#,https://github.com/runcat-dev/RunCat365,1.59 MB
102,Notepads,10136,552,10136,464,01/06/2019,20/04/2026,39.45 MB,"A modern, lightweight text editor with a minimalist design.",C#,https://github.com/0x7c13/Notepads,39.45 MB
103,imewlconverter,10131,697,10131,82,12/04/2012,24/06/2026,64.11 MB,”深蓝词库转换“ 一款开源免费的输入法词库转换程序,C#,https://github.com/studyzy/imewlconverter,64.11 MB
104,nopCommerce,10093,5992,10093,167,09/04/2014,25/06/2026,1.51 GB,ASP.NET Core eCommerce software. nopCommerce is a free and open-source shopping cart.,C#,https://github.com/nopSolutions/nopCommerce,1.51 GB
105,Hangfire,10082,1750,10082,940,06/08/2013,27/05/2026,37.97 MB,An easy way to perform background job processing in .NET and .NET Core applications. No Windows Service or separate process required,C#,https://github.com/HangfireIO/Hangfire,37.97 MB
106,uno,9975,868,9975,1446,07/05/2018,25/06/2026,332.84 MB,"Open-source platform for building cross-platform native Mobile, Web, Desktop, and Embedded apps from a single C#/XAML codebase. Work from any IDE/CLI with Hot Reload, Visual Designer, MCPs, and Skills built for modern .NET workflows. 200M+ NuGet downloads.",C#,https://github.com/unoplatform/uno,332.84 MB
107,Quasar,9871,2645,9871,137,08/07/2014,29/02/2024,5.08 MB,Remote Administration Tool for Windows,C#,https://github.com/quasar/Quasar,5.08 MB
108,RestSharp,9828,2309,9828,28,16/11/2009,02/06/2026,40.47 MB,Simple REST and HTTP API Client for .NET,C#,https://github.com/restsharp/RestSharp,40.47 MB
109,ET,9826,3246,9826,87,27/06/2010,24/05/2026,673.95 MB,Unity3D Client And C# Server Framework,C#,https://github.com/egametang/ET,673.95 MB
110,MahApps.Metro,9806,2433,9806,113,16/10/2011,15/04/2026,119.16 MB,A framework that allows developers to cobble together a better UI for their own WPF applications with minimal effort.,C#,https://github.com/MahApps/MahApps.Metro,119.16 MB
111,FluentValidation,9728,1268,9728,1,20/12/2009,04/06/2026,19.57 MB,A popular .NET validation library for building strongly-typed validation rules.,C#,https://github.com/FluentValidation/FluentValidation,19.57 MB
112,Humanizer,9722,1058,9722,199,03/05/2012,20/05/2026,11.89 MB,"Humanizer meets all your .NET needs for manipulating and displaying strings, enums, dates, times, timespans, numbers and quantities",C#,https://github.com/Humanizr/Humanizer,11.89 MB
113,Bogus,9708,545,9708,90,06/06/2015,22/12/2025,6.27 MB,":card_index: A simple fake data generator for C#, F#, and VB.NET. Based on and ported from the famed faker.js.",C#,https://github.com/bchavez/Bogus,6.27 MB
114,FluentTerminal,9600,452,9600,240,21/01/2018,22/12/2025,18.45 MB,A Terminal Emulator based on UWP and web technologies.,C#,https://github.com/felixse/FluentTerminal,18.45 MB
115,yarp,9535,920,9535,188,05/03/2020,19/06/2026,22.84 MB,A toolkit for developing high-performance HTTP reverse proxy applications.,C#,https://github.com/dotnet/yarp,22.84 MB
116,refit,9532,783,9532,38,22/07/2013,25/06/2026,16.76 MB,"The automatic type-safe REST library for .NET Core, Xamarin and .NET. Heavily inspired by Square's Retrofit library, Refit turns your REST API into a live interface.",C#,https://github.com/reactiveui/refit,16.76 MB
117,Windows-Auto-Night-Mode,9520,301,9520,76,17/11/2018,25/06/2026,62.98 MB,Automatically switches between the dark and light theme of Windows 10 and Windows 11,C#,https://github.com/AutoDarkMode/Windows-Auto-Night-Mode,62.98 MB
118,wpfui,9474,983,9474,437,24/07/2021,01/06/2026,45.69 MB,"WPF UI provides the Fluent experience in your known and loved WPF framework. Intuitive design, themes, navigation and new immersive controls. All natively and effortlessly.",C#,https://github.com/lepoco/wpfui,45.69 MB
119,LiteDB,9417,1323,9417,754,25/08/2014,08/06/2026,45.93 MB,LiteDB - A .NET NoSQL Document Store in a single data file,C#,https://github.com/litedb-org/LiteDB,45.93 MB
120,SignalR,9392,2249,9392,73,22/07/2011,18/09/2025,43.64 MB,Incredibly simple real-time web for .NET,C#,https://github.com/SignalR/SignalR,43.64 MB
121,machinelearning,9333,1943,9333,1021,03/05/2018,25/06/2026,99.60 MB,ML.NET is an open source and cross-platform machine learning framework for .NET.,C#,https://github.com/dotnet/machinelearning,99.60 MB
122,Il2CppDumper,9105,1849,9105,151,30/12/2016,18/08/2024,1005.00 KB,Unity il2cpp reverse engineer,C#,https://github.com/Perfare/Il2CppDumper,1005.00 KB
123,Unity3DTraining,9044,2106,9044,7,25/04/2016,30/05/2026,736.10 MB,【Unity杂货铺】unity大杂烩~,C#,https://github.com/XINCGer/Unity3DTraining,736.10 MB
124,git-credential-manager,9027,2821,9027,166,20/11/2018,24/06/2026,6.98 MB,"Secure, cross-platform Git credential storage with authentication to GitHub, Azure Repos, and other popular Git hosting services.",C#,https://github.com/git-ecosystem/git-credential-manager,6.98 MB
125,DnsServer,8966,719,8966,147,29/10/2017,21/06/2026,8.54 MB,Technitium DNS Server,C#,https://github.com/TechnitiumSoftware/DnsServer,8.54 MB
126,jynew,8906,1874,8906,42,12/05/2021,25/03/2026,5.08 GB,JinYongLegend-like RPG Game Framework with full Modding support and 10+ hours playable samples of game.,C#,https://github.com/jynew/jynew,5.08 GB
127,WeiXinMPSDK,8872,4349,8872,245,11/01/2013,24/06/2026,152.51 MB,微信全平台 .NET SDK， Senparc.Weixin for C#，支持 .NET Framework 及 .NET Core、.NET 10.0。已支持微信公众号、小程序、小游戏、微信支付、企业微信/企业号、开放平台、JSSDK、微信周边等全平台。 WeChat SDK for C#.,C#,https://github.com/JeffreySu/WeiXinMPSDK,152.51 MB
128,Ocelot,8711,1684,8711,69,29/06/2016,24/06/2026,8.49 MB,.NET API Gateway,C#,https://github.com/ThreeMammals/Ocelot,8.49 MB
129,BiliBiliToolPro,8683,1901,8683,140,08/12/2021,19/05/2026,13.21 MB,B 站（bilibili）自动任务工具，支持docker、青龙、k8s等多种部署方式。全面拥抱AI。敏感肌也能用。,C#,https://github.com/RayWangQvQ/BiliBiliToolPro,13.21 MB
